,all,coincident,noncoincident
0,0.863013698630137,0.9786096256684492,0.7047619047619048
1,0.863013698630137,0.9786096256684492,0.7142857142857143
2,0.856655290102389,0.9680851063829787,0.7047619047619048
3,0.8556701030927835,0.9731182795698925,0.7238095238095238
4,0.8591065292096219,0.9731182795698925,0.7142857142857143
5,0.8625429553264605,0.972972972972973,0.7075471698113207
6,0.8698630136986302,0.972972972972973,0.719626168224299
7,0.863481228668942,0.972972972972973,0.7129629629629629
8,0.8620689655172413,0.9726775956284153,0.7289719626168224
9,0.8586206896551725,0.9728260869565217,0.7169811320754716
10,0.8668941979522184,0.9731182795698925,0.719626168224299
11,0.8707482993197279,0.972972972972973,0.6972477064220184
12,0.8508474576271187,0.967741935483871,0.7155963302752294
13,0.8508474576271187,0.967741935483871,0.7247706422018348
14,0.8445945945945946,0.9572192513368984,0.7155963302752294
15,0.8489932885906041,0.9625668449197861,0.7117117117117117
16,0.8489932885906041,0.9627659574468085,0.7090909090909091
