,all,coincident,noncoincident
0,0.8731808731808732,0.9384057971014492,0.8097560975609757
1,0.8807531380753139,0.9345454545454546,0.8226600985221675
2,0.8784067085953878,0.9236363636363636,0.8316831683168316
3,0.8802521008403361,0.9194139194139194,0.8226600985221675
4,0.8690228690228691,0.9136690647482014,0.8177339901477833
5,0.8583333333333333,0.9350180505415162,0.8078817733990148
6,0.8645833333333334,0.927797833935018,0.8078817733990148
7,0.8737060041407867,0.9133574007220217,0.8252427184466019
8,0.8747390396659708,0.9090909090909091,0.8235294117647058
9,0.8657024793388429,0.925,0.803921568627451
10,0.8648648648648649,0.9316546762589928,0.812807881773399
11,0.8734439834024896,0.9094202898550725,0.8155339805825242
12,0.8817427385892116,0.9244604316546763,0.8333333333333334
13,0.875,0.9239130434782609,0.8137254901960784
14,0.8711018711018711,0.9247311827956989,0.8118811881188119
15,0.8658280922431866,0.9163636363636364,0.806930693069307
16,0.8547717842323651,0.9244604316546763,0.7794117647058824
17,0.8559670781893004,0.9247311827956989,0.782608695652174
18,0.859504132231405,0.920863309352518,0.7718446601941747
19,0.8538622129436325,0.9120879120879121,0.7961165048543689
20,0.8529411764705882,0.9127272727272727,0.7860696517412935
21,0.8556485355648535,0.9127272727272727,0.8029556650246306
22,0.8491735537190083,0.9097472924187726,0.7729468599033816
23,0.8532494758909853,0.9194139194139194,0.7745098039215687
