,all,coincident,noncoincident
0,0.8637692392339232,0.9233333333333333,0.7954346876365226
1,0.8673653011538055,0.9261744966442953,0.7917007768014699
2,0.8702056791944432,0.9261744966442953,0.7970909090909091
3,0.8631563706563707,0.9292929292929293,0.7979307030350293
4,0.8677731854740907,0.9256756756756757,0.7970427163198247
5,0.8622530481056997,0.9225589225589226,0.8016841724013039
6,0.8608562362564555,0.9261744966442953,0.796038250137186
7,0.8711446360153257,0.9264214046822743,0.7912068240201212
8,0.8696405120286321,0.9261744966442953,0.7757579012378829
9,0.8635299579708728,0.9095852387777853,0.7801529099703541
10,0.8654336109750123,0.9098173515981735,0.7883182740180712
11,0.8566498051649442,0.9098173515981735,0.7846182938030147
12,0.8528160873579598,0.9164604810996564,0.7911106308642643
