,all,coincident,noncoincident
0,0.8791679940533078,0.9503105590062112,0.7927289854170925
1,0.879168932090334,0.9490445859872612,0.80625
2,0.8761669222271685,0.9556962025316456,0.7914351851851852
3,0.8684486895717429,0.9565217391304348,0.7834606502042991
4,0.8684477533491016,0.9573170731707317,0.7862428262515854
5,0.8684486895717429,0.9691358024691358,0.8038947453126257
6,0.8723196170218409,0.9693251533742331,0.7883801773154759
7,0.8693381749874328,0.9754601226993865,0.7900114810562572
8,0.8714448008553862,0.9748427672955975,0.774075328487438
9,0.8714391342340525,0.9746835443037974,0.7704363219827137
10,0.8727435740187713,0.975,0.7785419179347686
11,0.8687951743197279,0.9658994032395567,0.7838480380385189
12,0.8682653111745582,0.9583523331813345,0.7701935443395338
13,0.861485650157609,0.9707868963188112,0.7758911454804907
14,0.8585625098782994,0.9710844710844712,0.7744444444444445
15,0.856133573416271,0.9602480620155038,0.8047842691990091
16,0.8484617240951989,0.9622641509433962,0.8016799943883277
