index,time_start,time_peak,time_end,nar,xray_class,COINCIDENCE,USFLUX,MEANGAM,MEANGBT,MEANGBZ,MEANGBH,MEANJZD,TOTUSJZ,MEANJZH,TOTUSJH,ABSNJZH,SAVNCPP,MEANPOT,TOTPOT,MEANSHR,SHRGT45,R_VALUE,AREA_ACR,g_s,slf,d_l_f,ARs
0,2018-01-20 17:42:00,2018-01-20 17:52:00.0,2018-01-20 17:58:00.0,12696,N,False,1.6992e+21,30.024,128.7,127.33,49.478,-0.47502,2666300000000.0,0.0070361,112.44,20.405,1461900000000.0,1865.2,7.1833e+21,25.264,8.2759,2.6763,106.97,0.0,0.0,0.0,12696
1,2018-08-23 20:23:00,2018-08-23 20:38:00.0,2018-08-23 20:46:00.0,12719,N,False,2.2889e+21,51.333,140.17,140.34,83.226,0.85021,5859700000000.0,-0.0061728,267.37,24.864,1841900000000.0,4609.0,2.4655e+22,37.335,29.717,3.5966,192.15,724.8,19.136,96.864,12719
2,2020-01-31 14:47:00,2020-01-31 15:03:00.0,2020-01-31 15:23:00.0,12757,N,False,5.3818e+21,31.606,87.32,87.698,36.757,-0.0093554,5177400000000.0,-0.0022699,247.79,19.569,1253400000000.0,2951.3,3.3789e+22,24.922,10.045,3.3642,119.94,0.0,0.0,0.0,12757
3,2018-08-16 09:12:00,2018-08-16 09:18:00.0,2018-08-16 09:23:00.0,12718,N,False,2.555e+21,40.751,110.24,109.53,56.148,0.32814,3555100000000.0,0.015023,199.41,56.458,2323800000000.0,5208.3,2.5994e+22,32.543,23.044,3.237,91.27,0.0,0.0,0.0,12718
4,2010-05-03 09:48:00,not applicable,not applicable,11065,N,False,6.5724e+20,27.542,128.41,128.33,45.003,0.12974,990820000000.0,-0.00075855,43.352,0.82151,75116000000.0,1803.4,2.5938e+21,23.176,2.2161,0.0,44.941,0.0,0.0,0.0,11065
5,2010-05-06 15:48:00,not applicable,not applicable,11070,N,False,3.5829e+20,31.598,178.51,170.12,82.304,-0.21715,701140000000.0,-0.014201,35.107,7.7109,377600000000.0,2369.0,1.7084e+21,23.578,4.4199,0.0,32.707,0.0,0.0,0.0,11070
6,2010-05-08 21:48:00,not applicable,not applicable,11071,N,False,5.4992e+20,27.137,138.41,138.09,48.346,-0.30875,707180000000.0,-0.004124,36.433,3.2333,129670000000.0,1943.2,2.0233e+21,21.77,1.7857,1.678,26.736,0.0,0.0,0.0,11071
7,2010-06-03 06:00:00,not applicable,not applicable,11073,N,False,8.3913e+20,30.483,135.0,136.18,53.572,-0.07634,1557700000000.0,-0.0012571,65.134,1.8529,60882000000.0,1587.4,3.1074e+21,22.88,5.4274,0.0,110.05,0.0,0.0,0.0,11073
8,2010-05-30 18:00:00,not applicable,not applicable,11074,N,False,,,,,,,,,,,,,,,,,,,,,
9,2010-06-18 12:48:00,not applicable,not applicable,11083,N,False,3.6854e+20,34.698,130.94,130.2,58.685,1.5842,896820000000.0,-0.007332,33.418,5.477,642790000000.0,1566.4,1.5539e+21,26.866,10.308,2.2317,43.999,0.0,0.0,0.0,11083
