,FLARE_TYPE,COINCIDENCE,MEANJZH_1,MEANJZH_2,MEANJZH_3,MEANJZH_4,MEANJZH_5,MEANJZH_6,MEANJZH_7,MEANJZH_8,MEANJZH_9,MEANJZH_10,MEANJZH_11,MEANJZH_12,MEANJZH_13,MEANJZH_14,MEANJZH_15,MEANJZH_16,MEANJZH_17,MEANJZH_18,MEANJZH_19,MEANJZH_20,MEANJZH_21,MEANJZH_22,MEANJZH_23,MEANJZH_24,MEANJZH_25,MEANJZH_26,MEANJZH_27,MEANJZH_28,MEANJZH_29,MEANJZH_30,MEANJZH_31,MEANJZH_32,MEANJZH_33,MEANJZH_34,MEANJZH_35,MEANJZH_36,MEANJZH_37,MEANJZH_38,MEANJZH_39,MEANJZH_40,MEANJZH_41,MEANJZH_42,MEANJZH_43,MEANJZH_44,MEANJZH_45,MEANJZH_46,MEANJZH_47,MEANJZH_48,MEANJZH_49,MEANJZH_50,MEANJZH_51,MEANJZH_52,MEANJZH_53,MEANJZH_54,MEANJZH_55,MEANJZH_56,MEANJZH_57,MEANJZH_58,MEANJZH_59,MEANJZH_60
1087,B,True,0.007005,0.0083639,0.0070747,0.0066233,0.011151,0.0069166,0.010538,0.009903,0.006262,0.0067398,0.0065964,0.0061385,0.0095964,0.006351,0.0062956,0.0068144,0.0082663,0.008799,0.0062808,0.012809,0.0085927,0.0076437,0.0073993,0.0063766,0.0063162,0.0062678,0.0053549,0.0064542,0.0078402,0.011121,0.010149,0.0069584,0.009001,0.0075476,0.011639,0.010601,0.0090888,0.013149,0.010687,0.0095486,0.01041,0.011549,0.013217,0.01616,0.016618,0.016739,0.015933,0.015464,0.016388,0.015864,0.017875,0.018159,0.016922,0.016503,0.018452,0.016682,0.02114,0.017576,0.01811,0.021597
1088,B,False,-0.0051708,-0.0058589,-0.0057957,-0.005348,-0.0050711,-0.0049829,-0.0052443,-0.0046054,-0.0042045,-0.0041669,-0.0036129,-0.0038557,-0.0032433,-0.0037464,-0.0036132,-0.0028703,-0.002091,-0.0022032,-0.0022329,-0.0023763,-0.0024933,-0.0021448,-0.0028071,-0.0033442,-0.0026169,-0.0025568,-0.0027316,-0.0024201,-0.0026959,-0.002799,-0.0027955,-0.0026711,-0.002753,-0.0025536,-0.002338,-0.0022051,-0.0023138,-0.0021367,-0.00223,-0.0025245,-0.0026026,-0.002877,-0.0026154,-0.0026962,-0.0029771,-0.0030107,-0.0030022,-0.0029961,-0.0031567,-0.0030308,-0.0030535,-0.0029793,-0.0035397,-0.0036263,-0.0036511,-0.0038756,-0.0041143,-0.0040037,-0.0039497,-0.0039575
1089,B,False,0.003063,0.0030484,0.0020641,0.003578,0.0039137,0.0038408,0.0047073,0.0051995,0.0063573,0.0071355,0.0056777,0.0053575,0.0052613,0.0042868,0.0056333,0.005527,0.0047616,0.0051784,0.0053178,0.0054137,0.0063101,0.0060015,0.0059608,0.0051659,0.00476,0.0047108,0.0048433,0.0048497,0.0051394,0.0065103,0.0047973,0.0056863,0.0051344,0.0049114,0.0057213,0.0068178,0.0076043,0.0071062,0.0072203,0.0080683,0.007798,0.0069586,0.0080494,0.0078418,0.0062018,0.0068069,0.0067759,0.0056916,0.0062284,0.0048194,0.0052756,0.0057597,0.0056279,0.0060603,0.0064563,0.0066169,0.0066294,0.0056911,0.0068397,0.0069473
1090,B,False,-0.0047684,-0.00029215,-0.0026963,-0.004678,-0.0038224,-0.0047586,-0.006583,-0.0073416,-0.0041646,-0.0073451,-0.0053774,-0.0059281,-0.002407,-0.0031548,-0.0034725,-0.0028821,-0.0040191,-0.003648,-0.00295,-0.00023862,0.0010135,6.9876e-05,-0.0034295,-0.0037251,-0.0028756,-0.0035974,-0.0024186,-0.0048586,-0.0020329,-0.00059125,-0.0013582,-0.0023942,-0.00045706,0.0013885,0.0026387,0.0015046,0.0039557,0.0021851,0.0034876,0.0049637,0.0039259,0.0018552,0.00087229,-0.00054607,-0.0010795,0.00019262,0.00036171,0.00031136,-0.0013181,-0.00018213,0.00040014,-5.3256e-05,5.6914e-05,0.00031618,0.000652,0.0034506,0.0025366,0.0028007,0.0035677,0.0043382
1091,B,True,0.010362,0.010138,0.0096582,0.01016,0.011674,0.0097343,0.011422,0.010542,0.01065,0.01134,0.012128,0.012654,0.013321,0.012944,0.012934,0.013308,0.012495,0.010745,0.010624,0.010015,0.01072,0.010255,0.0098305,0.010162,0.011346,0.011062,0.010836,0.011866,0.011721,0.012656,0.012629,0.011157,0.01129,0.011898,0.011409,0.011957,0.01204,0.012049,0.011575,0.011503,0.010853,0.010259,0.0098262,0.0098575,0.0093813,0.0099377,0.0096548,0.0097638,0.0091646,0.0084192,0.0091028,0.010047,0.010139,0.0096964,0.0099765,0.0097139,0.0095741,0.010243,0.0093721,0.0093517
1092,B,True,0.0026693,0.00024438,0.00083395,-0.0025605,0.00033103,0.00068123,-0.00011485,-0.00063253,0.0024146,-0.0024246,-0.00089794,0.0028442,-0.00081285,-0.0024693,0.0051347,0.0037542,-0.0033518,0.0028236,0.0018154,0.0009669,-0.0031855,-0.0024369,-0.0021234,-0.0018082,-0.0020394,-0.0028333,-0.0023043,-0.0024344,-0.0018633,-0.0020646,-0.0023392,-0.001554,-0.0021991,-0.0019959,-0.0022993,-0.0023942,-0.0027463,-0.0018432,-0.0017232,-0.0018133,-0.0022218,-0.00063945,-0.0031806,-0.0027019,-0.002747,-0.0032442,-0.0025379,-0.0034723,-0.0023035,-0.0026277,-0.0029694,-0.0035386,-0.0032633,-0.0033962,-0.0032286,-0.0032072,-0.0033853,-0.0033175,-0.0033892,-0.0027242
1093,B,True,-0.00053614,-0.00044835,-0.00047533,-0.00075446,-0.0011562,-0.0011192,-0.0014365,-0.00058144,-0.00033408,-0.00013867,7.3913e-05,-0.00050826,0.00016801,0.00033249,0.00030595,0.00017261,0.0011938,0.00096172,0.00077048,0.001388,0.0018721,0.0019125,0.0018763,0.0015233,0.0023862,0.0023163,0.0025803,0.0022829,0.0020182,0.0019526,0.0025251,0.0023981,0.0019872,0.002694,0.0020107,0.0011583,0.0018549,0.0006411,0.00070064,0.00093157,0.0009313,0.00063953,0.00028986,-0.00016089,-0.00081361,0.00049822,0.00070333,0.00040093,0.00063043,-0.00030856,-0.0013697,-0.0013411,-0.0016396,-0.001702,-0.0012597,-0.0012906,-0.0019091,-0.001724,-0.0014546,-0.00074401
1094,B,True,0.0012077,0.00066326,0.00088716,0.001328,0.0010631,0.0023565,0.0021631,0.0025576,0.0029342,0.0025932,0.0035963,0.0026874,0.0027334,0.0031228,0.00233,0.0022611,0.0027573,0.0025216,0.0027585,0.002405,0.0022865,0.0022923,0.0018368,0.0016697,0.0020254,0.002415,0.0026561,0.003629,0.0035259,0.0030108,0.0027632,0.0030648,0.002353,0.0028553,0.0026889,0.0024369,0.0029495,0.0029995,0.0031637,0.0030765,0.0024813,0.0019271,0.0013979,0.001959,0.0020153,0.0020425,0.0021434,0.0014152,0.00124,0.0010529,0.0017698,0.00093521,0.001216,0.00067048,0.00028155,0.00065753,0.00019252,0.00053818,0.0011982,0.0020443
1095,B,False,0.0012003,-4.8332e-05,0.0002077,0.00029927,-0.00026442,0.00090026,0.001338,-2.2475e-05,-0.0023201,-0.00041596,-0.0015519,-0.00046543,-0.0019863,-0.0033641,-0.0010442,-0.00081178,-0.0036185,-0.0037927,-0.0034281,-0.0027663,-0.001749,-0.0038591,-0.0036305,-0.00037909,-0.0018106,-0.00183,-0.001891,-0.0020397,-0.0019192,-0.0014662,-0.0024242,-0.002493,-0.0012896,-0.0035203,-0.002244,-0.0030005,-0.0026903,-0.0028413,-0.002573,-0.0013801,0.00038987,-0.0029717,-0.001381,-0.0015284,-0.0006317,-0.00054386,-0.0019082,-0.00040638,0.00063991,-0.00039634,-0.00061158,-0.00027797,-0.0016843,-0.00061019,0.00023037,-0.0004474,0.0006416,-0.0020632,-0.001123,-0.00087812
1096,B,False,-0.0021058,-0.0031863,-0.0018242,-0.002961,-0.0035317,-0.0016488,0.0011024,-0.0023571,-0.0027778,-0.0015328,-0.0034897,-0.0019238,-0.00092115,-0.0011358,-0.0012028,-0.00047078,-0.00044185,-0.00016734,0.00032143,0.00079541,0.00089191,-0.00098209,-0.0022117,0.0018122,-0.0017237,0.0014806,0.0013487,-0.001554,0.0020577,0.0014849,-0.0011021,0.00014291,0.0014942,0.0016089,0.0013236,0.0017517,0.00084832,0.0014909,0.0019537,0.0013653,0.00098972,0.0014768,0.0015165,0.00012345,0.0012755,0.0013588,0.0016658,0.0020208,0.0015098,0.0014233,0.0010815,0.00071959,0.0014227,0.0016346,0.0014184,0.0014888,0.0019372,0.0015802,0.0017662,0.001578
1097,B,False,0.0042308,0.0034662,0.0050872,0.0024478,0.0043967,0.0047908,0.0049782,0.0031883,0.0047034,0.0044213,0.0046647,0.005411,0.0015048,0.0036028,0.0025751,0.003433,0.0036598,0.0050634,0.0050259,0.0013907,0.00047374,0.0025449,0.002787,0.00055953,-5.3655e-07,9.7676e-05,-0.00057092,0.00027218,-0.00065723,0.001117,0.0017086,0.0029471,0.0032997,0.0046488,0.0053196,0.0054217,0.0066129,0.0071032,0.0072507,0.0093884,0.011113,0.0099116,0.0099121,0.01023,0.010956,0.012029,0.011483,0.010203,0.010134,0.011378,0.0096593,0.0091335,0.0085937,0.0085271,0.0085267,0.0095369,0.0092206,0.0090884,0.0084152,0.0079876
1098,B,False,-0.017532,-0.017894,-0.014962,-0.013358,-0.013558,-0.013645,-0.013189,-0.01353,-0.014448,-0.013433,-0.012232,-0.012924,-0.012648,-0.012203,-0.013823,-0.0142,-0.014364,-0.013067,-0.012419,-0.010564,-0.010566,-0.0090582,-0.0097807,-0.0093453,-0.010415,-0.009423,-0.0097906,-0.0095893,-0.010479,-0.0088975,-0.0099401,-0.01029,-0.0098247,-0.0099457,-0.010699,-0.012582,-0.013185,-0.013974,-0.013574,-0.013341,-0.013686,-0.013416,-0.012782,-0.014485,-0.014473,-0.015023,-0.015499,-0.015746,-0.015272,-0.015724,-0.01632,-0.016673,-0.015893,-0.016302,-0.016244,-0.016948,-0.016085,-0.016848,-0.017139,-0.016446
1099,B,True,0.0034255,0.0032369,0.0029203,0.002101,0.0033522,0.0022818,0.0034028,0.0032231,0.0030616,0.0024891,0.0029195,0.0029474,0.0034128,0.0033083,0.0035231,0.0032359,0.0030535,0.0029799,0.0028771,0.0028319,0.0028264,0.0032938,0.0029823,0.0030451,0.002989,0.0028922,0.0031355,0.0029892,0.0030973,0.0032496,0.0033984,0.0036003,0.0035339,0.0036762,0.0035182,0.0036751,0.0037119,0.0037335,0.0035142,0.0035194,0.003829,0.003636,0.0038011,0.0035183,0.0032677,0.003369,0.0032244,0.00326,0.0031143,0.0031729,0.0032193,0.0031342,0.0032109,0.0033289,0.0032602,0.0032767,0.0032563,0.0036253,0.0037718,0.0036745
1100,B,False,-0.0023604,-0.0043529,-0.0043742,-0.004454,-0.0055837,-0.0061842,-0.006837,-0.0059683,-0.0053816,-0.0056488,-0.0044995,-0.0040958,-0.0048629,-0.0039667,-0.0046625,-0.0043069,-0.0042767,-0.0043336,-0.0042478,-0.0038652,-0.0039504,-0.0030967,-0.003885,-0.0032059,-0.0027055,-0.0027479,-0.0026918,-0.0025758,-0.002809,-0.0025174,-0.0020111,-0.0031521,-0.0037898,-0.0035688,-0.0029215,-0.0031544,-0.0039561,-0.002868,-0.002413,-0.0025975,-0.001551,-0.0018627,-0.0012672,-0.0016998,-0.0018117,-0.0020768,-0.0024016,-0.0026621,-0.0018607,-0.0014507,-0.0018846,-0.0017891,-0.0012641,-0.00085186,-0.0024725,-0.0024952,-0.0029795,-0.0032067,-0.0035072,-0.0046299
1101,B,False,0.00047051,0.00062726,0.00052043,0.0023717,0.00059164,0.0008457,-0.0016938,-0.00046937,-0.00021328,-0.0008705,-0.00052408,0.0009605,-0.00046247,0.00067747,0.00010335,-0.00046056,-0.00040059,-0.00027513,-0.00067014,-0.00066513,-0.0014284,-0.0013094,0.00024853,0.00036325,0.0014552,0.00040887,-0.00029955,0.00050169,0.00082758,0.0011566,0.001565,0.0014969,0.0024391,0.00075484,0.00038386,3.5097e-05,3.6184e-05,-0.00040757,0.0010103,0.00077901,0.00031996,0.00026326,0.00067968,0.0012952,0.0021629,0.0013015,0.00036473,0.00012886,-6.5124e-05,-0.00067555,0.00046411,-5.7655e-05,-0.0011057,-0.0010234,-0.00034751,8.1208e-05,-0.00077617,-0.00097133,-0.0014469,-0.0011415
1102,B,False,-0.0063578,-0.0063237,-0.010325,-0.011475,-0.014097,-0.0080304,-0.0087521,-0.0094177,-0.010607,-0.009291,-0.0090356,-0.010954,-0.010347,-0.011988,-0.011151,-0.012415,-0.010612,-0.0082592,-0.0074688,-0.0067337,-0.0064187,-0.0061279,-0.0072252,-0.0061517,-0.0060918,-0.0057193,-0.0071872,-0.0053737,-0.0061445,-0.0062306,-0.0051165,-0.0066976,-0.0060479,-0.0061998,-0.007675,-0.008841,-0.0078568,-0.0080037,-0.010471,-0.0094062,-0.0094257,-0.008707,-0.0097169,-0.0083067,-0.0088079,-0.0081239,-0.0086941,-0.011397,-0.0094208,-0.010798,-0.010011,-0.0087012,-0.0088395,-0.0079798,-0.0072523,-0.007996,-0.0076012,-0.0082462,-0.0074907,-0.0056709
1103,B,True,-0.004283,-0.0056014,-0.0067043,-0.0069864,-0.007186,-0.0080429,-0.0091547,-0.008438,-0.0088451,-0.0084832,-0.0093108,-0.010286,-0.010426,-0.0095645,-0.010036,-0.01014,-0.010185,-0.010471,-0.010608,-0.011004,-0.011345,-0.011141,-0.010847,-0.010207,-0.0097163,-0.0098362,-0.0094587,-0.0093268,-0.0097293,-0.010254,-0.0097851,-0.010057,-0.011481,-0.011342,-0.011128,-0.012978,-0.012618,-0.012304,-0.010959,-0.011234,-0.012386,-0.012478,-0.010421,-0.011599,-0.012015,-0.011695,-0.010945,-0.010921,-0.010922,-0.010581,-0.010596,-0.010003,-0.010736,-0.011136,-0.011299,-0.010711,-0.010321,-0.01095,-0.011227,-0.011523
1104,B,False,-0.010169,-0.0086013,-0.0088563,-0.0094969,-0.0091876,-0.0099611,-0.010532,-0.010721,-0.01112,-0.010929,-0.010184,-0.0090085,-0.0088816,-0.009956,-0.010577,-0.011031,-0.012019,-0.012585,-0.012827,-0.01258,-0.014418,-0.014632,-0.014474,-0.014783,-0.016633,-0.017313,-0.017933,-0.018423,-0.019082,-0.019218,-0.020665,-0.021406,-0.020661,-0.022763,-0.02057,-0.020244,-0.018154,-0.018012,-0.016128,-0.013995,-0.013613,-0.013473,-0.011659,-0.01181,-0.012223,-0.012636,-0.013651,-0.012466,-0.012467,-0.011804,-0.011483,-0.01175,-0.011285,-0.010882,-0.011228,-0.011118,-0.010246,-0.010706,-0.010908,-0.011677
1105,B,False,0.0060331,0.0054851,0.0054308,0.005811,0.0056389,0.0052905,0.0049451,0.0049327,0.0044762,0.0047786,0.0046811,0.0047261,0.0046711,0.0047007,0.0040177,0.0036596,0.0037375,0.0039551,0.0036007,0.0036547,0.0037108,0.0034822,0.0037803,0.0040475,0.0043805,0.0044413,0.0050608,0.0046932,0.0049805,0.00487,0.0049811,0.0056024,0.0054188,0.0055281,0.0049548,0.0053592,0.0050026,0.0048208,0.0047909,0.0049145,0.0053726,0.0055304,0.0054394,0.0050597,0.0053623,0.0049206,0.005426,0.0053208,0.0051655,0.0054775,0.0051194,0.0058074,0.0051434,0.0051679,0.0052884,0.005125,0.0052568,0.0052856,0.0050088,0.0045669
1106,B,False,0.0066087,0.007101,0.0069499,0.0068873,0.0063536,0.0059264,0.0059316,0.0059173,0.0053167,0.0056026,0.0057685,0.0060885,0.0061778,0.006205,0.0058618,0.0056617,0.0056921,0.005915,0.0059408,0.0057561,0.0050024,0.0057863,0.0059657,0.0057352,0.0058931,0.005696,0.0056993,0.0052529,0.0054751,0.0053176,0.0052348,0.0056876,0.0053314,0.0054213,0.0061192,0.0062193,0.0061805,0.0063732,0.0062331,0.0067365,0.0064497,0.0068544,0.0070079,0.0069475,0.0073526,0.0076722,0.00707,0.0068263,0.0067415,0.007454,0.0070968,0.0070014,0.0070099,0.0064246,0.0068882,0.0062998,0.0069415,0.0065444,0.006668,0.0065475
1107,B,False,-0.00091254,-0.0007327,0.0059249,0.00066826,-0.00039042,0.00018444,-0.00023931,-0.00030266,0.0017361,0.00063727,0.00091582,0.00039144,0.00036761,0.00019439,0.00012598,-0.00071349,0.0047503,-0.00027858,-0.00086092,0.00028732,0.00060757,0.00052873,0.0014802,0.0027885,0.0020956,0.0024306,0.00094347,0.00089402,0.00037318,-0.00042776,-0.00012167,7.3058e-05,0.00051909,0.0002221,-0.00022753,-5.3514e-05,0.00012795,-0.00065932,-0.00056125,-0.00032651,-0.00036763,-0.00062384,-0.00076243,0.00049712,-0.0010572,-0.00061051,-0.00053395,-0.0010342,-0.00037839,-0.00046742,-0.0011635,-0.00074777,-0.0007591,-0.00056314,-0.00083607,0.00030613,-0.0014072,9.695e-05,7.2556e-05,-0.00042158
1108,B,True,-0.0027854,-0.0030032,-0.0030796,-0.002828,-0.0030839,-0.0028659,-0.0026407,-0.0028024,-0.002393,-0.002387,-0.0027998,-0.0028641,-0.0023937,-0.002845,-0.0023397,-0.0027305,-0.0027342,-0.003198,-0.0031337,-0.0029545,-0.0031015,-0.0024687,-0.0025371,-0.0030199,-0.0026827,-0.0021051,-0.0014779,-0.0019112,-0.0019398,-0.0017801,-0.0014453,-0.0016489,-0.0015681,-0.0010252,-0.0010821,-0.0011293,-0.0016267,-0.0013257,-0.0015073,-0.0014242,-0.0015394,-0.0018847,-0.0022701,-0.0020502,-0.0019103,-0.0019088,-0.0014722,-0.001418,-0.0023664,-0.0019237,-0.0016291,-0.0021184,-0.0017695,-0.0020406,-0.0021774,-0.0020796,-0.0019354,-0.0018983,-0.0017888,-0.0018144
1109,B,False,0.0033631,0.002532,0.0030037,0.0027148,0.0030163,0.0023286,0.002876,0.002499,0.0021372,0.0025639,0.0029077,0.003334,0.0040181,0.0033291,0.0032729,0.0029061,0.0031309,0.0027455,0.0032692,0.0029453,0.0030452,0.0027191,0.0032078,0.0033554,0.0039468,0.0046716,0.0040445,0.0047298,0.0047435,0.0044122,0.0041875,0.0046588,0.0053714,0.0061759,0.0062275,0.0058762,0.0072092,0.0070222,0.006478,0.0070722,0.0061926,0.0065336,0.0061762,0.0056356,0.0045463,0.004668,0.0041009,0.0041791,0.0032995,0.0032126,0.0028885,0.0034321,0.0038268,0.0035512,0.0033089,0.0030739,0.0029797,0.0035423,0.003274,0.0030757
1110,B,False,-0.0034295,-0.0037251,-0.0028756,-0.0035974,-0.0024186,-0.0048586,-0.0020329,-0.00059125,-0.0013582,-0.0023942,-0.00045706,0.0013885,0.0026387,0.0015046,0.0039557,0.0021851,0.0034876,0.0049637,0.0039259,0.0018552,0.00087229,-0.00054607,-0.0010795,0.00019262,0.00036171,0.00031136,-0.0013181,-0.00018213,0.00040014,-5.3256e-05,5.6914e-05,0.00031618,0.000652,0.0034506,0.0025366,0.0028007,0.0035677,0.0043382,0.0036397,0.0051219,0.0053816,0.0074255,0.011306,0.010664,0.0080004,0.0070238,0.006704,0.0065063,0.0060749,0.0052131,0.0054996,0.0055365,0.0074891,0.0070731,0.008864,0.0055884,0.0076099,0.0085319,0.0076094,0.0067502
1111,B,False,-0.0081797,-0.0074962,-0.0071376,-0.0071298,-0.0079581,-0.0071664,-0.0081615,-0.008097,-0.0067423,-0.0092812,-0.0092422,-0.009316,-0.0095451,-0.0089715,-0.0082709,-0.0081447,-0.0079116,-0.0072116,-0.0087181,-0.0084363,-0.0089921,-0.0069817,-0.0059493,-0.0054444,-0.007337,-0.0056238,-0.0046434,-0.0040252,-0.0042572,-0.0047987,-0.0049969,-0.0051215,-0.0057603,-0.0058572,-0.0060934,-0.0073391,-0.0090391,-0.0088781,-0.0082749,-0.0073058,-0.0058502,-0.006195,-0.0060743,-0.0072807,-0.006054,-0.0052508,-0.0043103,-0.0036585,-0.0047993,-0.0048019,-0.0038447,-0.0034638,-0.0046772,-0.004248,-0.0040726,-0.0045788,-0.0052761,-0.0053912,-0.0039474,-0.0043165
1112,B,False,0.001889,0.0024154,0.0016218,0.002781,0.0021856,0.00084825,-0.00015418,0.00097359,-0.00063228,-0.00028987,0.00080607,0.00093745,0.00081091,0.0011514,0.00035044,0.0019079,0.00068464,0.00041708,0.00022706,0.0017256,0.00042041,0.0030002,0.0031508,0.0035335,0.0021076,0.0010553,0.0015896,0.0024321,0.0010652,0.00078485,0.001693,0.0021326,0.00095726,0.0017114,0.0024968,0.003066,0.0026337,0.0030761,0.0034878,0.0023881,0.0023832,0.0032103,0.0037708,0.0031621,0.0023154,0.0017989,0.0027827,0.0025165,0.001839,0.0016714,0.0028185,0.0029712,0.0025242,0.0025934,0.0025097,0.0022371,0.0033537,0.0038788,0.0024092,0.0028848
1113,B,False,0.0070016,0.0070582,0.0057405,0.0060268,0.0079204,0.0081924,0.006878,0.006991,0.0070883,0.0076909,0.007732,0.0083178,0.0091428,0.0083129,0.0071845,0.0089896,0.0098138,0.0089964,0.0075515,0.006809,0.0065043,0.0064933,0.0061059,0.0062297,0.0040238,0.0039958,0.00468,0.0040646,0.0035924,0.0042932,0.0042018,0.0035563,0.0026862,0.0035648,0.0031006,0.003295,0.0039526,0.0038516,0.0046615,0.004535,0.0054294,0.0049066,0.0047748,0.0047946,0.0064248,0.0062141,0.0059742,0.0052365,0.0050619,0.0051777,0.0044217,0.005061,0.0048845,0.0054727,0.0056656,0.0054802,0.0051645,0.0056336,0.0052343,0.0060414
1114,B,False,-0.012091,-0.01253,-0.012853,-0.013045,-0.013362,-0.012598,-0.013149,-0.012626,-0.012122,-0.011758,-0.010571,-0.010643,-0.011344,-0.010456,-0.010326,-0.0098059,-0.0096298,-0.0096088,-0.0088661,-0.0090305,-0.009672,-0.0085415,-0.0094122,-0.0097092,-0.0096976,-0.0097798,-0.0090722,-0.010023,-0.0094874,-0.0094667,-0.010138,-0.0096988,-0.0097498,-0.00971,-0.0096947,-0.0095112,-0.0098032,-0.010148,-0.0057394,-0.0095289,-0.010073,-0.010372,-0.0098172,-0.010681,-0.010084,-0.010646,-0.011295,-0.010871,-0.010899,-0.010689,-0.011658,-0.011282,-0.011775,-0.011609,-0.011307,-0.011812,-0.012417,-0.011289,-0.011301,-0.011295
1115,B,False,-0.0070437,-0.0071875,-0.0074107,-0.0067978,-0.0072166,-0.0075952,-0.0071182,-0.0071612,-0.0074711,-0.006984,-0.0070505,-0.0067414,-0.007375,-0.0070454,-0.006724,-0.0059207,-0.0065737,-0.0065084,-0.0070133,-0.0067257,-0.0068134,-0.0070798,-0.0068649,-0.0071373,-0.0069991,-0.0066336,-0.0068914,-0.0066546,-0.0063917,-0.0068244,-0.0069094,-0.0072534,-0.0073426,-0.0074786,-0.0076155,-0.0079498,-0.0083606,-0.0082619,-0.0082357,-0.0081923,-0.0086493,-0.0079499,-0.0081038,-0.008092,-0.0078724,-0.0079679,-0.008259,-0.0079881,-0.0076489,-0.0073138,-0.0072913,-0.0074121,-0.0075038,-0.0066419,-0.0069288,-0.0069447,-0.0071766,-0.006729,-0.0066345,-0.0062756
1116,B,False,-0.0022395,-0.002199,-0.0025895,-0.0023304,-0.0018505,-0.0018605,-0.0025423,-0.0023257,-0.0023874,-0.0022354,-0.0020886,-0.0022153,-0.0024112,-0.0020211,-0.0023762,-0.0025506,-0.0033554,-0.0031849,-0.0029638,-0.0026333,-0.0027815,-0.0033296,-0.0038254,-0.0046636,-0.0052168,-0.004291,-0.0040486,-0.0050414,-0.0054442,-0.0050228,-0.0044426,-0.0042805,-0.0041671,-0.0038077,-0.0036888,-0.0041929,-0.0042128,-0.0039072,-0.0041556,-0.0041021,-0.0035627,-0.0040675,-0.0038274,-0.0034178,-0.0036763,-0.0038614,-0.0039058,-0.0031969,-0.0031974,-0.0035814,-0.0029463,-0.0026024,-0.0029889,-0.0036473,-0.0032313,-0.0033592,-0.0040004,-0.0032462,-0.0034429,-0.0025749
1117,B,False,-0.0089297,-0.010663,-0.0082066,-0.010144,-0.0088819,-0.0079083,-0.0057277,-0.0059674,-0.0038853,-0.005673,-0.0077431,-0.0045576,-0.0053897,-0.0054643,-0.0054336,-0.0017905,-0.0013835,-0.0036221,-0.0020451,-0.00093467,-0.0013961,0.00040861,-2.5971e-05,-0.00053229,-0.00037638,0.00085768,-0.00020912,0.00072794,0.00063953,-0.00096563,-0.0011695,-0.0019343,-0.0034157,-0.0032777,-0.0047684,-0.0031733,-0.0038312,-0.0046821,-0.0044404,-0.0023429,-0.0032523,-0.0063187,-0.0023984,-0.0034912,-0.00067445,-0.0025834,-0.0034945,-0.0055599,-0.0039022,-0.0029115,-0.003079,-0.0026621,-0.00025026,-0.0019416,-0.0038136,-0.00026491,-0.00077397,-0.00022634,0.0010004,0.0018403
1118,B,False,0.0073998,0.0075732,0.0079664,0.0093453,0.0085721,0.0089434,0.0099971,0.011892,0.010975,0.010999,0.01101,0.010111,0.0082055,0.007792,0.0064342,0.0068868,0.007196,0.0066345,0.006101,0.0068501,0.0068106,0.0069093,0.0070183,0.0076875,0.0084482,0.0083239,0.0078668,0.0074201,0.0082879,0.0089755,0.0099149,0.010438,0.0097617,0.0097289,0.010754,0.010148,0.011061,0.011425,0.0095951,0.010177,0.010792,0.01084,0.010438,0.0089386,0.0098419,0.009711,0.0095241,0.0094332,0.0096444,0.011722,0.010959,0.011822,0.012597,0.012022,0.012149,0.012937,0.013257,0.014321,0.015136,0.016443
1119,B,False,-0.0030678,-0.0033502,-0.0027879,-0.0027859,-0.0022173,-0.0024501,-0.0020219,-0.0027101,-0.0027007,-0.0031872,-0.0025362,-0.0024524,-0.0019536,-0.0020171,-0.0017638,-0.0022261,-0.0019229,-0.0012809,-0.0012399,-0.0016679,-0.0011194,-0.0014218,-0.001779,-0.0014899,-0.00098086,-0.00096611,-0.00093669,-0.0011716,-0.00091848,-0.0012597,-0.00054354,-0.0011623,-0.00097339,-0.0013901,-0.0011903,-0.0015638,-0.001698,-0.0017806,-0.0019559,-0.0021016,-0.0024346,-0.0023349,-0.001918,-0.0021662,-0.0020534,-0.0027692,-0.0024846,-0.002053,-0.0020804,-0.0025133,-0.0026039,-0.0027778,-0.0028633,-0.0030869,-0.0033083,-0.0034524,-0.003729,-0.0040767,-0.0041291,-0.0038813
1120,B,False,0.0016315,0.0011318,0.0010796,0.001297,0.0013084,0.001167,0.0015723,0.001468,0.0014135,0.0018715,0.0016236,0.0023511,0.0019924,0.001751,0.001832,0.0017569,0.0012015,0.00074823,0.0005601,0.00042612,0.00053619,0.00048723,0.00073677,0.0012667,0.00099316,0.001006,0.00021693,0.00094858,0.0011235,0.0014035,0.0017728,0.0016015,0.0015685,0.001295,0.0013952,0.0013565,0.0015227,0.0014128,0.0017442,0.0015492,0.0017443,0.0018302,0.0017128,0.0018338,0.0015875,0.0015869,0.0019495,0.002051,0.0010298,0.00074613,-0.0001163,5.5266e-05,0.00076418,0.00050668,-0.00010085,0.0010635,0.00085717,0.0011644,0.0013948,0.0011174
