,FLARE_TYPE,COINCIDENCE,MEANGBH_1,MEANGBH_2,MEANGBH_3,MEANGBH_4,MEANGBH_5,MEANGBH_6,MEANGBH_7,MEANGBH_8,MEANGBH_9,MEANGBH_10,MEANGBH_11,MEANGBH_12,MEANGBH_13,MEANGBH_14,MEANGBH_15,MEANGBH_16,MEANGBH_17,MEANGBH_18,MEANGBH_19,MEANGBH_20,MEANGBH_21,MEANGBH_22,MEANGBH_23,MEANGBH_24,MEANGBH_25,MEANGBH_26,MEANGBH_27,MEANGBH_28,MEANGBH_29,MEANGBH_30,MEANGBH_31,MEANGBH_32,MEANGBH_33,MEANGBH_34,MEANGBH_35,MEANGBH_36,MEANGBH_37,MEANGBH_38,MEANGBH_39,MEANGBH_40,MEANGBH_41,MEANGBH_42,MEANGBH_43,MEANGBH_44,MEANGBH_45,MEANGBH_46,MEANGBH_47,MEANGBH_48,MEANGBH_49,MEANGBH_50,MEANGBH_51,MEANGBH_52,MEANGBH_53,MEANGBH_54,MEANGBH_55,MEANGBH_56,MEANGBH_57,MEANGBH_58,MEANGBH_59,MEANGBH_60
567,C,False,64.65,63.46,63.385,62.921,61.334,60.51,60.297,60.208,58.858,60.005,59.48,57.732,56.845,57.044,57.464,57.12,57.044,57.207,58.851,57.155,57.451,56.962,57.602,56.461,58.125,57.004,57.167,57.306,56.804,57.983,57.704,58.106,57.997,56.654,55.957,54.652,54.621,53.947,54.59,54.814,54.848,53.97,52.537,54.011,54.513,53.736,53.951,53.721,53.022,52.775,53.091,52.968,52.602,52.164,51.362,50.442,49.712,49.667,50.164,50.134
568,C,False,51.798,51.866,51.822,51.771,51.904,52.04,51.994,52.057,52.025,51.993,52.027,52.074,52.116,51.83,51.756,51.491,51.366,51.441,51.489,51.281,51.29,50.853,51.282,51.461,51.472,51.55,51.4,51.462,51.815,51.895,51.846,51.758,52.038,52.291,52.385,52.28,52.525,52.489,52.607,52.702,52.891,53.142,53.429,53.705,53.667,53.808,53.487,53.898,53.759,53.504,53.588,53.44,53.722,53.889,53.818,53.544,53.699,53.525,53.782,53.442
569,C,False,68.319,68.455,67.745,67.79,66.798,66.884,65.744,67.144,66.034,66.723,66.592,65.687,65.712,65.074,64.041,64.043,64.283,64.995,65.517,66.223,65.846,66.208,65.669,65.634,66.432,66.673,65.131,64.432,63.84,62.894,62.452,61.201,61.552,61.358,60.87,60.155,60.715,60.82,60.893,59.759,59.976,61.088,61.63,61.913,62.22,62.291,62.198,62.38,62.557,62.334,61.282,61.349,60.974,60.099,59.644,59.262,59.418,58.903,58.578,59.355
570,C,False,63.727,63.534,63.665,54.453,64.127,64.232,64.556,64.72,64.731,64.89,65.138,65.246,65.42,65.408,65.462,65.771,65.606,65.784,65.678,65.33,65.046,64.811,64.882,64.329,64.505,64.43,64.011,64.548,64.765,65.052,65.198,65.3,65.536,65.763,66.348,66.038,66.271,66.461,66.888,67.083,67.346,67.559,67.849,67.868,68.334,68.245,68.314,68.727,68.81,68.304,68.272,68.318,67.997,67.678,67.389,67.496,67.659,66.882,66.667,66.494
571,C,False,32.017,31.9,31.943,31.706,31.638,31.378,31.385,31.927,31.564,31.164,31.497,31.692,31.346,32.261,32.328,31.442,31.687,31.843,32.109,32.269,32.098,32.211,32.52,32.031,32.237,31.996,31.98,32.151,32.184,32.174,32.491,32.655,33.899,33.366,32.326,32.898,32.674,32.66,32.365,32.687,32.598,32.57,32.138,31.887,31.753,32.831,32.3,31.139,31.755,30.486,31.478,31.596,31.218,30.925,31.066,30.941,31.589,31.767,31.554,31.438
572,C,False,62.659,63.427,63.288,63.856,64.21,64.943,65.649,64.774,64.752,65.273,65.305,64.547,64.094,64.296,64.185,63.994,63.384,63.592,63.436,63.413,62.255,62.006,62.603,63.157,62.89,63.577,63.207,63.464,64.032,63.407,63.775,63.191,62.731,64.187,64.59,64.042,63.573,64.286,63.851,63.459,62.704,61.952,61.246,60.427,60.218,59.796,58.468,57.633,57.585,57.883,57.9,57.636,58.336,58.653,59.098,59.072,59.437,60.418,61.251,62.139
573,C,False,65.42,65.408,65.462,65.771,65.606,65.784,65.678,65.33,65.046,64.811,64.882,64.329,64.505,64.43,64.011,64.548,64.765,65.052,65.198,65.3,65.536,65.763,66.348,66.038,66.271,66.461,66.888,67.083,67.346,67.559,67.849,67.868,68.334,68.245,68.314,68.727,68.81,68.304,68.272,68.318,67.997,67.678,67.389,67.496,67.659,66.882,66.667,66.494,66.415,66.243,66.111,66.26,66.47,66.372,66.648,66.893,67.013,66.515,66.879,66.565
574,C,False,47.473,47.696,48.222,48.641,48.946,49.102,49.497,49.378,49.439,49.541,49.435,49.563,49.609,49.56,49.587,49.393,49.673,49.713,49.365,49.237,49.312,49.099,48.723,48.793,48.731,48.689,48.534,48.817,48.695,48.596,48.712,48.651,48.981,48.945,48.814,48.692,48.908,48.721,48.592,48.171,48.158,47.977,47.864,47.592,47.189,47.22,46.826,47.038,46.532,46.108,45.417,45.148,45.039,44.927,44.886,44.822,45.004,44.641,44.886,45.25
575,C,False,59.69,59.967,59.705,59.673,59.564,59.182,58.081,57.628,56.759,56.089,55.262,54.959,54.289,54.133,53.748,53.217,52.913,52.529,52.174,52.081,51.924,51.533,51.736,51.911,51.698,51.568,51.683,51.358,51.462,51.505,51.355,50.947,51.676,51.375,51.541,51.685,52.205,52.475,53.284,53.462,53.939,54.464,54.676,55.06,55.33,55.016,54.944,54.337,54.036,53.447,52.818,52.392,51.728,51.294,51.133,50.811,50.496,50.356,50.482,50.648
576,C,False,47.599,46.732,46.9,47.052,47.915,47.419,46.862,47.003,47.164,47.07,47.373,47.237,46.836,46.726,46.51,45.977,46.661,46.185,46.065,46.208,46.215,46.1,46.111,46.124,45.89,45.023,45.52,45.478,45.68,45.259,44.556,44.285,44.037,43.789,43.127,43.197,42.59,42.266,42.481,42.595,42.455,42.565,41.997,41.924,41.997,42.45,42.469,42.258,42.076,42.61,42.617,42.732,42.886,42.765,42.758,42.561,41.816,41.372,40.944,41.164
577,C,False,51.216,51.375,50.927,51.865,52.053,52.74,52.873,53.302,53.585,54.643,55.388,55.73,56.282,57.53,57.42,57.405,57.946,57.719,58.482,57.718,57.463,57.709,56.693,56.764,56.931,55.957,55.604,54.585,53.592,52.492,52.901,52.333,51.43,52.31,51.44,51.654,51.153,51.094,51.162,50.819,51.013,51.441,51.632,51.098,51.61,52.029,52.749,52.283,51.619,51.177,52.009,51.912,52.308,52.26,52.21,52.079,51.194,51.697,51.566,51.41
578,C,False,38.078,37.961,38.746,38.153,37.955,37.832,39.334,37.963,37.816,38.544,38.145,39.136,39.303,40.282,40.213,39.766,39.574,40.3,39.893,39.888,40.146,41.6,41.04,41.387,41.191,41.473,41.099,41.094,43.182,41.434,41.186,41.311,41.058,41.57,41.697,41.821,41.677,41.872,41.068,41.871,41.313,41.315,40.789,41.157,40.967,40.464,40.508,40.772,41.104,41.495,41.608,41.44,41.324,41.652,42.142,42.264,42.456,42.452,42.99,43.061
579,C,False,24.655,25.312,31.517,35.311,31.891,33.308,33.469,34.062,35.567,35.84,35.721,34.622,35.454,33.132,32.266,33.516,34.123,33.047,33.081,33.037,32.726,33.813,34.087,33.157,32.712,33.954,33.869,34.327,32.906,32.641,33.004,32.446,33.1,33.59,33.791,33.381,33.172,32.483,33.745,32.603,32.718,32.275,32.32,32.349,32.615,31.281,31.638,31.38,30.993,30.175,31.012,31.138,30.58,30.84,30.639,30.068,30.7,30.478,31.288,31.509
580,C,False,62.164,61.892,62.214,62.529,62.428,63.151,64.946,63.783,64.336,65.483,66.49,66.932,67.846,68.092,68.149,69.578,69.834,69.214,68.929,68.131,67.778,66.884,66.238,65.75,65.374,64.902,66.042,64.964,65.003,64.418,64.622,65.752,64.915,65.38,64.788,64.772,64.977,64.786,65.357,65.408,66.143,66.363,66.143,66.909,65.793,55.465,66.917,66.144,67.455,67.448,66.105,65.734,65.735,67.308,67.155,66.299,65.494,66.308,67.048,66.851
581,C,False,61.627,62.219,61.931,62.36,63.055,62.638,63.61,63.134,63.981,63.755,63.852,64.812,65.469,65.293,65.243,65.655,65.235,65.281,65.414,65.51,64.637,64.029,64.018,63.884,63.81,63.791,63.725,63.653,63.219,64.08,63.463,63.601,64.157,64.524,64.585,65.033,65.427,66.462,66.632,66.931,66.998,66.66,66.993,66.219,66.252,65.323,65.22,64.617,64.538,64.667,64.081,64.137,64.276,64.409,65.285,65.828,66.381,67.2,67.813,68.222
582,C,False,42.427,42.563,42.814,43.183,43.689,44.007,44.345,45.461,45.935,46.045,46.732,47.307,47.304,47.325,47.692,47.821,47.985,47.585,47.469,47.762,47.505,47.417,47.45,46.519,46.208,46.421,46.376,46.134,46.302,45.832,45.386,45.744,45.6,45.177,45.397,45.211,45.322,45.746,46.149,46.247,46.052,45.938,46.126,46.98,46.867,46.632,46.477,46.532,46.918,47.272,47.372,48.033,48.803,48.812,49.353,49.49,49.915,50.188,50.357,50.455
583,C,False,38.559,38.348,37.472,37.469,37.177,37.105,36.221,35.948,36.17,36.646,36.372,36.272,35.989,36.066,36.215,36.156,36.222,36.284,37.048,37.705,37.374,37.409,36.289,37.015,37.165,36.445,35.896,35.309,35.161,36.39,35.518,36.048,35.518,35.54,35.817,35.533,34.892,35.85,35.407,35.519,35.079,36.071,34.8,35.542,34.834,35.672,35.483,37.231,35.791,36.528,36.486,37.078,36.041,36.17,35.522,34.908,34.721,34.821,34.472,33.314
584,C,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.925,27.338,27.88,26.609,26.304,25.065,28.291,27.365,25.498,26.309,23.46,24.149,22.924,24.632,24.575,26.068,26.932,25.765,25.525,24.696,25.574,25.142,24.96,27.647,27.551,27.249,29.661,29.435,32.006,31.978,32.214,32.756,31.946,31.133,32.349,31.982,31.852,30.337,31.258,30.037,30.722,32.202,33.02,33.741,35.578,36.895,37.396,36.506,35.995,35.427,35.549,34.339,33.285
585,C,False,50.145,51.905,52.091,52.396,51.95,55.051,53.707,51.976,54.448,52.519,53.655,51.882,50.971,51.31,50.688,51.182,52.086,50.668,50.761,51.671,50.514,49.539,50.306,49.333,49.611,49.873,47.673,47.59,47.44,49.048,46.81,47.178,45.917,46.932,46.011,46.227,45.697,45.713,47.274,46.662,48.935,48.87,49.15,48.91,50.518,51.612,52.962,54.013,52.454,53.89,55.526,54.874,55.016,55.57,55.673,57.854,56.816,58.208,59.55,60.15
586,C,False,36.204,36.274,36.411,35.943,35.418,36.549,35.366,34.718,34.256,33.787,33.106,32.928,32.622,32.581,33.161,34.205,33.972,32.9,32.173,33.28,32.565,32.177,33.865,33.052,31.922,31.678,31.459,31.631,31.406,31.269,31.101,31.464,30.494,30.696,30.997,31.078,31.028,31.663,31.531,30.601,30.299,31.073,31.005,31.43,30.38,30.559,30.789,30.902,31.699,32.138,32.196,31.818,31.983,32.789,32.466,32.652,32.966,32.676,33.191,32.399
587,C,False,46.733,47.032,46.907,47.556,46.705,47.307,47.511,47.536,47.923,48.302,48.328,48.227,47.803,47.699,47.717,47.854,47.63,47.334,47.221,46.927,47.606,47.612,47.846,47.532,47.07,46.808,46.878,46.786,46.915,46.561,47.099,47.755,48.131,48.942,49.157,49.6,49.963,49.443,49.696,49.474,49.517,49.471,49.545,48.945,48.548,48.51,48.077,47.783,47.494,47.288,47.296,47.321,46.973,46.382,46.742,46.714,46.933,47.35,47.599,47.8
588,C,False,34.169,34.433,36.146,33.154,33.43,34.0,33.793,34.251,35.887,38.401,34.759,35.516,35.39,35.612,37.829,34.778,35.039,35.245,36.047,36.307,36.585,36.895,35.764,35.828,35.099,35.088,35.623,35.796,36.366,35.9,36.15,36.574,35.561,35.378,35.595,35.239,35.703,35.713,36.382,35.485,36.276,35.723,35.691,35.088,35.116,35.275,34.44,34.899,34.595,34.402,34.872,34.823,34.39,34.196,33.884,33.928,34.412,34.275,35.29,34.785
589,C,False,58.732,58.305,58.512,59.024,58.444,58.983,59.011,58.615,58.246,57.914,57.573,58.364,57.564,57.862,57.66,57.309,56.852,56.499,56.13,55.876,55.79,55.815,55.999,56.375,56.112,56.183,56.436,56.37,56.198,56.287,56.499,57.542,57.474,57.825,57.827,58.228,57.883,58.491,58.651,59.29,59.407,59.337,58.613,58.677,57.151,56.482,55.578,55.175,53.982,54.605,54.873,54.533,55.443,54.725,54.096,54.153,54.18,54.25,55.062,54.511
590,C,False,50.573,50.11,49.702,49.224,48.593,48.719,48.726,47.239,47.324,47.647,46.904,47.036,46.697,46.446,46.709,46.451,47.277,47.456,47.593,47.723,47.983,47.948,48.275,47.927,49.244,49.924,50.469,49.763,48.174,47.619,46.997,45.946,45.428,44.01,44.766,44.254,43.991,42.87,42.573,42.574,42.055,42.101,42.319,43.726,44.037,45.058,45.264,45.693,46.089,46.712,47.01,46.591,45.924,45.421,44.511,43.616,43.415,41.785,41.526,40.972
591,C,False,63.161,63.04,62.522,61.672,61.15,60.249,59.515,59.017,58.464,58.088,58.068,58.23,58.323,58.526,58.633,58.744,59.304,59.677,59.841,59.847,60.594,61.173,60.93,61.398,61.97,62.19,62.723,63.009,62.724,62.807,63.005,63.149,63.228,63.046,62.82,62.992,62.848,62.931,62.609,62.785,62.747,62.799,62.561,62.529,61.944,61.873,61.43,61.141,60.784,60.605,59.973,60.008,59.666,59.185,59.225,58.911,58.907,59.147,59.318,59.477
592,C,False,43.583,42.86,41.834,41.644,44.003,42.959,42.655,40.957,43.006,41.19,42.572,40.766,41.96,40.776,40.037,38.871,40.132,42.395,44.594,43.467,40.55,40.931,40.269,38.249,37.757,35.935,39.413,37.123,36.202,36.251,36.147,35.095,35.794,36.042,35.321,34.625,32.987,30.811,34.015,30.808,29.867,30.246,27.852,26.092,23.567,24.042,26.278,21.192,23.365,25.202,22.168,21.971,14.083,23.388,27.776,25.793,0.0,0.0,0.0,0.0
593,C,False,60.321,60.31,60.616,60.985,60.997,60.846,60.517,60.095,60.231,59.89,59.903,59.861,59.873,59.824,59.532,59.642,59.9,59.796,59.763,59.924,60.046,59.541,59.414,59.481,59.431,59.172,58.898,58.673,57.887,57.772,57.235,56.667,56.268,55.498,55.123,54.877,54.115,54.121,53.566,53.273,53.293,53.396,53.578,54.372,54.788,55.246,56.074,56.963,57.451,57.729,57.706,57.908,57.717,56.884,56.755,55.992,55.27,54.568,54.089,53.695
594,C,False,62.373,61.872,61.141,60.977,60.729,60.301,60.037,60.2,59.889,59.407,59.443,59.351,59.623,58.847,59.006,59.021,59.123,59.209,59.223,58.981,58.738,58.768,58.79,58.574,58.457,58.502,58.545,58.417,57.751,57.956,58.303,58.471,58.576,59.087,59.331,59.795,60.161,60.561,60.72,60.946,60.936,60.463,60.689,60.137,59.746,59.464,58.996,58.705,58.141,58.457,57.844,57.827,57.699,58.178,58.476,59.048,59.405,59.774,60.287,61.104
595,C,False,34.047,32.546,33.071,32.527,32.276,32.991,33.552,33.549,33.835,35.653,36.789,36.566,38.072,37.181,38.139,37.822,36.44,40.217,41.877,38.596,38.944,38.839,37.898,38.68,39.695,39.43,39.47,39.441,40.938,39.18,39.807,39.611,40.541,37.58,38.246,38.253,37.809,37.478,38.649,38.335,37.716,40.1,37.985,40.764,40.266,38.656,39.1,36.924,37.966,38.003,38.602,37.358,36.91,37.315,37.699,37.365,37.261,36.935,36.301,36.14
596,C,False,61.064,61.017,61.073,61.059,61.264,61.661,61.678,62.237,62.462,62.991,63.046,63.448,63.685,63.632,63.826,64.311,63.952,64.109,64.229,64.133,64.065,63.827,63.379,63.237,63.03,62.454,62.417,62.268,61.928,61.737,61.512,61.485,61.741,61.751,62.075,62.101,62.404,62.73,62.912,63.167,63.062,63.276,63.723,63.972,64.034,64.143,64.401,64.593,64.813,64.52,64.286,63.847,64.279,64.429,64.388,64.588,64.244,63.955,63.812,63.515
597,C,False,41.128,41.809,41.229,41.78,42.545,42.642,43.019,42.743,43.269,43.648,43.931,43.729,43.635,43.671,44.11,43.93,43.732,43.933,43.678,43.723,43.701,43.331,43.126,43.061,43.218,42.985,43.259,43.309,43.72,44.149,44.811,45.702,46.781,47.354,48.033,48.581,49.414,50.309,50.41,50.877,51.578,51.006,51.855,51.669,52.923,52.363,52.246,51.967,50.859,50.634,50.764,50.46,51.0,50.507,50.704,50.03,50.366,50.068,49.408,49.473
598,C,False,30.64,45.671,26.689,23.716,29.668,32.763,56.189,46.123,58.323,61.783,55.522,49.789,46.274,44.173,39.339,36.026,35.49,33.627,29.93,28.771,28.444,28.936,28.068,28.712,28.292,29.008,27.797,34.468,28.683,28.213,28.457,27.733,26.63,27.268,27.014,29.101,28.421,29.151,30.758,30.251,31.29,31.013,32.816,32.28,34.535,33.384,34.468,32.502,33.195,31.978,34.539,33.952,33.623,33.574,33.207,32.574,32.969,34.412,33.703,33.563
599,C,False,68.906,67.241,66.242,64.852,63.673,63.638,63.807,64.091,64.71,65.202,65.931,66.227,66.422,66.998,67.053,67.34,67.514,67.484,66.959,65.735,65.165,65.041,63.731,63.909,62.685,62.353,62.114,62.174,61.97,61.505,61.608,60.912,61.101,61.32,61.638,61.843,61.715,62.23,61.652,61.791,62.067,62.421,62.581,61.979,62.532,62.431,62.629,62.65,63.162,63.161,63.559,64.077,65.044,65.935,66.302,66.803,66.319,66.164,65.31,65.234
600,C,False,40.776,40.051,39.302,38.677,38.141,38.07,37.701,37.807,37.633,37.363,37.738,36.921,36.55,36.822,36.257,36.826,37.13,37.364,38.098,38.689,38.654,38.899,38.651,38.704,38.534,38.618,38.35,38.195,38.292,38.011,37.211,36.978,36.786,36.372,36.523,36.343,36.481,35.981,35.855,35.986,35.763,35.354,34.649,34.598,34.156,34.036,34.112,33.839,34.264,34.568,34.324,34.207,34.1,34.594,34.653,34.463,34.547,34.665,34.647,34.832
601,C,False,40.195,38.487,38.276,37.509,37.251,37.106,38.194,35.541,36.15,35.846,35.936,36.273,37.505,37.547,37.775,36.539,35.943,36.5,35.576,35.268,36.783,36.474,36.833,36.941,36.525,36.551,36.814,37.934,36.745,37.89,36.957,37.481,37.564,36.862,37.908,37.17,35.519,36.36,37.864,36.394,36.135,34.905,35.359,36.917,37.256,38.477,38.99,37.685,39.88,39.468,40.467,37.428,39.94,40.056,37.672,38.584,34.93,33.468,36.456,36.795
602,C,False,33.286,33.818,34.355,34.0,33.66,34.115,34.277,34.727,34.462,34.507,33.934,34.005,33.298,34.005,34.01,33.918,33.574,33.355,32.896,32.806,33.065,32.649,32.355,32.606,32.74,32.893,33.29,33.584,34.13,34.329,34.82,34.65,34.314,33.886,33.496,33.183,32.568,32.052,31.906,31.69,31.481,31.473,31.265,31.447,31.685,32.154,32.009,32.922,33.614,34.385,34.161,34.712,34.703,34.929,34.974,33.994,33.723,34.553,34.894,35.677
603,C,False,0.0,0.0,22.443,17.642,19.121,23.085,23.977,21.068,21.884,22.741,25.429,31.862,27.275,30.392,35.156,37.908,43.914,48.781,61.187,60.561,66.174,66.339,71.805,65.463,63.985,55.092,51.965,46.35,43.88,40.851,37.527,36.823,34.743,34.643,33.775,33.805,33.754,34.047,33.281,34.021,33.824,34.222,33.792,34.128,34.931,33.605,36.252,34.519,34.722,35.089,34.769,34.737,35.208,35.865,36.366,36.754,36.04,36.983,37.636,38.958
604,C,False,50.772,50.055,49.636,48.989,48.157,47.489,47.399,46.624,46.087,46.045,45.888,45.857,46.19,46.369,46.583,47.168,47.49,48.182,48.736,48.91,49.128,49.549,50.216,50.537,50.631,50.223,50.117,49.821,49.267,49.145,48.591,48.737,48.781,48.429,48.046,47.994,48.223,48.101,48.352,48.459,48.27,47.777,47.954,48.084,48.209,48.032,48.045,47.822,47.531,47.497,46.714,46.078,45.506,44.994,44.915,44.849,44.583,43.97,43.472,43.394
605,C,False,34.624,34.84,35.679,36.143,37.407,37.157,38.724,37.497,38.016,37.999,38.479,38.373,38.009,37.525,37.25,36.805,36.485,36.115,35.443,35.558,35.265,35.149,34.82,34.793,35.287,35.771,35.828,35.925,36.03,36.616,35.767,36.145,36.243,36.361,36.26,36.085,36.214,35.906,36.024,35.998,36.496,36.179,36.308,36.479,36.593,36.863,37.045,37.334,37.612,38.869,38.528,39.26,39.599,40.103,40.705,40.965,40.964,40.942,40.307,40.212
606,C,True,57.257,57.684,57.832,57.726,57.546,57.178,56.785,57.255,56.987,57.039,57.008,57.078,57.255,56.881,57.419,57.351,57.472,57.56,57.556,57.92,57.503,57.627,57.366,57.215,57.358,56.603,55.359,55.145,54.707,54.35,53.548,53.351,53.485,53.148,52.886,53.025,53.341,53.231,54.122,54.704,55.159,55.804,56.282,56.485,56.566,57.253,57.574,57.789,57.477,57.081,56.634,56.413,55.328,55.527,54.626,54.671,54.152,53.592,52.869,52.462
607,C,False,57.031,56.638,56.659,56.466,57.294,57.037,56.547,56.347,56.261,55.966,56.326,56.055,55.791,55.942,55.314,55.157,55.577,55.409,55.719,55.562,56.429,57.382,57.781,58.178,59.413,60.52,61.225,62.103,62.068,62.54,63.019,62.537,62.448,62.295,62.164,61.229,60.098,59.597,59.478,59.002,59.238,58.069,58.399,57.839,58.011,57.671,57.231,57.205,57.568,57.346,57.936,58.231,58.962,58.155,58.276,59.156,58.828,59.217,59.465,59.377
608,C,False,44.319,44.038,44.278,43.675,43.809,43.377,43.372,43.111,43.437,43.332,42.803,42.665,42.33,42.891,42.313,43.195,41.719,42.668,42.421,41.98,41.897,41.296,41.287,41.107,41.116,41.832,41.788,42.102,41.693,41.632,42.511,41.862,40.933,42.372,41.593,41.85,41.7,41.072,41.303,41.216,40.516,40.471,40.153,40.09,40.664,39.834,39.997,39.59,39.5,39.295,38.733,38.089,38.156,38.196,38.755,38.471,38.426,38.594,37.954,37.96
609,C,False,49.62,49.797,49.576,49.238,49.476,49.34,49.063,48.935,49.168,49.35,49.205,49.133,49.119,49.342,49.355,48.893,49.065,49.172,49.264,49.319,49.233,49.319,49.31,49.806,49.835,49.943,50.037,50.55,50.806,51.036,51.447,51.762,51.916,52.051,52.054,52.224,52.364,52.418,52.62,53.001,52.744,52.802,52.412,52.344,52.112,51.304,51.076,50.446,50.21,49.5,49.144,49.226,49.313,49.505,49.785,49.74,50.46,51.091,51.72,52.316
610,C,False,49.203,48.982,48.887,48.911,48.925,48.549,48.541,48.028,48.19,47.971,47.833,47.849,48.024,48.027,48.086,48.49,48.832,49.198,48.96,48.788,49.009,49.131,49.16,49.27,49.331,49.459,49.829,49.752,50.034,50.055,49.919,49.597,49.426,49.713,50.011,49.826,50.172,50.488,50.402,50.341,50.32,49.964,50.154,49.951,49.729,49.476,49.6,49.337,49.182,48.98,48.971,49.109,48.963,49.085,49.181,49.594,49.667,50.394,50.712,50.963
611,C,False,38.172,38.624,37.411,37.504,36.82,36.801,36.739,36.885,36.829,37.978,37.659,37.85,37.384,37.783,37.901,37.927,38.441,39.372,39.205,39.108,40.644,40.627,40.628,40.847,39.252,39.395,39.224,38.518,38.433,38.874,38.712,38.254,39.14,39.951,41.815,41.256,40.238,41.483,41.738,42.11,41.402,41.793,42.159,41.991,41.572,39.935,39.989,39.593,38.951,38.967,38.397,39.383,38.018,37.563,35.891,37.12,37.967,38.986,38.705,37.736
612,C,False,32.199,30.172,29.806,29.212,29.068,28.774,28.177,29.617,28.764,30.823,28.92,29.507,30.618,29.656,28.797,29.289,29.336,30.605,30.694,30.196,30.093,30.871,30.365,30.77,30.831,32.701,32.486,34.056,34.264,34.187,34.761,34.98,33.976,33.368,33.285,34.514,34.114,34.09,34.521,34.103,34.558,34.634,34.81,33.005,34.421,35.208,34.82,35.674,35.835,35.961,37.397,32.044,36.081,36.869,36.874,36.346,36.474,36.241,35.769,36.881
613,C,False,61.716,61.724,61.771,61.575,61.724,61.453,61.415,61.16,60.866,61.077,61.322,61.315,61.405,61.194,61.381,60.979,61.264,60.839,60.874,60.952,60.92,60.891,60.725,60.258,60.341,60.189,59.792,59.208,58.735,58.214,58.458,57.733,57.59,57.641,57.029,56.878,57.065,56.928,57.733,57.788,58.431,58.762,59.357,59.937,60.334,61.152,61.025,61.164,61.395,61.318,61.52,60.966,60.865,60.243,59.943,59.377,59.566,59.493,58.886,58.755
614,C,False,41.037,41.09,40.808,41.763,41.032,40.444,40.89,40.172,40.335,40.638,40.616,40.517,40.762,40.772,41.084,41.331,42.007,42.045,42.138,42.002,42.023,41.649,41.981,41.524,41.584,42.435,42.093,42.531,42.959,42.808,43.118,42.752,42.954,43.029,43.152,43.108,42.817,43.038,43.789,44.373,43.755,44.795,44.281,44.401,44.928,45.067,45.598,45.517,46.354,46.88,47.42,47.731,47.981,47.516,47.041,46.686,46.765,46.368,46.275,45.682
615,C,False,42.608,42.929,42.835,42.771,42.732,43.313,43.219,43.306,43.198,43.607,43.519,43.514,43.63,43.461,43.896,44.302,44.462,44.462,44.406,44.878,45.416,44.895,45.024,45.256,45.287,44.818,44.169,43.893,43.259,42.903,42.919,42.933,42.788,43.022,43.231,43.635,43.603,44.514,45.141,45.642,46.171,46.468,46.584,46.453,46.197,46.37,46.563,47.419,47.63,47.476,47.302,47.58,47.23,46.779,45.968,45.753,45.349,45.191,45.101,45.044
616,C,False,55.886,54.283,54.627,53.14,54.276,52.336,52.737,56.106,56.431,57.706,55.109,56.139,58.673,59.068,57.783,59.213,62.822,61.886,64.471,68.534,69.808,64.369,66.857,67.693,70.68,66.521,68.972,69.52,69.046,66.738,65.388,70.878,68.707,65.203,66.384,67.094,67.783,64.108,63.728,64.843,63.051,64.813,61.713,64.021,61.811,64.22,64.879,67.383,69.007,68.35,64.53,60.872,59.954,63.579,63.45,69.084,65.238,69.381,67.521,65.785
617,C,False,75.944,75.329,75.504,74.477,74.31,73.448,72.432,73.036,72.654,71.106,70.86,71.076,71.77,72.85,72.174,71.573,71.155,71.043,71.375,71.186,70.251,70.725,70.894,71.749,70.874,71.221,71.749,71.019,70.84,69.846,70.399,70.007,69.706,69.492,70.334,69.836,70.326,70.069,69.888,71.16,70.771,71.462,71.498,72.061,72.148,72.224,72.36,72.172,71.971,71.069,71.81,70.469,68.622,67.043,66.735,66.101,65.518,65.415,65.657,64.776
618,C,False,58.27,57.974,57.128,57.097,56.807,56.523,56.349,56.259,56.305,56.319,56.677,56.783,57.15,57.784,58.726,59.206,59.791,60.322,60.886,60.863,61.28,61.369,61.651,61.288,60.816,60.777,60.322,59.804,59.116,59.042,59.141,58.968,58.405,58.221,58.077,58.571,58.096,58.242,58.999,59.305,59.413,59.094,59.305,59.271,59.053,59.597,59.056,59.602,59.74,58.895,59.651,58.959,58.918,58.463,58.435,58.107,58.285,57.913,57.802,57.615
619,C,False,29.751,29.228,28.956,28.781,27.8,27.049,27.432,26.925,26.717,26.621,26.949,27.11,27.365,27.285,26.841,26.958,26.608,26.955,26.188,26.334,26.041,25.683,25.314,25.556,25.683,25.596,25.791,26.08,26.748,27.193,26.666,27.52,27.947,28.549,28.927,30.278,30.466,30.705,30.314,30.316,29.288,28.48,28.357,27.858,27.754,26.849,26.55,26.075,25.374,25.588,26.319,26.875,26.155,26.317,27.161,27.489,27.386,27.333,27.702,27.954
620,C,False,42.482,42.663,43.023,45.514,44.902,48.3,49.146,44.062,40.28,40.758,45.537,42.706,44.372,48.386,49.32,48.112,46.641,47.298,47.945,42.819,43.9,44.224,46.9,43.812,44.803,45.153,44.025,43.935,40.656,39.199,38.312,38.139,40.553,38.266,38.175,37.954,37.488,36.759,36.449,36.077,37.571,37.055,36.896,36.033,36.315,35.917,36.502,37.314,36.919,37.005,37.39,37.812,37.927,38.392,37.567,37.521,38.937,38.534,38.671,38.608
