,FLARE_TYPE,COINCIDENCE,MEANGBH_1,MEANGBH_2,MEANGBH_3,MEANGBH_4,MEANGBH_5,MEANGBH_6,MEANGBH_7,MEANGBH_8,MEANGBH_9,MEANGBH_10,MEANGBH_11,MEANGBH_12,MEANGBH_13,MEANGBH_14,MEANGBH_15,MEANGBH_16,MEANGBH_17,MEANGBH_18,MEANGBH_19,MEANGBH_20,MEANGBH_21,MEANGBH_22,MEANGBH_23,MEANGBH_24,MEANGBH_25,MEANGBH_26,MEANGBH_27,MEANGBH_28,MEANGBH_29,MEANGBH_30,MEANGBH_31,MEANGBH_32,MEANGBH_33,MEANGBH_34,MEANGBH_35,MEANGBH_36,MEANGBH_37,MEANGBH_38,MEANGBH_39,MEANGBH_40,MEANGBH_41,MEANGBH_42,MEANGBH_43,MEANGBH_44,MEANGBH_45,MEANGBH_46,MEANGBH_47,MEANGBH_48,MEANGBH_49,MEANGBH_50,MEANGBH_51,MEANGBH_52,MEANGBH_53,MEANGBH_54,MEANGBH_55,MEANGBH_56,MEANGBH_57,MEANGBH_58,MEANGBH_59,MEANGBH_60
0,X,False,77.032,77.983,78.456,77.285,77.846,77.209,76.979,75.615,75.668,75.677,75.705,74.292,74.487,73.89,74.337,74.245,74.746,73.917,73.307,72.424,72.245,71.692,71.228,70.536,70.719,71.707,71.616,71.685,71.857,71.363,71.408,71.892,72.578,72.657,72.332,72.67,72.475,72.545,72.638,72.974,72.563,71.773,71.57,72.21,71.667,71.457,70.787,70.784,70.354,70.198,69.465,70.257,69.896,70.055,69.824,70.086,69.845,69.571,69.541,69.486
1,X,False,72.767,72.836,72.742,72.625,72.476,71.903,71.951,71.819,71.611,70.733,70.66,71.185,70.878,71.055,70.651,70.993,70.954,70.371,70.776,71.25,71.501,71.368,71.542,71.155,70.906,70.739,70.262,69.958,69.548,68.996,68.675,67.523,67.387,67.511,67.101,66.54,66.403,65.898,66.057,66.51,66.844,66.898,67.739,68.759,68.62,69.103,69.65,69.6,69.531,69.66,69.79,69.459,68.977,68.628,68.337,68.112,67.524,66.966,66.898,66.603
2,X,False,43.583,43.314,43.31,43.411,43.413,44.212,44.314,44.205,44.153,44.346,44.235,44.404,44.121,44.297,44.006,43.91,43.524,43.576,43.366,43.15,43.188,43.122,42.686,42.43,42.23,42.333,41.939,41.866,41.78,42.412,42.48,42.283,42.204,42.118,42.195,42.482,42.212,42.181,41.922,42.136,42.237,42.078,42.131,42.492,42.649,42.671,42.96,42.734,42.636,42.478,42.737,41.922,42.077,42.171,41.676,41.558,41.284,41.489,41.421,41.721
3,X,False,68.637,69.47,69.624,69.945,69.497,70.11,71.31,70.927,70.188,70.1,69.802,70.722,70.838,70.673,70.19,70.575,70.852,71.021,71.336,71.64,70.853,71.194,70.95,70.982,71.518,71.72,71.963,71.395,71.472,71.05,69.934,69.16,69.204,68.498,68.592,67.561,67.43,67.041,66.858,66.752,67.888,69.102,69.561,70.484,70.015,69.309,69.736,70.688,71.375,71.513,70.716,70.836,71.788,71.563,70.413,69.529,68.782,68.153,68.189,68.074
4,X,True,69.928,69.586,70.441,70.751,70.922,70.149,70.51,69.82,69.844,69.147,69.491,69.318,69.632,69.656,69.392,68.827,68.607,67.945,68.489,68.526,68.677,68.981,68.785,68.733,68.075,68.636,68.041,67.948,67.906,67.384,67.41,66.371,65.36,64.507,63.102,62.9,62.229,62.028,61.426,61.702,61.882,62.202,62.486,62.641,63.233,63.961,64.496,64.804,64.661,64.648,65.077,64.531,63.324,62.478,62.003,61.218,60.387,59.858,59.572,59.711
5,X,False,39.934,40.32,41.281,40.263,41.194,40.751,40.811,40.672,40.577,40.507,41.048,41.072,40.656,40.766,40.625,40.809,40.915,40.802,40.843,41.037,41.237,41.491,41.348,41.786,41.538,41.381,41.398,41.291,41.814,41.871,42.195,42.504,42.675,42.376,42.768,42.033,43.003,42.626,42.808,42.806,43.005,42.33,42.359,42.547,41.739,41.897,41.895,41.875,41.86,41.701,41.988,42.037,42.073,42.231,42.438,42.585,42.319,42.962,42.986,43.08
6,X,True,43.407,42.791,42.537,42.434,41.737,41.973,42.245,42.072,42.751,42.476,42.608,42.622,43.172,43.715,43.627,43.994,44.256,44.148,44.179,44.393,44.343,44.105,43.974,44.068,44.42,44.178,44.547,43.82,44.75,44.288,44.865,44.34,44.415,44.059,44.201,44.563,44.908,45.232,45.799,45.598,46.54,47.212,46.6,47.136,47.612,47.054,46.97,47.37,47.525,47.596,48.11,47.685,47.876,47.382,47.999,48.242,49.071,48.706,49.031,49.177
7,X,False,56.958,56.773,57.003,57.085,57.313,57.702,57.943,58.21,58.573,59.076,59.271,59.248,59.625,59.644,60.247,60.392,60.215,60.212,60.361,60.149,59.853,59.34,59.099,58.963,53.674,58.159,57.409,57.355,57.365,57.356,57.335,57.292,57.364,57.358,57.409,57.641,57.851,57.906,58.482,58.407,58.982,59.173,59.374,59.52,59.622,59.669,59.774,59.987,59.628,59.58,59.183,59.328,59.388,59.084,58.986,58.873,58.977,59.102,59.093,59.039
8,X,False,39.573,39.463,39.73,39.197,39.719,39.464,39.49,40.768,40.963,41.242,41.374,42.004,42.553,42.452,43.484,43.161,42.889,43.255,43.122,42.656,42.35,41.693,41.48,41.72,41.995,42.285,42.047,41.911,42.45,41.997,41.934,42.13,42.199,43.31,43.014,42.607,42.317,43.056,42.814,42.357,42.449,42.057,41.984,42.674,42.815,43.035,43.44,42.429,43.248,43.35,43.469,44.143,43.902,44.017,43.838,43.643,43.666,43.415,43.379,44.144
9,X,True,50.418,50.548,50.835,50.851,50.882,50.874,51.241,50.841,50.822,50.957,50.85,49.984,49.537,49.41,48.913,47.98,47.397,47.303,46.811,46.846,46.787,46.545,46.26,46.382,47.107,46.895,47.502,47.698,48.087,48.517,48.778,48.912,48.875,49.005,48.78,48.739,48.76,48.049,47.935,47.658,47.475,47.148,47.087,46.778,46.342,46.134,45.619,45.532,44.8,44.558,44.652,44.398,44.572,44.706,44.578,44.887,44.785,44.882,45.274,45.182
10,X,False,35.407,34.687,34.5,34.861,34.72,34.37,34.753,34.359,34.195,33.888,33.738,33.638,33.322,32.988,33.265,32.69,32.692,32.451,32.192,33.011,32.754,32.878,32.673,32.097,32.952,32.208,33.26,33.008,32.849,32.797,32.583,32.885,32.338,31.786,31.759,32.155,31.854,31.337,31.11,31.14,30.717,30.421,30.442,30.497,30.186,30.281,30.668,30.559,31.376,30.258,30.21,30.318,29.965,29.806,29.792,30.188,29.838,29.521,29.533,29.532
11,X,False,49.664,49.558,49.519,49.283,49.522,49.588,49.233,49.592,49.435,49.498,49.816,49.642,49.899,50.117,50.518,50.998,51.345,51.331,51.702,52.217,52.663,52.416,52.822,52.635,52.662,53.192,52.423,52.292,52.107,51.986,51.731,52.242,52.114,51.767,51.671,51.317,51.222,51.239,50.721,50.52,50.352,50.467,50.337,50.864,51.044,51.753,51.833,52.451,53.023,53.258,53.354,53.714,53.93,54.025,53.813,53.981,53.92,54.155,54.422,54.234
12,X,False,65.067,64.835,65.433,65.911,66.286,65.857,65.549,65.149,64.817,64.593,64.127,63.324,62.82,62.39,62.028,61.99,61.498,61.97,62.379,62.788,62.947,63.223,63.625,63.767,64.313,64.405,65.04,65.311,65.363,65.358,65.484,65.411,65.492,65.233,65.625,65.497,66.046,65.954,65.833,65.449,65.759,65.552,65.846,66.045,65.813,65.955,65.711,66.035,65.644,65.315,65.251,65.407,65.356,64.836,64.599,64.298,64.005,64.308,64.177,64.092
13,X,False,66.801,67.613,67.692,67.809,68.519,68.463,68.679,68.908,69.229,69.543,69.802,69.759,69.369,68.807,68.474,68.129,67.747,67.382,67.035,66.935,66.742,66.749,66.991,66.966,66.845,66.816,66.969,66.984,66.56,66.693,66.663,66.577,66.732,66.418,66.518,66.546,66.766,66.593,67.01,66.345,66.683,66.721,66.787,66.242,66.392,66.133,66.016,66.145,66.357,66.22,66.83,67.174,67.812,68.099,68.129,68.526,68.134,68.318,68.326,67.97
14,X,False,45.517,45.372,45.092,44.697,44.45,44.875,44.8,45.0,44.784,44.252,44.336,44.11,44.392,44.314,44.454,44.454,44.759,44.713,45.057,45.533,45.033,45.115,45.182,45.2,45.041,45.089,45.415,45.358,45.161,45.209,45.339,44.525,44.432,44.158,44.064,43.765,43.398,43.627,43.586,41.97,43.011,43.186,43.217,43.156,43.303,43.258,43.48,43.682,43.805,43.883,43.506,43.482,43.141,42.812,43.224,43.32,43.148,41.543,42.755,42.333
15,X,False,57.091,57.434,57.763,58.229,58.611,59.005,59.11,59.437,59.077,59.391,59.427,59.034,59.052,58.475,58.112,58.053,57.975,57.33,57.187,56.875,56.823,56.758,56.726,56.927,57.058,57.434,57.441,57.631,57.531,57.827,58.227,58.261,58.22,58.479,58.5,58.331,58.389,58.464,58.548,58.087,57.923,57.79,57.481,57.509,57.645,57.79,57.931,57.809,57.659,57.704,57.522,57.425,57.18,57.065,57.131,57.151,57.214,57.294,57.662,57.79
16,X,False,21.894,22.405,22.366,22.389,22.851,22.67,22.886,22.887,22.363,21.824,22.786,22.991,22.348,23.938,24.573,24.853,25.089,24.465,25.173,26.179,25.767,26.557,25.717,26.221,26.722,27.223,27.397,27.136,26.372,27.237,26.415,25.335,25.161,25.554,25.883,25.08,26.106,26.746,26.46,26.883,27.2,27.155,27.364,27.495,27.538,27.157,27.242,26.807,27.209,27.319,28.37,27.545,27.752,28.517,29.13,29.423,30.65,31.227,32.803,32.801
17,X,False,34.002,33.589,33.961,34.578,34.815,35.071,35.225,35.254,35.599,35.821,35.833,36.854,37.032,37.741,37.564,38.279,39.045,38.692,38.909,38.899,40.028,39.211,39.719,39.832,39.809,39.453,39.768,38.953,38.737,38.152,38.519,37.922,37.508,37.636,37.681,37.778,37.679,37.691,38.391,38.345,38.412,38.682,39.364,39.309,40.1,40.45,41.017,40.813,40.623,40.628,40.705,41.433,41.513,41.275,40.859,40.84,41.054,41.407,41.529,40.65
18,X,False,35.537,35.819,35.407,36.21,36.717,35.913,37.365,36.743,37.661,38.608,38.231,37.941,38.387,38.28,38.633,39.806,40.214,38.898,39.031,40.475,39.374,39.804,39.329,39.598,39.475,39.459,38.476,38.056,38.463,37.627,39.138,37.705,37.865,38.484,38.287,37.989,37.853,37.676,38.218,37.348,37.511,37.319,36.779,37.014,36.453,37.114,37.702,37.361,37.7,38.104,38.345,40.418,38.664,38.41,38.788,39.45,39.367,41.173,40.058,41.555
19,X,False,35.53,36.956,35.529,37.085,35.66,35.633,35.436,35.715,36.464,36.837,35.472,35.81,35.88,35.92,35.996,36.631,36.445,36.904,37.018,36.889,36.934,38.079,36.822,36.78,36.883,36.878,36.731,37.033,37.027,37.021,36.915,36.999,36.821,36.695,37.022,37.443,36.954,36.926,37.17,37.062,37.032,36.781,36.8,36.775,36.993,37.125,37.315,37.433,37.681,37.52,37.714,37.963,38.451,38.36,38.594,38.645,38.892,38.904,39.067,39.051
20,X,True,49.835,50.002,50.147,50.314,50.554,50.721,50.862,51.038,50.91,50.925,51.035,50.755,50.419,50.164,49.843,49.58,48.977,48.775,48.51,48.201,48.137,47.879,47.872,48.147,48.23,48.388,48.624,48.888,49.13,49.474,49.877,49.719,50.034,49.908,50.484,50.16,50.488,49.982,50.34,50.105,49.844,49.593,49.21,48.808,48.683,48.649,48.4,48.05,48.126,48.025,48.014,48.187,48.038,47.681,47.87,48.001,48.096,48.33,48.466,48.442
21,X,False,47.999,47.512,47.682,47.83,47.714,47.685,48.317,48.467,48.996,49.521,49.743,50.439,50.508,51.129,51.965,52.441,52.938,53.217,53.35,53.438,53.913,53.692,53.046,52.918,53.217,52.93,52.284,52.168,51.915,51.915,51.888,52.054,51.981,51.577,51.714,51.757,51.974,52.114,51.84,52.177,51.977,52.118,52.6,52.677,52.708,52.984,53.489,53.235,53.992,53.991,54.541,54.751,55.327,55.751,55.714,55.697,55.899,55.458,55.075,55.37
22,X,True,57.209,56.84,56.312,56.113,56.536,57.481,57.781,58.074,58.883,59.933,60.962,61.966,62.251,62.781,63.102,63.835,63.179,62.393,61.693,61.278,60.521,60.068,59.654,59.382,59.3,59.467,59.058,59.437,60.196,60.736,61.092,61.984,61.6,62.308,63.054,64.028,64.157,63.948,64.415,64.925,64.898,64.902,64.792,65.233,65.329,65.423,65.499,65.894,66.226,66.192,66.644,66.473,66.521,66.537,66.292,65.622,65.404,65.2,64.924,64.459
23,X,False,42.29,41.744,44.034,42.796,53.705,40.268,36.808,33.895,32.327,30.482,30.866,31.482,31.618,31.095,31.929,32.984,33.297,34.691,37.005,37.741,39.251,41.164,39.383,38.64,37.978,37.324,36.432,35.964,35.659,34.878,34.33,33.93,35.346,33.222,33.531,33.014,33.363,33.015,33.75,33.518,33.562,33.546,33.399,33.505,33.919,33.966,34.452,34.485,34.091,33.891,34.211,34.366,33.84,34.672,35.021,35.057,35.231,35.216,35.889,36.441
24,X,True,74.477,75.662,74.949,74.852,74.526,74.188,74.256,74.826,74.013,74.403,75.308,75.253,75.175,75.054,75.674,75.092,74.88,74.591,74.171,74.436,74.477,74.116,73.992,73.054,74.334,74.15,73.62,73.759,73.696,73.44,73.517,74.48,74.631,74.154,74.583,75.337,74.965,75.406,75.695,76.698,76.768,76.925,76.575,77.059,77.714,77.174,77.635,76.808,75.971,75.725,75.315,74.518,74.414,74.141,74.554,75.386,74.233,75.212,75.116,75.224
25,X,True,75.674,75.092,74.88,74.591,74.171,74.436,74.477,74.116,73.992,73.054,74.334,74.15,73.62,73.759,73.696,73.44,73.517,74.48,74.631,74.154,74.583,75.337,74.965,75.406,75.695,76.698,76.768,76.925,76.575,77.059,77.714,77.174,77.635,76.808,75.971,75.725,75.315,74.518,74.414,74.141,74.554,75.386,74.233,75.212,75.116,75.224,75.908,76.531,76.834,76.844,76.379,75.953,75.517,75.566,74.856,74.139,74.032,74.405,73.729,73.683
26,X,False,38.984,39.558,39.402,39.114,38.879,40.53,40.141,39.554,39.588,38.472,37.65,37.855,37.093,37.54,38.219,37.158,36.4,36.589,36.449,36.672,35.862,36.01,35.605,36.662,36.239,35.684,35.233,35.661,35.472,35.31,35.56,35.7,36.471,36.439,37.599,37.262,36.352,37.11,38.006,37.939,38.939,38.258,38.3,39.14,38.499,37.143,39.727,34.206,34.755,33.353,33.84,33.149,32.555,31.812,31.631,32.319,31.409,32.319,30.593,31.483
27,M,False,62.333,62.781,62.429,61.171,61.188,60.876,61.378,60.703,61.127,61.566,62.524,61.423,63.167,63.936,63.102,62.435,64.271,65.845,65.7,64.517,64.321,64.301,65.326,76.926,62.45,64.227,62.989,63.827,63.689,64.079,62.432,63.427,62.726,60.656,61.254,62.101,62.595,62.163,61.882,62.781,63.211,63.795,64.607,63.561,64.784,64.907,65.413,65.86,65.543,65.726,64.805,66.124,64.747,63.583,63.41,61.621,60.721,59.411,58.947,58.363
28,M,False,48.468,46.638,48.74,50.162,49.295,48.858,47.116,44.778,44.561,44.841,44.347,43.214,45.003,43.606,43.587,43.694,44.562,41.262,42.501,43.016,43.002,43.837,46.207,45.119,45.323,46.124,46.845,45.578,45.155,46.36,45.56,44.918,46.677,46.974,46.393,50.649,48.579,49.374,49.538,47.393,48.529,47.834,50.345,48.906,47.902,45.884,46.405,46.039,48.101,47.565,48.441,48.707,48.536,47.778,48.242,47.423,47.476,46.104,45.661,46.017
29,M,False,39.771,39.371,39.346,39.4,38.819,38.981,38.73,38.951,39.222,39.686,39.466,39.769,40.125,40.357,41.094,41.102,41.095,40.997,41.362,41.234,41.427,41.283,41.581,40.847,40.602,40.209,39.943,40.071,39.428,39.298,39.191,38.852,38.861,38.913,38.613,38.823,38.417,38.737,39.26,39.04,39.135,39.352,39.359,39.632,39.374,39.586,39.919,40.193,40.368,40.991,40.673,41.801,41.943,42.249,42.405,42.487,42.426,42.443,43.191,43.297
30,M,True,31.663,27.586,32.655,27.728,27.39,26.325,26.289,27.866,27.997,32.253,28.723,29.113,28.755,29.492,29.328,29.227,28.843,29.614,28.383,30.008,29.303,29.464,29.989,29.645,31.259,30.999,29.438,29.453,28.956,28.516,28.099,29.207,34.769,30.327,29.653,31.29,30.498,31.515,32.051,31.33,32.844,33.18,33.702,33.484,34.168,35.266,35.115,33.961,33.984,34.181,33.132,33.064,33.466,32.286,32.009,31.981,31.235,31.838,32.549,31.929
31,M,False,35.611,35.276,35.262,35.234,35.137,35.972,34.607,34.601,34.346,34.363,34.354,34.582,34.485,33.597,33.738,34.54,34.139,34.502,35.169,35.268,34.864,35.246,35.403,35.291,36.009,35.946,36.099,35.932,35.249,35.467,35.464,34.992,35.812,34.975,35.239,35.122,35.26,34.977,34.973,34.798,35.211,35.674,35.289,35.546,35.235,35.223,35.019,35.953,35.808,35.788,36.087,35.988,36.441,36.293,36.732,36.762,36.887,36.69,36.905,36.739
32,M,False,32.576,32.508,32.791,32.557,32.028,31.855,32.802,32.411,32.232,32.527,32.057,32.565,32.314,32.96,32.395,34.123,32.81,32.703,32.719,32.574,32.402,32.58,32.797,33.532,32.685,32.547,32.216,32.41,32.597,32.577,32.103,32.654,31.745,31.322,30.839,30.663,30.854,30.508,30.732,30.642,30.423,30.26,30.017,29.513,29.797,29.731,29.559,30.177,30.537,30.107,29.98,29.809,30.067,29.838,30.155,29.913,30.201,31.794,31.424,31.108
33,M,False,41.403,40.112,41.637,41.425,42.028,41.0,41.307,41.305,41.734,41.526,42.415,42.23,41.538,41.122,41.546,42.528,43.327,44.063,43.353,44.945,45.141,45.502,45.119,44.884,45.567,45.77,45.539,45.905,45.365,46.347,45.044,44.818,43.017,43.357,44.047,45.272,43.709,41.861,42.037,42.013,45.171,43.01,43.897,43.626,44.098,44.179,44.862,45.295,44.368,45.287,44.825,44.841,45.061,44.902,45.276,45.232,45.775,45.233,45.244,44.26
34,M,True,77.349,78.803,77.425,77.272,78.757,80.294,79.92,79.739,79.204,80.134,80.272,80.305,80.577,79.063,77.318,77.072,76.73,76.857,76.283,76.512,77.568,76.787,76.533,76.659,76.646,76.898,79.317,81.123,81.244,81.487,82.161,82.906,83.434,83.231,84.843,86.382,84.866,84.833,85.338,85.339,86.656,86.533,87.883,88.369,88.799,89.354,88.843,89.204,90.342,90.386,89.53,89.727,89.569,88.966,88.096,86.369,85.898,85.845,85.453,84.781
35,M,True,79.392,79.369,80.432,81.244,81.344,80.51,80.711,81.11,80.477,79.913,79.665,78.707,78.486,77.854,76.874,76.74,76.502,76.22,75.754,75.299,75.614,75.698,76.081,75.754,76.881,76.473,76.467,77.06,76.554,77.241,77.294,77.662,77.534,77.532,77.551,76.819,77.781,78.037,78.013,77.821,77.959,77.035,77.032,77.983,78.456,77.285,77.846,77.209,76.979,75.615,75.668,75.677,75.705,74.292,74.487,73.89,74.337,74.245,74.746,73.917
36,M,False,56.309,55.372,54.719,53.708,52.797,52.653,52.612,52.571,52.513,52.754,52.728,52.607,52.962,53.937,54.981,55.742,56.834,57.428,57.013,57.74,58.137,57.833,57.696,58.29,58.065,57.172,57.385,57.469,57.979,58.106,58.724,58.609,58.634,58.74,59.061,59.459,59.573,59.193,58.885,58.525,58.865,58.459,58.096,57.691,57.836,58.0,58.233,57.53,57.746,57.603,57.623,56.755,56.338,56.174,56.677,57.562,58.428,59.069,59.877,60.285
37,M,False,66.699,67.047,67.005,66.912,67.524,67.046,67.374,68.005,68.578,68.185,68.644,69.116,69.152,69.016,69.406,69.499,69.313,69.341,69.324,68.734,68.435,68.114,67.486,66.753,66.68,65.679,65.855,66.077,66.804,66.552,66.801,67.679,68.2,68.584,69.088,69.689,70.215,70.322,71.105,71.767,72.014,71.809,71.638,71.15,70.734,70.448,70.721,70.452,69.847,69.213,68.461,67.895,68.275,67.849,68.107,67.76,67.504,67.761,67.363,67.689
38,M,True,62.152,62.466,62.375,62.339,62.707,63.362,62.834,62.584,62.283,62.172,61.523,61.702,61.826,61.979,62.204,61.964,62.105,61.72,61.582,62.038,62.147,62.105,62.46,62.859,63.065,63.118,63.285,63.683,63.8,63.708,63.872,64.069,63.782,63.932,64.066,63.504,63.689,62.874,62.322,60.886,61.393,60.579,60.23,59.397,59.489,59.951,59.995,59.319,59.182,60.105,60.065,60.248,60.369,60.651,60.867,61.143,61.112,61.734,61.684,61.717
39,M,True,63.688,63.421,62.902,62.298,62.505,62.774,63.024,63.073,63.821,64.161,63.725,63.708,64.222,64.635,64.873,65.371,65.283,65.377,65.197,64.636,65.396,63.986,64.453,64.584,64.458,64.088,64.111,64.557,64.572,64.247,63.938,64.411,64.834,65.004,65.181,66.307,67.413,67.243,68.657,69.016,69.266,69.043,68.795,68.656,68.838,68.094,66.8,65.988,65.083,64.611,63.745,63.438,63.15,62.953,63.62,63.837,62.918,63.672,63.77,64.882
40,M,False,61.964,62.105,61.72,61.582,62.038,62.147,62.105,62.46,62.859,63.065,63.118,63.285,63.683,63.8,63.708,63.872,64.069,63.782,63.932,64.066,63.504,63.689,62.874,62.322,60.886,61.393,60.579,60.23,59.397,59.489,59.951,59.995,59.319,59.182,60.105,60.065,60.248,60.369,60.651,60.867,61.143,61.112,61.734,61.684,61.717,61.133,61.35,60.179,59.495,59.23,58.686,58.757,58.439,58.248,58.176,57.596,57.914,57.7,57.812,57.958
41,M,False,65.197,64.636,65.396,63.986,64.453,64.584,64.458,64.088,64.111,64.557,64.572,64.247,63.938,64.411,64.834,65.004,65.181,66.307,67.413,67.243,68.657,69.016,69.266,69.043,68.795,68.656,68.838,68.094,66.8,65.988,65.083,64.611,63.745,63.438,63.15,62.953,63.62,63.837,62.918,63.672,63.77,64.882,65.845,66.595,67.024,67.103,68.736,69.635,70.607,70.868,71.462,71.71,72.389,72.304,72.37,72.001,71.749,71.988,73.257,74.437
42,M,False,62.953,63.62,63.837,62.918,63.672,63.77,64.882,65.845,66.595,67.024,67.103,68.736,69.635,70.607,70.868,71.462,71.71,72.389,72.304,72.37,72.001,71.749,71.988,73.257,74.437,73.85,74.748,75.096,75.478,75.9,75.479,75.659,74.912,74.912,74.305,73.74,73.336,73.812,73.683,73.806,73.27,72.731,72.093,71.852,72.306,72.247,71.656,72.029,71.286,71.466,72.184,73.042,75.433,76.213,77.709,78.93,78.984,79.895,80.549,80.683
43,M,False,40.81,41.467,40.617,40.498,40.555,40.582,40.483,40.519,40.64,41.042,40.548,40.588,40.577,40.847,41.134,40.865,40.886,40.746,40.652,40.123,40.699,40.491,40.003,40.047,40.147,40.305,40.212,39.484,40.246,40.144,39.992,40.959,41.176,41.231,41.605,41.656,41.786,41.565,42.519,42.584,42.1,42.109,41.644,40.719,40.62,40.025,39.288,38.929,38.857,38.605,38.359,38.244,38.5,39.09,39.442,39.271,39.306,39.813,39.824,40.43
44,M,True,58.381,58.377,58.353,57.709,57.163,56.742,56.282,55.802,54.327,53.719,53.363,52.986,52.709,53.073,53.344,53.212,53.287,54.009,54.095,54.194,54.689,55.299,55.727,55.546,55.596,55.213,54.808,54.951,54.613,54.339,53.798,53.593,53.354,53.489,52.942,52.715,52.577,52.357,52.072,51.852,51.67,51.536,51.349,51.582,51.595,51.55,51.097,51.762,51.789,52.032,52.358,52.915,52.777,52.671,52.528,52.749,52.847,52.302,52.54,52.435
45,M,True,53.601,53.991,53.007,52.795,53.512,53.511,53.311,53.388,53.36,53.226,53.764,53.499,53.163,52.528,52.346,52.022,51.802,51.445,51.684,51.589,51.45,51.859,52.541,52.585,52.58,52.614,51.964,51.448,52.081,51.047,51.106,50.252,50.928,51.243,52.179,51.295,50.961,51.507,51.326,51.403,51.866,52.222,51.141,50.916,50.746,50.07,50.176,49.94,49.435,49.06,48.835,48.708,48.849,49.176,49.241,49.496,49.293,50.018,50.445,50.422
46,M,False,53.212,53.287,54.009,54.095,54.194,54.689,55.299,55.727,55.546,55.596,55.213,54.808,54.951,54.613,54.339,53.798,53.593,53.354,53.489,52.942,52.715,52.577,52.357,52.072,51.852,51.67,51.536,51.349,51.582,51.595,51.55,51.097,51.762,51.789,52.032,52.358,52.915,52.777,52.671,52.528,52.749,52.847,52.302,52.54,52.435,52.312,51.904,51.484,50.619,50.39,49.714,49.091,48.633,48.383,48.046,47.655,47.686,47.765,48.002,49.002
47,M,False,55.299,55.727,55.546,55.596,55.213,54.808,54.951,54.613,54.339,53.798,53.593,53.354,53.489,52.942,52.715,52.577,52.357,52.072,51.852,51.67,51.536,51.349,51.582,51.595,51.55,51.097,51.762,51.789,52.032,52.358,52.915,52.777,52.671,52.528,52.749,52.847,52.302,52.54,52.435,52.312,51.904,51.484,50.619,50.39,49.714,49.091,48.633,48.383,48.046,47.655,47.686,47.765,48.002,49.002,49.61,49.56,50.059,50.584,50.701,50.727
48,M,False,56.12,55.63,56.066,56.175,56.639,56.684,56.422,56.267,56.551,56.646,56.196,56.034,55.631,55.862,56.44,56.254,55.495,55.482,55.611,56.127,56.472,56.664,57.127,57.384,57.767,58.833,59.176,59.048,58.624,58.936,58.525,58.613,57.857,56.705,56.573,55.959,56.169,55.935,55.874,56.125,56.103,56.464,56.46,57.028,56.987,57.936,58.198,59.035,59.599,59.699,60.66,61.099,60.999,60.972,60.711,61.495,62.013,61.472,61.699,61.197
49,M,False,49.002,49.61,49.56,50.059,50.584,50.701,50.727,50.964,51.101,50.208,49.998,49.743,48.821,47.955,47.837,47.366,47.274,46.717,46.429,46.318,46.43,45.96,45.817,46.16,46.708,46.139,46.057,45.977,46.069,46.196,46.535,46.127,45.87,46.049,45.818,45.81,46.268,46.373,46.519,46.666,46.651,46.784,47.211,47.418,48.05,48.44,49.182,49.244,49.175,49.066,48.849,48.2,47.767,47.019,46.563,46.317,45.735,45.796,45.949,45.508
50,M,True,48.882,48.953,48.58,47.992,48.213,49.05,48.252,47.356,48.323,48.921,48.877,48.709,48.454,48.629,49.844,49.135,48.911,48.955,48.69,48.521,48.358,49.533,49.672,49.24,49.423,48.655,49.525,48.399,48.608,48.68,48.356,48.629,48.257,47.997,48.57,48.407,48.476,48.555,48.224,49.006,49.029,48.659,48.5,48.71,48.3,48.934,48.948,48.636,47.915,46.649,46.499,46.675,46.341,46.349,45.955,45.548,45.374,45.643,45.147,45.375
51,M,False,49.24,49.423,48.655,49.525,48.399,48.608,48.68,48.356,48.629,48.257,47.997,48.57,48.407,48.476,48.555,48.224,49.006,49.029,48.659,48.5,48.71,48.3,48.934,48.948,48.636,47.915,46.649,46.499,46.675,46.341,46.349,45.955,45.548,45.374,45.643,45.147,45.375,44.773,45.863,46.131,46.304,45.721,45.168,45.989,44.738,44.329,44.317,43.493,43.344,43.798,43.741,43.241,42.67,43.045,43.629,43.256,42.77,42.6,42.715,42.782
52,M,False,45.721,45.168,45.989,44.738,44.329,44.317,43.493,43.344,43.798,43.741,43.241,42.67,43.045,43.629,43.256,42.77,42.6,42.715,42.782,42.305,42.203,42.012,42.009,41.715,41.76,41.906,41.785,41.862,41.491,41.143,41.223,40.818,40.861,40.886,40.168,39.788,39.633,40.061,39.887,39.968,40.336,40.651,41.178,41.362,41.752,41.174,42.716,42.511,42.381,42.051,43.252,42.099,40.789,41.842,41.86,42.795,43.271,44.037,41.337,38.033
53,M,False,39.887,39.968,40.336,40.651,41.178,41.362,41.752,41.174,42.716,42.511,42.381,42.051,43.252,42.099,40.789,41.842,41.86,42.795,43.271,44.037,41.337,38.033,41.712,42.583,41.773,41.381,41.148,42.394,42.128,41.782,41.612,42.177,41.914,41.305,41.414,41.031,40.85,40.383,40.278,40.345,38.918,38.839,38.096,37.747,37.514,37.025,36.983,36.979,36.256,35.849,35.395,35.878,35.731,35.915,36.12,36.31,36.971,36.041,36.718,35.942
