,FLARE_TYPE,COINCIDENCE,MEANSHR_1,MEANSHR_2,MEANSHR_3,MEANSHR_4,MEANSHR_5,MEANSHR_6,MEANSHR_7,MEANSHR_8,MEANSHR_9,MEANSHR_10,MEANSHR_11,MEANSHR_12,MEANSHR_13,MEANSHR_14,MEANSHR_15,MEANSHR_16,MEANSHR_17,MEANSHR_18,MEANSHR_19,MEANSHR_20,MEANSHR_21,MEANSHR_22,MEANSHR_23,MEANSHR_24,MEANSHR_25,MEANSHR_26,MEANSHR_27,MEANSHR_28,MEANSHR_29,MEANSHR_30,MEANSHR_31,MEANSHR_32,MEANSHR_33,MEANSHR_34,MEANSHR_35,MEANSHR_36,MEANSHR_37,MEANSHR_38,MEANSHR_39,MEANSHR_40,MEANSHR_41,MEANSHR_42,MEANSHR_43,MEANSHR_44,MEANSHR_45,MEANSHR_46,MEANSHR_47,MEANSHR_48,MEANSHR_49,MEANSHR_50,MEANSHR_51,MEANSHR_52,MEANSHR_53,MEANSHR_54,MEANSHR_55,MEANSHR_56,MEANSHR_57,MEANSHR_58,MEANSHR_59,MEANSHR_60,MEANSHR_61,MEANSHR_62,MEANSHR_63,MEANSHR_64,MEANSHR_65,MEANSHR_66,MEANSHR_67,MEANSHR_68,MEANSHR_69,MEANSHR_70,MEANSHR_71,MEANSHR_72,MEANSHR_73,MEANSHR_74,MEANSHR_75,MEANSHR_76,MEANSHR_77,MEANSHR_78,MEANSHR_79,MEANSHR_80,MEANSHR_81,MEANSHR_82,MEANSHR_83,MEANSHR_84,MEANSHR_85,MEANSHR_86,MEANSHR_87,MEANSHR_88,MEANSHR_89,MEANSHR_90,MEANSHR_91,MEANSHR_92,MEANSHR_93,MEANSHR_94,MEANSHR_95,MEANSHR_96,MEANSHR_97,MEANSHR_98,MEANSHR_99,MEANSHR_100,MEANSHR_101,MEANSHR_102,MEANSHR_103,MEANSHR_104,MEANSHR_105,MEANSHR_106,MEANSHR_107,MEANSHR_108,MEANSHR_109,MEANSHR_110,MEANSHR_111,MEANSHR_112,MEANSHR_113,MEANSHR_114,MEANSHR_115,MEANSHR_116,MEANSHR_117,MEANSHR_118,MEANSHR_119
0,X,False,50.356,50.329,50.44,50.601,50.497,50.519,50.635,50.621,50.859,50.918,51.096,51.283,51.385,51.531,51.529,51.447,51.264,51.289,51.407,51.53,51.445,51.61,51.664,51.521,51.718,51.693,51.676,51.821,51.531,51.598,51.401,51.343,51.305,51.209,51.204,51.039,51.131,51.523,51.422,51.633,51.822,51.646,51.886,52.013,52.285,52.153,52.383,52.371,52.261,52.397,52.441,52.43,52.576,52.599,52.529,52.393,52.378,52.225,52.153,52.12,52.071,52.303,52.303,52.267,52.4,52.453,52.712,52.732,52.641,52.503,52.485,52.534,52.383,52.211,52.253,52.24,52.28,52.323,52.242,52.278,52.142,52.03,51.967,51.816,51.727,51.907,52.119,52.032,52.472,52.572,52.466,52.555,52.556,52.523,52.56,52.426,52.537,52.445,52.454,52.458,52.3,52.176,52.255,52.163,51.938,52.068,52.009,51.952,51.71,51.781,51.718,51.96,52.004,51.843,51.764,51.768,51.928,51.92,51.799
1,X,False,50.115,50.201,50.097,49.974,49.751,49.746,49.843,49.637,49.636,49.84,49.792,49.576,49.622,49.503,49.518,49.41,49.629,49.874,49.891,50.027,49.982,50.133,50.204,50.209,50.316,50.263,50.276,50.36,50.238,50.387,50.25,50.367,50.397,50.357,50.376,50.676,50.562,50.757,50.457,50.454,50.341,50.381,50.216,50.089,50.004,50.077,50.018,50.013,50.278,50.312,50.39,50.584,50.628,50.734,50.765,50.852,50.75,50.791,50.735,50.623,50.587,50.66,50.68,50.55,50.482,50.32,50.338,50.373,50.418,50.145,50.274,50.292,50.32,50.24,50.296,50.178,50.054,50.049,49.96,49.972,49.996,50.083,50.186,50.009,49.902,49.893,49.877,49.801,49.531,49.62,49.296,49.168,49.061,49.04,48.98,48.862,48.86,48.819,48.773,48.791,48.941,48.811,49.735,48.689,48.758,48.655,48.701,48.766,48.598,48.704,48.489,48.641,48.67,48.837,48.853,48.662,48.519,48.494,48.32
2,X,False,38.993,39.151,39.317,39.399,39.261,39.188,39.279,39.22,39.266,39.307,39.215,39.319,39.388,39.069,39.248,39.241,39.122,39.155,39.252,39.193,38.788,38.713,38.72,38.691,38.592,38.723,38.833,39.052,38.931,38.936,38.888,38.483,38.622,38.684,38.653,38.611,38.717,38.468,38.208,38.467,38.212,37.933,37.897,37.893,37.877,37.877,37.941,37.933,37.758,38.024,37.956,38.015,38.051,37.944,37.695,37.589,37.525,37.575,37.368,37.66,37.152,37.239,37.009,36.981,37.38,37.237,37.643,37.791,37.817,38.097,38.184,38.192,38.258,38.472,38.161,38.159,38.061,37.938,38.087,38.003,38.021,38.027,37.941,37.919,37.781,37.761,37.62,37.631,37.199,37.285,37.433,37.362,37.273,0.0,37.562,37.425,38.097,37.626,37.965,38.113,38.066,37.773,37.549,37.484,37.709,37.825,37.468,37.788,37.559,37.246,37.113,36.85,37.063,37.051,36.594,36.613,36.587,37.025,36.974
3,X,False,43.866,43.994,43.996,43.732,44.165,44.152,44.101,43.962,44.199,44.445,44.442,44.243,44.09,44.372,44.467,44.418,44.542,44.437,44.392,44.045,44.363,44.231,44.322,44.009,43.78,43.571,43.524,43.662,43.304,43.128,43.175,43.141,43.339,42.898,42.549,42.137,41.941,41.286,41.212,41.333,41.201,41.461,42.265,42.304,42.851,42.937,42.989,43.1,43.063,43.015,43.095,43.036,42.745,42.253,42.519,42.567,42.423,42.294,42.412,41.923,41.887,41.977,41.612,41.909,41.836,41.888,42.249,42.161,42.121,42.286,42.508,42.628,42.432,42.657,42.399,42.376,41.936,42.064,41.991,41.842,41.783,41.945,41.413,41.691,41.501,41.253,41.264,41.276,41.481,41.037,41.055,41.183,41.379,41.73,41.743,41.614,41.767,41.306,41.064,40.964,40.845,40.85,40.682,40.536,40.281,40.415,39.85,40.075,39.952,40.075,39.96,39.995,39.901,40.22,40.378,40.529,40.169,40.391,40.405
4,X,True,39.761,39.341,39.202,39.252,38.756,39.043,38.829,38.889,38.859,39.081,39.014,38.917,39.208,38.808,38.881,38.878,38.863,38.911,38.748,38.828,38.976,39.117,38.989,38.852,39.121,38.889,38.694,38.942,38.813,38.973,38.775,38.924,38.581,38.703,38.675,38.61,38.588,38.783,38.65,38.204,38.551,38.799,39.071,39.109,39.191,39.044,38.95,39.184,39.338,39.28,39.365,39.679,39.727,39.551,39.368,39.154,39.603,39.527,39.632,39.327,39.452,39.309,38.881,38.866,39.209,39.325,39.239,39.246,39.298,39.236,38.938,39.133,39.247,39.278,39.446,39.138,39.236,39.325,39.138,38.949,38.95,38.728,38.732,38.27,38.361,38.299,38.407,38.242,38.562,38.72,38.828,38.639,38.437,38.442,38.414,38.396,38.765,38.502,38.336,38.231,38.474,38.285,37.945,37.55,40.634,37.46,37.395,37.106,36.956,37.166,37.413,37.134,37.158,37.435,37.606,37.593,37.484,37.695,37.827
5,X,True,41.563,42.092,41.55,41.098,40.705,40.795,40.885,40.881,41.046,41.236,40.849,40.764,41.205,41.163,41.036,40.576,40.611,40.751,40.319,40.798,40.828,41.136,41.264,40.982,41.245,40.402,40.976,40.956,40.857,41.092,41.279,41.173,41.668,41.78,41.373,41.457,41.505,41.46,41.367,41.379,41.277,41.011,41.012,41.359,41.401,41.295,41.539,41.828,41.146,42.103,41.763,41.869,41.669,42.444,41.569,41.982,41.886,42.564,43.088,42.671,42.59,42.304,42.316,42.594,42.671,42.145,42.247,42.049,42.548,42.139,42.174,42.354,42.355,42.051,42.706,42.486,42.169,42.823,42.933,42.692,42.666,42.409,42.436,42.565,42.472,42.453,42.389,42.672,42.653,42.759,42.818,43.151,43.149,42.889,42.943,42.984,42.982,42.843,43.073,43.03,43.204,43.145,42.447,42.485400000000006,42.5238,42.562200000000004,42.6006,42.639,42.677400000000006,42.7158,42.754200000000004,42.7926,42.831,43.357,43.729,45.441,44.109,44.133,45.101
6,X,False,41.175,40.776,40.9,40.485,40.714,40.702,40.635,40.399,40.267,40.313,40.177,40.116,40.037,39.897,39.976,40.026,39.781,39.805,40.21,39.555,39.722,39.652,39.621,39.714,39.916,39.892,40.115,39.744,39.799,39.92,39.746,39.821,39.86,39.786,39.765,0.0,40.203,40.357,40.239,40.281,40.231,40.454,40.49,40.278,40.197,40.187,39.928,39.752,39.683,39.792,40.248,39.707,39.656,39.761,39.361,39.717,39.462,39.74,39.385,39.618,39.223,39.587,40.013,39.188,39.387,39.614,39.403,39.767,39.805,40.109,40.019,40.037,40.267,40.2,40.06,39.963,40.048,39.854,39.578,39.939,39.837,39.699,40.016,39.744,40.146,40.137,40.165,40.158,40.071,39.781,40.352,40.408,40.503,40.014,40.039,40.351,40.314,40.254,40.052,40.125,40.019,40.226,39.99,40.277,40.17,40.279,40.274,40.137,39.992,39.791,40.119,39.982,40.126,40.189,40.232,40.025,40.05,40.316,40.325
7,X,True,44.422,44.898,44.984,44.424,44.609,44.532,44.248,44.408,43.869,43.906,43.88,44.661,44.346,43.616,43.623,43.337,43.186,43.396,43.656,43.44,43.579,43.783,43.851,43.775,43.765,43.387,43.567,43.143,42.818,42.586,42.732,42.631,42.484,42.879,42.684,42.57,41.84,42.363,42.261,42.548,42.138,42.243,42.412,42.241,42.386,42.903,42.293,42.891,42.829,42.502,42.73,42.76,42.653,42.746,42.407,42.531,42.087,41.886,42.508,42.551,42.209,42.155,42.358,42.558,42.708,42.391,42.319,42.417,42.604,42.367,42.594,42.468,42.221,41.856,42.074,42.24,41.922,41.741,42.033,41.946,42.009,42.526,42.508,42.038,42.473,42.246,41.653,41.825,41.586,41.903,41.766,42.487,42.331,42.488,42.62,43.012,42.687,42.713,42.217,42.453,42.228,42.226,42.634,0.0,42.799,43.141,42.961,43.01,43.171,42.797,42.551,42.544,42.287,42.42,42.748,42.587,42.512,42.823,43.059
8,X,False,39.981,40.172,40.235,40.609,40.685,40.023,40.201,40.368,40.528,40.142,40.31,40.173,40.178,40.41,40.152,40.049,40.117,40.499,0.0,39.816,40.325,40.204,40.116,39.856,40.011,40.532,40.226,40.296,39.959,39.851,39.413,39.523,39.676,39.802,39.539,39.251,39.02,39.082,39.283,39.202,38.971,38.934,39.153,39.188,38.87,38.75,38.978,39.236,38.987,39.12,39.259,39.025,39.045,38.808,38.778,38.912,38.943,38.734,38.816,38.757,38.677,38.669,38.9,38.628,38.782,38.63,38.696,38.576,38.44,38.631,38.512,38.533,38.47,38.362,38.363,38.655,38.224,38.556,38.361,38.722,38.796,38.495,38.644,38.819,38.739,38.736,38.71,38.564,38.791,38.357,38.502,38.578,38.485,38.279,38.014,37.944,38.067,37.654,37.671,37.72,37.445,37.144,37.09,37.141,37.129,37.03,37.07,36.979,37.058,37.133,37.226,37.243,37.133,37.106,37.256,37.271,37.512,37.242,37.13
9,X,False,45.286,45.451,45.516,45.648,45.703,45.79,45.792,45.767,45.671,45.7,45.832,45.877,45.707,0.0,45.466,45.332,45.302,45.264,45.118,45.019,44.772,44.679,44.594,44.583,46.754,44.749,45.013,45.192,45.353,45.429,45.531,45.625,0.0,45.573,45.618,45.557,45.581,45.556,45.564,45.606,45.608,45.568,45.717,45.626,45.698,45.655,45.607,45.659,45.654,45.715,45.872,45.606,45.645,45.694,45.677,45.668,45.604,45.623,45.581,45.554,45.38,45.361,45.318,45.344,45.306,45.206,45.202,0.0,45.141,45.139,45.119,45.248,44.931,44.691,44.542,44.371,44.158,44.176,43.976,44.105,44.208,44.31,44.327,44.464,44.564,44.61,44.764,44.942,45.072,45.076,44.969,45.018,44.99,45.03,45.144,44.969,44.995,44.906,44.981,45.022,44.997,44.924,44.914,44.858,44.943,44.892,44.91,44.762,44.622,44.639,44.735,44.746,44.604,44.7,44.671,44.675,44.65,44.645,44.523
10,X,False,36.914,36.930282051282056,36.9465641025641,36.96284615384616,36.979128205128205,36.99541025641026,37.01169230769231,37.02797435897436,37.04425641025641,37.060538461538464,37.07682051282051,37.093102564102566,37.10938461538462,37.12566666666667,37.14194871794872,37.15823076923077,37.174512820512824,37.19079487179487,37.207076923076926,37.22335897435897,37.23964102564103,37.255923076923075,37.27220512820513,37.288487179487184,37.30476923076923,37.321051282051286,37.33733333333333,37.35361538461539,37.369897435897435,37.38617948717949,37.40246153846154,37.41874358974359,37.435025641025646,37.451307692307694,37.46758974358975,37.483871794871796,37.50015384615385,37.5164358974359,37.53271794871795,37.549,37.565282051282054,37.5815641025641,37.597846153846156,37.61412820512821,37.63041025641026,37.64669230769231,37.66297435897436,37.679256410256414,37.69553846153846,37.711820512820516,37.728102564102564,37.74438461538462,37.760666666666665,37.77694871794872,37.793230769230775,37.80951282051282,37.825794871794876,37.842076923076924,37.85835897435898,37.874641025641026,37.89092307692308,37.90720512820513,37.92348717948718,37.93976923076923,37.956051282051284,37.97233333333334,37.988615384615386,38.00489743589744,38.02117948717949,38.03746153846154,38.05374358974359,38.070025641025644,38.08630769230769,38.102589743589746,38.118871794871794,38.13515384615385,38.1514358974359,38.16771794871795,38.184000000000005,38.20028205128205,38.21656410256411,38.232846153846154,38.24912820512821,38.265410256410256,38.28169230769231,38.29797435897436,38.31425641025641,38.33053846153847,38.346820512820514,38.36310256410257,38.379384615384616,38.39566666666667,38.41194871794872,38.42823076923077,38.44451282051282,38.460794871794874,38.47707692307693,38.493358974358976,38.50964102564103,38.52592307692308,38.54220512820513,38.55848717948718,38.574769230769235,38.59105128205128,38.60733333333334,38.623615384615384,38.63989743589744,38.65617948717949,38.67246153846154,38.688743589743595,38.70502564102564,38.7213076923077,38.737589743589744,38.7538717948718,38.770153846153846,38.7864358974359,38.80271794871795,38.819,38.639
11,X,False,38.886,37.619,37.761,37.395,37.576,37.475,37.243,37.14,36.739,36.676,37.106,36.743,36.607,36.051,36.123,35.811,36.808,37.159,37.27,36.178,37.35,36.77,0.0,36.868,37.202,36.63,36.551,36.671,35.658,36.058,35.533,35.861,35.915,35.038,35.805,35.787,35.43,34.949,33.791,33.548,0.0,33.102,34.146,33.825,33.93,33.642,34.286,33.863,33.257,34.219,34.311,33.332,33.04,33.832,33.765,33.134,33.036,32.488,32.182,32.638,32.714,32.063,31.711,31.923,32.317,32.527,32.295,32.592,31.954,31.942,31.398,31.655,32.347,31.991,32.424,31.924,31.978,31.152,31.381,31.145,30.932,31.362,30.653,30.266,30.721,30.39,30.791,30.003,30.263,29.959,29.347,29.003,28.825,29.316,29.111,29.179,29.385,29.06,29.208,28.931,29.061,29.583,30.052,29.892,29.201,29.617,29.535,29.491,29.46,29.488,29.482,29.431,29.376,29.168,28.751,29.25,28.921,29.546,29.072
12,X,True,47.638,44.498,44.741,44.979,46.014,45.682,47.369,44.442,44.875,44.928,44.105,44.176,45.662,43.984,43.393,44.138,43.169,42.512,43.174,42.809,42.532,41.712,42.228,42.012,44.091,42.112,42.996,42.93346875,42.870937500000004,42.808406250000004,42.745875,42.68334375,42.6208125,42.55828125,42.49575,42.43321875,42.3706875,42.30815625,42.245625000000004,42.18309375,42.1205625,42.05803125,41.9955,41.93296875,41.8704375,41.80790625,41.745374999999996,41.682843749999996,41.6203125,41.55778125,41.49525,41.43271875,41.3701875,41.30765625,41.245125,41.182593749999995,41.120062499999996,41.05753125,40.995,41.626,40.49,41.241,41.51,40.749,39.829,40.234,39.442,39.062,39.688,38.888,39.073,38.124,38.269,38.406,38.973,39.016,38.56,38.413,38.558,37.7,37.437,37.368,38.083,37.718,37.861,37.575,38.079,39.059,38.179,37.697,37.404,38.104,37.686,38.585,0.0,38.117,38.948,38.675,38.149,37.772,37.878,37.648,38.167,37.542,37.006,36.897,36.928,37.95,38.178,38.011,37.304,37.823,38.194,38.36,39.115,39.065,38.507,38.992,38.567
13,X,True,42.996,42.93346875,42.870937500000004,42.808406250000004,42.745875,42.68334375,42.6208125,42.55828125,42.49575,42.43321875,42.3706875,42.30815625,42.245625000000004,42.18309375,42.1205625,42.05803125,41.9955,41.93296875,41.8704375,41.80790625,41.745374999999996,41.682843749999996,41.6203125,41.55778125,41.49525,41.43271875,41.3701875,41.30765625,41.245125,41.182593749999995,41.120062499999996,41.05753125,40.995,41.626,40.49,41.241,41.51,40.749,39.829,40.234,39.442,39.062,39.688,38.888,39.073,38.124,38.269,38.406,38.973,39.016,38.56,38.413,38.558,37.7,37.437,37.368,38.083,37.718,37.861,37.575,38.079,39.059,38.179,37.697,37.404,38.104,37.686,38.585,0.0,38.117,38.948,38.675,38.149,37.772,37.878,37.648,38.167,37.542,37.006,36.897,36.928,37.95,38.178,38.011,37.304,37.823,38.194,38.36,39.115,39.065,38.507,38.992,38.567,38.974,39.081,39.178,38.834,38.941,38.443,38.703,38.213,38.45,37.993,38.529,38.176,37.693,37.781,37.759,38.245,37.841,37.837,38.098,38.634,38.166,37.953,38.374,38.386,37.889,38.145
14,X,True,37.736,37.491,37.391,37.855,37.918,37.975,37.669,37.757,37.648,37.44,37.591,37.437,37.012,36.932,36.615,36.611,36.37,36.937,36.486,36.643,36.268,36.293,36.432,36.261,36.482,36.487,36.394,36.693,36.501,36.534,36.227,36.464,0.0,36.945,36.694,36.558,36.414,36.664,36.4,36.219,36.108,36.331,36.143,36.245,36.225,36.18,36.121,36.157,35.806,35.874,35.949,35.965,36.008,36.082,36.214,0.0,35.971,35.917,35.921,35.883,35.984,35.995,35.77,36.076,36.221,36.276,36.249,36.392,36.847,36.542,36.494,36.376,36.437,36.507,36.666,36.296,36.412,36.599,36.075,35.662,35.8,35.544,35.669,35.566,35.436,35.433,35.437,35.591,0.0,35.594,36.019,36.027,0.0,36.151,36.293,36.344,36.134,36.057,36.061,35.888,36.103,35.682,36.276,36.034,35.991,35.903,35.694,35.806,35.564,35.665,35.714,35.772,35.66,35.516,35.311,35.4,35.394,35.452,35.544
15,X,False,35.581,35.609,35.381,35.478,35.56,35.59,0.0,35.929,35.598,35.845,36.055,36.071,36.114,35.745,36.261,36.304,36.743,36.477,36.15,36.395,35.463,36.238,35.804,36.193,36.22,0.0,36.31,36.136,36.437,36.161,35.878,35.227,34.825,34.313,34.243,34.568,33.028,33.311,33.476,34.526,0.0,32.722,32.778,33.01,32.165,31.773,31.313,31.2,30.979,30.148,30.142,29.763,28.932,29.284,29.412,29.321,29.263,0.0,27.915,28.488,27.34,27.142,28.054,27.167,26.112,26.917,26.156,26.264,24.629,24.18,24.968,23.046,22.985,22.722,22.424,22.047,21.26,20.872,20.997,21.835,21.38,21.095,21.737,20.352,21.266,21.233,20.839,21.037,20.829,20.706,21.382,20.417,19.226,19.457,19.816,19.721,18.951,19.035,18.295,18.372,18.516,19.022,19.182,19.345,18.692,20.256,17.894,17.808,18.189,19.112,19.811,20.933,18.899,19.859,18.845,20.33,21.849,19.025,17.565
16,X,False,38.599,38.622,38.601,38.657,38.533,38.35,38.432,38.469,38.348,38.462,38.259,38.299,38.307,38.408,38.512,38.316,37.947,38.526,38.727,38.601,38.625,38.66,38.66,38.806,38.781,38.914,38.793,38.917,38.797,38.966,39.064,38.849,38.749,38.778,38.868,38.926,38.933,38.481,38.519,38.858,38.982,38.91,38.903,39.069,39.117,39.496,39.427,39.652,39.642,39.573,39.639,39.479,39.607,39.656,39.492,39.667,39.68,39.648,39.522,39.747,39.587,39.641,39.567,0.0,39.569,39.782,39.84,39.882,39.939,39.952,39.715,39.762,39.358,39.483,39.448,39.612,40.006,39.505,39.478,39.605,39.869,39.986,39.977,39.994,40.107,40.265,40.11,39.926,40.08,40.085,40.181,40.043,40.024,40.0,39.848,39.55,39.416,39.749,39.264,39.523,39.505,39.515,39.392,39.56,39.691,39.851,39.639,39.823,39.982,39.956,39.953,39.766,40.005,40.083,40.22,40.235,40.283,40.046,40.037
17,X,False,44.453,44.461,44.499,44.707,44.403,44.668,44.736,44.856,44.889,45.056,44.881,44.9,44.873,45.108,45.008,45.008,45.045,45.167,45.236,44.957,45.065,44.921,44.827,44.805,44.71,44.481,44.234,44.271,44.28,44.181,44.349,44.205,44.096,44.143,43.717,43.898,43.972,44.183,43.981,44.233,44.219,44.105,44.178,44.291,44.165,44.274,44.467,44.431,44.503,44.711,44.651,44.649,44.52,44.51,44.391,44.238,44.252,44.161,44.247,44.04,44.081,44.104,43.93,43.553,43.899,44.041,43.818,43.777,44.027,44.223,44.033,44.074,44.066,44.148,44.096,44.208,44.349,44.411,44.434,44.278,44.27,44.247,44.266,44.135,44.02,43.998,43.828,43.925,43.958,44.178,44.149,43.931,43.775,43.686,43.84,43.701,43.667,43.812,43.883,43.848,43.981,43.881,43.73,43.678,43.961,43.973,43.947,43.715,43.603,43.505,43.759,43.516,43.493,43.335,43.346,43.14,42.822,42.762,42.908
18,X,False,32.363,0.0,32.224,32.77,32.398,32.253,32.622,32.553,32.621,32.51,32.578,32.495,32.557,32.395,32.448,32.432,32.718,31.965,31.975,32.067,32.302,32.131,31.866,32.09,32.017,32.013,32.043,31.677,31.461,31.662,31.638,31.62,31.686,31.785,31.579,31.457,31.297,31.5,31.536,32.312,31.436,31.626,30.957,30.993,31.255,31.489,31.471,31.438,31.172,30.868,30.929,30.89,30.922,30.955,30.874,30.865,30.73,31.178,30.783,31.046,30.81,30.646,30.644,30.933,30.826,30.669,30.87,30.69,30.395,30.063,30.01,30.094,30.323,30.309,30.112,30.296,30.119,29.976,29.875,29.821,30.158,29.614,29.823,29.883,29.655,29.365,29.371,29.56,29.315,29.245,29.018,29.424,29.533,29.418,29.131,29.313,29.445,29.402,29.202,29.228,28.94,28.779,28.975,28.985,29.098,28.947,29.192,29.299,29.024,29.187,29.113,29.037,29.384,28.82,29.392,29.15,28.946,29.196,29.678
19,X,False,48.282,48.385,48.266,48.143,48.267,48.225,48.382,48.341,48.377,48.202,47.84,47.866,47.792,47.877,48.093,48.139,48.464,48.432,48.498,48.616,48.683,48.603,48.601,48.503,48.474,48.394,48.37,48.442,48.44,48.565,48.546,48.572,48.647,48.554,48.604,48.581,48.572,48.624,48.769,48.827,48.994,49.065,49.075,49.115,49.183,49.186,48.993,48.98,48.984,49.033,49.055,49.124,49.217,49.157,49.236,49.356,49.374,49.411,49.368,49.257,49.334,49.223,49.167,49.107,48.932,48.848,48.801,48.888,49.011,49.239,49.372,49.568,49.697,49.881,49.687,49.767,49.944,50.046,50.03,49.971,50.004,49.874,49.747,49.799,49.783,49.674,49.738,49.645,49.692,49.818,49.546,49.581,49.572,49.533,49.528,49.388,49.326,49.408,49.414,49.432,49.438,49.551,49.454,49.405,49.429,49.374,49.377,49.382,49.444,49.437,49.507,49.606,49.645,49.67,49.575,49.579,49.778,49.816,49.833
20,X,False,13.479,13.787,13.292,13.561,14.056,14.961,14.474,13.979,14.844,14.777,15.878,16.541,16.66,17.064,18.713,19.422,20.031,17.934,19.122,19.85,19.95,19.598,18.399,18.536,18.903,18.7,17.977,17.944,17.548,16.211,18.522,16.349,17.743,16.489,17.31,17.177,17.037,17.489,17.834,17.861,17.934,18.94,19.526,19.69,18.972,20.257,20.579,20.354,20.295,21.805,23.193,21.589,22.038,22.213,22.461,23.435,25.149,24.259,24.905,25.094,24.591,25.062,25.237,26.303,26.323,25.902,26.589,26.054,26.846,27.303,27.482,26.659,28.128,27.38,28.393,28.3,28.171,28.572,28.453,28.419,29.399,28.464,28.667,29.252,28.705,28.322,28.574,28.789,28.851,28.256,28.808,28.406,28.125,28.282,29.388,29.308,28.949,28.96,29.521,29.55,29.345,29.548,29.628,28.924,28.718,28.928,28.83,28.539,29.038,28.719,28.747,28.743,28.228,28.074,27.79,28.577,28.242,27.756,27.412
21,X,True,36.276,36.277,35.979,36.114,36.387,36.381,36.75,36.722,36.112,36.031,36.051,36.104,36.276,35.976,36.019,35.876,35.694,35.884,35.959,35.725,35.954,35.864,35.562,35.513,35.774,35.567,35.964,35.703,35.697,35.832,35.431,35.206,34.941,34.764,34.658,34.421,34.786,34.551,34.483,34.666,34.905,35.201,34.538,34.615,34.613,34.588,34.165,34.831,34.372,34.074,34.623,34.841,34.403,35.473,35.286,35.175,35.289,35.348,35.332,35.511,35.007,34.681,34.905,34.482,34.568,34.923,34.934,35.033,35.17,35.048,34.984,35.015,35.256,34.918,34.996,35.083,34.613,34.676,34.823,34.706,35.223,34.597,34.36,34.806,34.78,34.688,34.583,34.545,34.454,34.737,34.387,34.688,35.054,34.965,34.652,34.427,34.524,34.778,34.92,34.804,35.099,34.658,35.128,34.724,34.869,35.098,35.32,34.947,35.254,35.121,34.975,35.245,34.972,34.968,35.568,35.166,35.118,35.423,35.268
22,X,False,26.058,25.632,25.84,26.22,25.925,25.829,25.567,26.004,26.243,25.947,26.262,26.329,25.999,26.325,25.928,26.016,25.744,25.89,25.555,26.012,25.729,25.317,25.645,25.857,24.985,25.575,24.83,24.378,24.588,24.171,24.712,24.627,24.575,24.751,25.11,24.578,24.96,25.411,25.005,24.754,24.968,24.456,24.966,24.822,24.874,25.065,25.091,25.11,25.152,24.54,24.939,25.062,25.029,25.157,25.245,25.045,25.069,25.532,25.571,25.48,25.129,25.44,25.193,25.52,25.412,25.785,26.406,26.056,26.05,25.757,25.807,25.783,26.513,26.054,25.81,25.492,25.501,25.603,25.296,25.35,25.624,25.276,25.267,25.309,25.295,25.495,25.459,25.177,25.682,25.427,25.144,25.252,25.795,25.268,25.343,25.519,25.946,25.882,26.038,26.294,26.666,26.73,26.58,26.451,26.341,26.01,25.872,25.764,25.659,25.883,25.469,25.458,25.395,25.146,25.474,25.452,25.302,24.937,25.143
23,X,False,44.793,42.833,42.925,42.74,42.862,42.23,41.619,41.672,41.783,41.516,40.695,41.833,39.894,41.158,39.224,39.725,38.543,38.745,37.681,39.667,39.58,39.136,39.827,39.002,39.896,39.495,38.433,39.446,40.001,39.34,40.291,39.615,39.375,39.933,39.594,39.317,39.52,38.598,39.05,39.4,39.315,39.867,39.242,38.559,39.358,39.451,38.894,39.073,39.32,39.941,39.06,40.233,39.413,39.509,40.141,39.99,39.636,39.594,39.332,39.814,38.988,39.067,38.659,38.883,38.749,38.765,39.022,38.583,38.865,38.855,38.648,38.697,38.929,38.214,38.58,38.256,37.798,37.211,37.781,36.752,36.893,37.349,37.578,36.319,36.285,36.494,36.458,36.366,36.732,36.228,36.034,36.451,36.535,36.52,36.616,36.779,36.743,37.456,36.115,36.024,35.768,36.067,35.894,35.396,35.447,35.765,35.437,35.181,35.221,35.279,34.075,34.477,34.686,34.599,34.377,34.009,34.112,34.272,33.358
24,X,False,38.165,38.071,37.772,38.12,37.459,37.438,37.632,37.434,37.734,37.658,37.028,36.86,36.784,36.717,36.932,36.999,36.778,36.978,37.056,37.183,37.15,37.842,0.0,37.516,37.507,37.426,37.079,37.214,36.762,36.914,36.757,37.022,36.794,0.0,36.823,37.057,36.931,36.81,36.853,36.813,36.633,36.571,36.656,36.451,36.544,36.543,36.89,36.916,36.86,36.871,36.957,36.844,36.766,36.683,37.11,37.072,37.081,37.019,37.119,37.136,36.94,36.881,36.722,36.721,36.674,36.769,36.634,36.749,36.86,36.807,36.859,36.885,36.875,36.9,37.071,37.207,37.178,37.166,37.224,37.083,37.253,37.367,37.223,37.328,37.183,37.133,37.157,37.158,37.093,36.965,37.013,36.913,36.986,36.979,37.046,36.968,36.921,36.92,37.014,37.042,37.075,37.068,37.142,37.183,37.098,37.065,37.055,37.026,37.049,37.157,37.364,37.443,37.463,37.582,37.576,37.75,37.827,37.907,37.914
