,FLARE_TYPE,COINCIDENCE,MEANGBZ_1,MEANGBZ_2,MEANGBZ_3,MEANGBZ_4,MEANGBZ_5,MEANGBZ_6,MEANGBZ_7,MEANGBZ_8,MEANGBZ_9,MEANGBZ_10,MEANGBZ_11,MEANGBZ_12,MEANGBZ_13,MEANGBZ_14,MEANGBZ_15,MEANGBZ_16,MEANGBZ_17,MEANGBZ_18,MEANGBZ_19,MEANGBZ_20,MEANGBZ_21,MEANGBZ_22,MEANGBZ_23,MEANGBZ_24,MEANGBZ_25,MEANGBZ_26,MEANGBZ_27,MEANGBZ_28,MEANGBZ_29,MEANGBZ_30,MEANGBZ_31,MEANGBZ_32,MEANGBZ_33,MEANGBZ_34,MEANGBZ_35,MEANGBZ_36,MEANGBZ_37,MEANGBZ_38,MEANGBZ_39,MEANGBZ_40,MEANGBZ_41,MEANGBZ_42,MEANGBZ_43,MEANGBZ_44,MEANGBZ_45,MEANGBZ_46,MEANGBZ_47,MEANGBZ_48,MEANGBZ_49,MEANGBZ_50,MEANGBZ_51,MEANGBZ_52,MEANGBZ_53,MEANGBZ_54,MEANGBZ_55,MEANGBZ_56,MEANGBZ_57,MEANGBZ_58,MEANGBZ_59,MEANGBZ_60,MEANGBZ_61,MEANGBZ_62,MEANGBZ_63,MEANGBZ_64,MEANGBZ_65,MEANGBZ_66,MEANGBZ_67,MEANGBZ_68,MEANGBZ_69,MEANGBZ_70,MEANGBZ_71,MEANGBZ_72,MEANGBZ_73,MEANGBZ_74,MEANGBZ_75,MEANGBZ_76,MEANGBZ_77,MEANGBZ_78,MEANGBZ_79,MEANGBZ_80,MEANGBZ_81,MEANGBZ_82,MEANGBZ_83,MEANGBZ_84,MEANGBZ_85,MEANGBZ_86,MEANGBZ_87,MEANGBZ_88,MEANGBZ_89,MEANGBZ_90,MEANGBZ_91,MEANGBZ_92,MEANGBZ_93,MEANGBZ_94,MEANGBZ_95,MEANGBZ_96,MEANGBZ_97,MEANGBZ_98,MEANGBZ_99,MEANGBZ_100,MEANGBZ_101,MEANGBZ_102,MEANGBZ_103,MEANGBZ_104,MEANGBZ_105,MEANGBZ_106,MEANGBZ_107,MEANGBZ_108,MEANGBZ_109,MEANGBZ_110,MEANGBZ_111,MEANGBZ_112,MEANGBZ_113,MEANGBZ_114,MEANGBZ_115,MEANGBZ_116,MEANGBZ_117,MEANGBZ_118,MEANGBZ_119
10,X,False,89.865,89.8985299145299,89.93205982905982,89.96558974358973,89.99911965811965,90.03264957264956,90.06617948717948,90.09970940170939,90.13323931623931,90.16676923076922,90.20029914529914,90.23382905982905,90.26735897435897,90.30088888888888,90.3344188034188,90.3679487179487,90.40147863247863,90.43500854700854,90.46853846153846,90.50206837606837,90.53559829059829,90.5691282051282,90.60265811965812,90.63618803418802,90.66971794871795,90.70324786324785,90.73677777777777,90.77030769230768,90.8038376068376,90.83736752136751,90.87089743589743,90.90442735042734,90.93795726495726,90.97148717948717,91.00501709401709,91.038547008547,91.07207692307692,91.10560683760683,91.13913675213675,91.17266666666666,91.20619658119658,91.23972649572649,91.27325641025641,91.30678632478632,91.34031623931624,91.37384615384615,91.40737606837607,91.44090598290597,91.4744358974359,91.5079658119658,91.54149572649573,91.57502564102563,91.60855555555555,91.64208547008546,91.67561538461538,91.70914529914529,91.74267521367521,91.77620512820512,91.80973504273504,91.84326495726495,91.87679487179487,91.91032478632478,91.9438547008547,91.97738461538461,92.01091452991453,92.04444444444444,92.07797435897436,92.11150427350427,92.14503418803419,92.1785641025641,92.21209401709402,92.24562393162392,92.27915384615385,92.31268376068375,92.34621367521368,92.37974358974358,92.4132735042735,92.44680341880341,92.48033333333333,92.51386324786324,92.54739316239316,92.58092307692307,92.61445299145299,92.6479829059829,92.68151282051282,92.71504273504273,92.74857264957265,92.78210256410256,92.81563247863248,92.84916239316239,92.88269230769231,92.91622222222222,92.94975213675214,92.98328205128205,93.01681196581197,93.05034188034188,93.0838717948718,93.1174017094017,93.15093162393163,93.18446153846153,93.21799145299146,93.25152136752136,93.28505128205128,93.31858119658119,93.35211111111111,93.38564102564102,93.41917094017094,93.45270085470085,93.48623076923077,93.51976068376068,93.5532905982906,93.58682051282051,93.62035042735043,93.65388034188034,93.68741025641026,93.72094017094017,93.75447008547007,93.788,91.405
11,X,False,95.425,95.694,95.912,89.913,96.495,95.759,91.317,99.294,96.483,97.867,97.923,96.228,100.3,100.41,105.33,103.24,102.81,104.2,104.55,102.31,101.3,99.664,96.458,94.885,96.789,97.05,98.661,96.57,100.73,94.735,92.362,92.175,93.318,96.708,97.544,94.342,94.633,98.01,96.666,93.629,93.218,93.521,94.375,93.812,93.786,95.807,97.381,94.336,95.001,95.041,95.288,96.069,94.745,95.917,94.398,92.559,94.921,94.485,94.893,96.582,96.265,94.933,86.018,85.425,94.0,93.83,95.613,94.94,92.987,93.355,94.005,92.401,92.58,92.091,93.626,93.532,93.171,84.507,92.504,93.303,90.517,92.776,94.062,92.082,95.517,93.342,94.099,94.717,95.885,94.673,95.302,87.871,94.173,95.353,95.73,96.708,95.919,87.481,93.25,92.402,92.483,93.139,92.226,92.645,92.602,84.615,91.991,90.679,90.484,90.487,91.261,91.354,92.598,90.958,93.815,93.306,94.736,94.969,94.08
12,X,True,105.68,87.265,94.002,84.37,74.717,83.655,88.576,61.1,66.536,65.784,61.871,59.622,60.228,61.541,59.668,68.341,71.647,64.875,69.126,68.896,73.956,70.939,75.599,77.957,89.995,85.476,93.504,93.94543750000001,94.386875,94.82831250000001,95.26975,95.71118750000001,96.152625,96.5940625,97.0355,97.4769375,97.918375,98.3598125,98.80125,99.2426875,99.684125,100.1255625,100.56700000000001,101.0084375,101.449875,101.8913125,102.33275,102.7741875,103.215625,103.6570625,104.0985,104.5399375,104.981375,105.42281249999999,105.86425,106.3056875,106.747125,107.18856249999999,107.63,119.34,114.1,116.58,118.47,114.27,113.02,119.94,103.7,109.66,112.54,111.81,110.96,111.78,114.61,118.81,114.46,115.3,112.77,110.17,109.87,108.73,113.06,110.29,114.22,112.41,109.6,109.1,108.73,113.0,110.93,110.12,110.97,108.44,107.24,107.0,106.53,111.26,111.37,114.87,112.29,114.17,109.37,110.96,109.06,109.48,108.58,109.23,108.54,112.77,110.24,110.25,103.83,105.81,103.9,106.64,110.05,110.47,109.1,112.16,110.41
13,X,True,93.504,93.94543750000001,94.386875,94.82831250000001,95.26975,95.71118750000001,96.152625,96.5940625,97.0355,97.4769375,97.918375,98.3598125,98.80125,99.2426875,99.684125,100.1255625,100.56700000000001,101.0084375,101.449875,101.8913125,102.33275,102.7741875,103.215625,103.6570625,104.0985,104.5399375,104.981375,105.42281249999999,105.86425,106.3056875,106.747125,107.18856249999999,107.63,119.34,114.1,116.58,118.47,114.27,113.02,119.94,103.7,109.66,112.54,111.81,110.96,111.78,114.61,118.81,114.46,115.3,112.77,110.17,109.87,108.73,113.06,110.29,114.22,112.41,109.6,109.1,108.73,113.0,110.93,110.12,110.97,108.44,107.24,107.0,106.53,111.26,111.37,114.87,112.29,114.17,109.37,110.96,109.06,109.48,108.58,109.23,108.54,112.77,110.24,110.25,103.83,105.81,103.9,106.64,110.05,110.47,109.1,112.16,110.41,112.59,106.25,113.09,109.86,110.82,110.79,112.12,110.01,111.58,109.75,108.82,110.43,106.75,108.82,109.99,112.23,109.32,107.26,108.19,106.1,107.67,106.43,106.04,102.2,104.15,105.95
14,X,True,99.216,99.768,100.17,100.67,101.11,100.84,100.82,100.89,101.06,101.47,101.13,100.24,99.408,99.575,98.925,97.508,96.576,96.184,95.066,94.781,95.186,95.416,94.998,95.117,96.467,96.051,97.036,97.114,97.806,98.299,98.78,99.837,99.617,99.824,99.897,99.518,99.61,98.266,98.142,97.8,97.272,96.856,96.577,96.263,95.842,95.326,94.425,93.718,92.636,92.598,92.937,92.506,92.884,92.762,92.857,93.807,93.516,93.692,94.101,93.755,93.798,94.008,93.217,93.267,93.459,93.526,93.63,93.88,93.743,93.942,93.928,93.586,93.108,91.978,91.666,90.569,90.524,90.47,88.804,88.63,87.64,87.843,87.354,86.682,86.142,86.933,86.126,87.866,87.514,87.448,88.066,88.231,88.73,89.67,89.202,89.239,88.157,88.819,87.388,86.887,86.865,86.202,85.103,84.121,83.725,83.517,83.501,82.554,82.452,81.394,81.174,80.972,81.103,80.674,79.801,79.984,79.468,79.864,79.399
15,X,False,84.695,83.945,85.766,85.556,83.332,84.084,83.948,84.512,81.759,82.031,82.624,83.323,80.852,82.123,81.134,79.667,81.912,80.195,79.362,83.289,79.887,81.102,81.411,80.162,83.966,79.683,82.619,83.675,84.469,82.903,82.398,86.454,83.509,81.676,81.23,82.989,76.564,76.319,78.278,82.762,78.631,76.862,79.232,80.231,81.973,80.023,82.308,80.234,83.216,77.601,80.406,78.326,79.521,77.704,78.434,78.749,77.01,75.718,72.296,74.434,74.184,70.633,73.646,68.628,69.437,75.781,72.211,69.998,63.615,63.599,72.912,66.789,68.11,68.21,65.344,66.304,65.755,63.061,70.869,70.402,65.354,68.752,73.536,69.354,75.793,77.991,85.904,77.522,75.298,71.291,89.749,69.875,67.055,65.747,76.328,68.893,65.469,69.313,64.072,65.494,67.342,74.017,80.019,84.611,76.379,93.01,69.973,75.794,78.191,92.338,96.314,98.235,78.421,84.35,75.51,83.175,88.38,79.1,73.229
16,X,False,94.745,94.483,94.761,94.154,94.472,94.648,94.141,94.628,94.549,94.422,94.811,94.668,94.697,94.731,95.56,96.009,96.959,96.781,97.425,97.696,98.304,98.524,99.036,98.496,98.645,98.994,98.304,98.222,98.55,98.133,98.175,98.456,98.004,97.594,97.09,96.714,95.98,95.881,95.229,94.588,94.422,94.72,94.849,95.046,95.726,96.12,96.402,96.981,97.659,98.136,98.794,99.206,99.607,99.4,100.49,99.191,99.03,99.457,99.439,99.004,98.704,98.245,98.441,98.351,98.558,98.224,97.875,97.513,97.767,97.972,98.223,98.797,99.635,99.857,100.04,99.381,100.35,99.799,100.18,100.18,100.84,100.61,101.14,100.92,101.06,101.21,100.6,99.613,99.811,98.644,98.689,98.224,97.98,97.946,97.811,98.037,98.315,98.262,99.095,99.835,100.66,102.08,103.33,103.84,104.82,104.97,105.82,105.85,106.15,106.15,106.98,107.03,107.22,106.99,106.92,106.53,106.01,105.59,105.67
17,X,False,111.59,112.56,112.8,112.67,113.35,112.45,111.65,111.03,110.87,110.41,109.77,109.77,108.65,107.16,107.13,106.75,106.87,106.52,106.24,106.31,105.68,106.06,106.92,107.11,107.91,108.37,108.85,108.92,109.14,109.26,109.66,109.47,109.76,109.6,110.57,109.87,110.1,109.99,110.42,109.35,110.06,110.05,109.24,108.46,108.13,107.74,107.18,107.16,107.1,106.74,107.62,107.66,108.12,108.4,108.67,109.7,109.91,111.02,111.73,112.61,113.04,113.32,113.86,114.98,114.25,112.87,112.35,111.8,110.66,109.76,109.27,109.38,108.65,108.5,108.21,108.32,108.37,107.64,107.55,108.1,108.81,108.66,108.32,109.05,109.77,110.08,110.97,110.86,111.43,111.0,111.0,111.2,111.49,112.32,111.6,111.76,112.21,111.94,111.81,111.89,111.75,111.81,111.37,111.0,110.12,110.26,109.66,109.88,110.13,110.19,109.6,109.82,109.64,109.79,109.43,109.72,110.47,110.13,110.48
18,X,False,96.496,96.208,95.595,93.899,93.579,94.087,93.799,94.531,94.382,94.035,94.047,93.497,93.815,93.89,93.652,93.252,93.699,94.142,94.228,94.439,94.679,94.968,94.43,94.806,94.827,94.933,94.472,94.563,94.545,93.913,94.29,92.419,92.092,90.832,90.096,89.321,88.787,89.089,88.982,85.209,88.013,88.836,88.825,89.013,88.969,89.232,90.658,91.114,91.127,91.168,90.685,91.147,90.456,90.105,91.093,90.795,90.238,86.926,88.876,88.022,88.093,87.135,87.115,86.29,85.278,85.317,85.02,85.743,84.759,85.387,84.04,83.928,83.57,84.637,84.512,84.102,84.182,83.222,85.04,84.454,86.992,84.417,84.041,84.717,84.206,85.346,84.865,86.914,83.877,83.916,84.207,81.965,82.814,82.429,82.732,82.603,83.313,83.49,83.383,82.319,80.02,79.55,79.823,78.271,79.063,79.314,79.795,79.757,80.288,80.765,83.973,80.798,84.003,81.924,85.815,81.834,81.39,81.958,83.382
19,X,False,93.251,93.856,94.491,95.612,96.056,97.084,97.943,98.438,98.567,99.413,100.42,100.61,101.11,100.43,99.968,99.687,99.083,98.19,97.668,96.985,96.464,96.444,95.882,95.655,95.689,95.946,95.844,95.379,95.186,95.282,95.888,95.951,95.634,95.795,95.832,95.626,95.801,95.857,95.752,95.314,94.744,94.622,94.561,94.29,94.3,94.557,94.709,94.684,94.684,94.737,94.427,94.434,94.212,94.398,94.597,94.796,95.029,95.611,96.333,96.973,96.98,97.986,98.597,99.508,99.839,100.32,100.58,100.67,100.66,100.25,99.845,99.108,98.474,97.38,97.009,96.347,95.521,95.029,95.117,94.664,94.208,94.112,93.683,93.526,93.441,94.147,93.883,94.272,94.288,94.164,95.118,94.988,95.087,95.158,95.212,95.496,95.661,95.514,95.721,95.525,95.256,95.294,95.301,95.154,94.927,95.046,94.78,94.992,94.875,94.979,94.735,94.754,94.525,94.73,94.721,94.965,94.636,94.74,95.464
20,X,False,57.567,58.836,57.486,59.755,61.213,63.792,63.621,63.56,64.63,60.09,65.25,66.372,66.156,69.273,76.983,80.221,83.243,73.821,77.744,85.274,82.597,84.294,81.18,82.7,85.805,86.341,83.654,82.248,83.102,76.521,83.081,74.354,77.319,74.248,78.969,77.31,77.154,76.849,76.76,76.86,75.273,79.682,84.203,80.483,77.362,78.64,79.474,77.298,75.592,77.762,83.702,75.104,76.742,73.983,76.011,80.322,92.875,87.747,92.846,95.529,80.435,93.651,92.985,91.832,91.432,90.008,97.625,92.42,97.043,86.228,81.214,79.997,92.349,79.223,89.011,78.57,80.864,87.731,88.246,77.808,88.044,77.354,82.948,88.03,86.197,75.927,77.474,77.252,82.9,76.446,77.506,76.413,79.185,74.808,85.078,87.897,80.848,89.351,90.409,87.098,87.178,85.401,84.779,79.668,79.099,80.088,77.109,83.42,80.886,82.676,81.064,82.513,74.2,80.073,79.136,81.826,81.125,80.066,79.586
21,X,True,130.76,130.18,129.06,125.89,123.95,124.13,123.1,124.61,124.19,124.35,126.29,128.61,129.26,131.17,133.11,132.79,132.57,131.41,131.54,131.13,130.42,129.76,129.42,129.49,127.82,126.48,125.71,124.49,124.53,123.55,124.61,126.43,127.43,127.18,126.63,127.21,126.63,127.57,127.1,127.25,127.24,126.04,128.86,130.32,130.09,131.51,131.68,131.51,132.9,133.61,133.69,133.39,135.54,133.64,133.38,132.95,132.42,130.99,130.66,129.38,128.08,126.4,126.99,127.14,126.35,126.01,127.29,127.83,128.03,128.57,129.99,131.85,132.53,134.16,134.16,135.98,136.28,135.73,135.41,135.24,133.91,133.46,132.14,129.89,129.69,129.39,127.1,126.73,126.12,125.35,124.8,123.86,124.11,123.7,124.46,125.2,123.78,123.93,123.53,124.0,123.1,123.7,123.13,123.9,124.94,124.59,125.14,126.24,126.3,127.08,127.08,126.49,127.62,129.21,125.5,124.84,122.89,121.23,119.55
