,FLARE_TYPE,COINCIDENCE,MEANGBZ_1,MEANGBZ_2,MEANGBZ_3,MEANGBZ_4,MEANGBZ_5,MEANGBZ_6,MEANGBZ_7,MEANGBZ_8,MEANGBZ_9,MEANGBZ_10,MEANGBZ_11,MEANGBZ_12,MEANGBZ_13,MEANGBZ_14,MEANGBZ_15,MEANGBZ_16,MEANGBZ_17,MEANGBZ_18,MEANGBZ_19,MEANGBZ_20,MEANGBZ_21,MEANGBZ_22,MEANGBZ_23,MEANGBZ_24,MEANGBZ_25,MEANGBZ_26,MEANGBZ_27,MEANGBZ_28,MEANGBZ_29,MEANGBZ_30,MEANGBZ_31,MEANGBZ_32,MEANGBZ_33,MEANGBZ_34,MEANGBZ_35,MEANGBZ_36,MEANGBZ_37,MEANGBZ_38,MEANGBZ_39,MEANGBZ_40,MEANGBZ_41,MEANGBZ_42,MEANGBZ_43,MEANGBZ_44,MEANGBZ_45,MEANGBZ_46,MEANGBZ_47,MEANGBZ_48,MEANGBZ_49,MEANGBZ_50,MEANGBZ_51,MEANGBZ_52,MEANGBZ_53,MEANGBZ_54,MEANGBZ_55,MEANGBZ_56,MEANGBZ_57,MEANGBZ_58,MEANGBZ_59,MEANGBZ_60,MEANGBZ_61,MEANGBZ_62,MEANGBZ_63,MEANGBZ_64,MEANGBZ_65,MEANGBZ_66,MEANGBZ_67,MEANGBZ_68,MEANGBZ_69,MEANGBZ_70,MEANGBZ_71,MEANGBZ_72,MEANGBZ_73,MEANGBZ_74,MEANGBZ_75,MEANGBZ_76,MEANGBZ_77,MEANGBZ_78,MEANGBZ_79,MEANGBZ_80,MEANGBZ_81,MEANGBZ_82,MEANGBZ_83,MEANGBZ_84,MEANGBZ_85,MEANGBZ_86,MEANGBZ_87,MEANGBZ_88,MEANGBZ_89,MEANGBZ_90,MEANGBZ_91,MEANGBZ_92,MEANGBZ_93,MEANGBZ_94,MEANGBZ_95,MEANGBZ_96,MEANGBZ_97,MEANGBZ_98,MEANGBZ_99,MEANGBZ_100,MEANGBZ_101,MEANGBZ_102,MEANGBZ_103,MEANGBZ_104,MEANGBZ_105,MEANGBZ_106,MEANGBZ_107,MEANGBZ_108,MEANGBZ_109,MEANGBZ_110,MEANGBZ_111,MEANGBZ_112,MEANGBZ_113,MEANGBZ_114,MEANGBZ_115,MEANGBZ_116,MEANGBZ_117,MEANGBZ_118,MEANGBZ_119
622,M,True,113.53,114.23,113.75,113.04,113.23,112.81,111.66,110.94,110.06,108.09,108.13,108.23,107.71,106.83,107.31,106.68,106.94,106.15,106.13,105.25,104.68,104.5,103.42,104.32,104.67,104.29,104.92,105.02,104.39,104.25,103.87,104.16,104.28,104.54,104.4,105.58,106.02,106.72,106.7,107.49,107.83,106.88,107.91,106.61,106.14,106.64,106.13,105.59,104.88,103.84,103.14,102.72,103.09,102.8,102.22,102.1,102.11,102.63,103.27,103.68,104.36,104.05,104.9,104.77,104.63,104.09,103.1,102.45,102.33,101.61,101.44,101.24,100.48,100.45,99.467,99.375,99.315,98.952,98.674,98.427,98.842,97.513,97.936,98.07,97.156,97.269,98.401,99.645,99.31,99.266,99.652,100.52,101.62,101.47,101.96,102.58,103.49,103.84,103.96,104.69,104.54,105.17,102.9,105.45,102.23,100.32,99.84,99.09,97.809,98.786,99.27454545454546,99.7630909090909,100.25163636363636,100.74018181818182,101.22872727272727,101.71727272727273,102.20581818181817,102.69436363636363,103.18290909090909
623,M,True,104.4,105.58,106.02,106.72,106.7,107.49,107.83,106.88,107.91,106.61,106.14,106.64,106.13,105.59,104.88,103.84,103.14,102.72,103.09,102.8,102.22,102.1,102.11,102.63,103.27,103.68,104.36,104.05,104.9,104.77,104.63,104.09,103.1,102.45,102.33,101.61,101.44,101.24,100.48,100.45,99.467,99.375,99.315,98.952,98.674,98.427,98.842,97.513,97.936,98.07,97.156,97.269,98.401,99.645,99.31,99.266,99.652,100.52,101.62,101.47,101.96,102.58,103.49,103.84,103.96,104.69,104.54,105.17,102.9,105.45,102.23,100.32,99.84,99.09,97.809,98.786,99.27454545454546,99.7630909090909,100.25163636363636,100.74018181818182,101.22872727272727,101.71727272727273,102.20581818181817,102.69436363636363,103.18290909090909,103.67145454545454,104.16,105.35,105.17,104.28,102.61,102.24,101.74,100.69,99.649,98.872,97.946,96.448,97.597,96.886,95.623,96.366,95.216,94.48,94.422,94.266,93.755,93.84,93.063,94.25,93.536,94.127,93.113,94.135,95.084,93.423,93.241,94.333,94.762
624,M,True,99.315,98.952,98.674,98.427,98.842,97.513,97.936,98.07,97.156,97.269,98.401,99.645,99.31,99.266,99.652,100.52,101.62,101.47,101.96,102.58,103.49,103.84,103.96,104.69,104.54,105.17,102.9,105.45,102.23,100.32,99.84,99.09,97.809,98.786,99.27454545454546,99.7630909090909,100.25163636363636,100.74018181818182,101.22872727272727,101.71727272727273,102.20581818181817,102.69436363636363,103.18290909090909,103.67145454545454,104.16,105.35,105.17,104.28,102.61,102.24,101.74,100.69,99.649,98.872,97.946,96.448,97.597,96.886,95.623,96.366,95.216,94.48,94.422,94.266,93.755,93.84,93.063,94.25,93.536,94.127,93.113,94.135,95.084,93.423,93.241,94.333,94.762,95.195,93.744,94.534,95.944,94.359,94.672,94.056,94.869,94.825,95.196,94.775,95.356,94.336,92.46,92.351,91.798,91.143,91.55,90.719,89.527,89.646,88.161,88.6,88.094,89.573,90.148,89.314,89.831,89.282,88.238,88.513,87.112,86.407,85.791,83.899,83.605,81.13,81.564,82.878,81.908,81.813,81.923
625,M,False,104.69,104.54,105.17,102.9,105.45,102.23,100.32,99.84,99.09,97.809,98.786,99.27454545454546,99.7630909090909,100.25163636363636,100.74018181818182,101.22872727272727,101.71727272727273,102.20581818181817,102.69436363636363,103.18290909090909,103.67145454545454,104.16,105.35,105.17,104.28,102.61,102.24,101.74,100.69,99.649,98.872,97.946,96.448,97.597,96.886,95.623,96.366,95.216,94.48,94.422,94.266,93.755,93.84,93.063,94.25,93.536,94.127,93.113,94.135,95.084,93.423,93.241,94.333,94.762,95.195,93.744,94.534,95.944,94.359,94.672,94.056,94.869,94.825,95.196,94.775,95.356,94.336,92.46,92.351,91.798,91.143,91.55,90.719,89.527,89.646,88.161,88.6,88.094,89.573,90.148,89.314,89.831,89.282,88.238,88.513,87.112,86.407,85.791,83.899,83.605,81.13,81.564,82.878,81.908,81.813,81.923,81.488,85.266,82.803,82.611,82.311,83.431,79.616,80.339,82.347,80.543,81.114,80.26,81.688,81.542,81.665,80.735,79.631,79.17,82.415,83.527,84.17,81.185,81.089
626,M,False,117.17,118.53,118.1,117.71,117.54,118.83,118.18,118.26,119.56,120.62,119.82,119.14,117.44,116.88,116.41,115.23,116.37,116.0,117.1,115.7,114.76,114.45,114.47,114.67,114.57,115.07,116.41,117.86,117.8,119.24,119.82,121.63,123.68,125.23,126.56,127.94,130.12,131.06,129.0,129.68,130.37,130.61,129.02,129.06,127.74,126.56,125.96,124.41,123.52,121.82,120.66,120.28,118.67,118.64,120.03,119.45,119.87,118.5,118.43,118.2,119.52,119.39,119.32,118.54,118.25,118.05,116.9,117.31,118.0,117.21,117.06,115.56,115.39,114.84,114.48,115.36,113.95,115.44,114.81,114.22,112.43,113.07,113.07,113.8,114.8,116.35,118.26,119.77,121.63,122.64,124.83,127.25,126.76,129.19,129.56,128.75,126.88,124.79,123.17,121.28,119.66,118.03,117.06,116.28,114.28,113.52,114.82,113.09,114.36,115.83,114.65,114.04,114.83,114.05,114.17,114.7,116.15,115.94,117.77
627,M,True,93.063,93.962,94.083,94.641,95.933,98.014,98.907,100.02,101.67,101.91,103.9,104.5,104.93,104.07,103.03,102.26,100.73,100.53,98.715,98.121,98.903,97.906,97.399,96.119,95.7,96.62,97.023,96.945,96.633,97.091,97.892,98.456,98.411,98.026,98.508,99.125,98.915,99.513,99.794,100.41,100.98,100.33,100.24,100.26,99.945,99.098,98.405,98.64,99.071,99.093,98.711,98.659,99.035,98.789,98.677,97.418,97.944,97.544,98.326,97.952,98.574,99.437,98.925,98.954,99.117,99.892,100.59,100.77,101.58,102.03,104.13,106.01,106.55,107.04,107.28,105.63,106.45,106.24,106.25,105.65,105.2,103.47,102.21,101.9,101.11,100.97,100.02,100.17,99.389,98.807,99.144,100.21,100.7,101.04,100.74,101.02,102.24,101.94,102.27,102.85,102.56,103.49,102.23,102.94,102.34,103.52,104.23,104.54,103.78,104.04,103.88,103.46,103.48,103.18,103.2,102.62,102.33,102.46,102.45
628,M,False,96.119,95.7,96.62,97.023,96.945,96.633,97.091,97.892,98.456,98.411,98.026,98.508,99.125,98.915,99.513,99.794,100.41,100.98,100.33,100.24,100.26,99.945,99.098,98.405,98.64,99.071,99.093,98.711,98.659,99.035,98.789,98.677,97.418,97.944,97.544,98.326,97.952,98.574,99.437,98.925,98.954,99.117,99.892,100.59,100.77,101.58,102.03,104.13,106.01,106.55,107.04,107.28,105.63,106.45,106.24,106.25,105.65,105.2,103.47,102.21,101.9,101.11,100.97,100.02,100.17,99.389,98.807,99.144,100.21,100.7,101.04,100.74,101.02,102.24,101.94,102.27,102.85,102.56,103.49,102.23,102.94,102.34,103.52,104.23,104.54,103.78,104.04,103.88,103.46,103.48,103.18,103.2,102.62,102.33,102.46,102.45,103.65,103.47,105.24,107.21,107.69,108.34,109.78,110.76,111.36,112.35,113.03,112.66,112.56,112.68,112.28,111.19,110.39,109.93,109.2,107.14,106.33,106.18,106.68
629,M,False,99.144,100.21,100.7,101.04,100.74,101.02,102.24,101.94,102.27,102.85,102.56,103.49,102.23,102.94,102.34,103.52,104.23,104.54,103.78,104.04,103.88,103.46,103.48,103.18,103.2,102.62,102.33,102.46,102.45,103.65,103.47,105.24,107.21,107.69,108.34,109.78,110.76,111.36,112.35,113.03,112.66,112.56,112.68,112.28,111.19,110.39,109.93,109.2,107.14,106.33,106.18,106.68,106.48,106.62,108.19,106.63,106.36,107.13,107.53,107.51,107.09,107.42,108.93,109.02,109.42,108.52,109.98,109.15,110.0,109.48,109.21,109.15,108.88,108.34,109.41,109.53,108.5,106.99,106.42,105.65,104.69,105.09,104.17,103.65,102.46,102.96,102.27,102.55,103.91,102.85,102.69,102.33,102.87,103.06,102.81,102.45,102.93,102.63,103.77,103.92,105.11,105.06,106.55,107.85,109.91,110.77,111.11,111.45,111.77,111.83,111.05,110.12,110.16,108.18,107.22,106.88,106.09,105.97,104.12
630,M,False,103.97,101.57,109.29,108.4,110.54,107.46,104.98,102.2,102.43,113.99,99.049,101.91,102.15,103.62,120.89,117.31,105.9,111.27,115.64,111.31,113.25,112.82,126.59,118.66,115.43,115.92,115.34,116.33,111.4,115.48,119.16,117.22,110.54,112.88,115.48,126.02,116.03,119.09,121.63,115.37,104.8,106.64,104.29,97.714,113.56,108.52,109.78,120.84,117.34,114.07,109.65,119.63,99.31,115.68,132.94,100.65,100.02,104.86,103.47,118.42,101.81,117.67,107.16,108.45,107.01,104.99,110.21,110.71,104.09,105.61,105.08,113.5,115.99,119.99,105.81,95.701,116.14,104.33,89.629,95.816,91.111,84.54,95.518,102.01,96.094,96.826,113.55,95.184,92.845,103.82,90.734,114.36,106.98,92.879,96.764,108.04,87.145,95.375,91.959,102.62,94.052,105.81,102.8,96.516,90.956,93.014,104.08,98.513,99.766,103.75,86.741,90.134,107.79,96.846,93.708,87.863,87.003,86.569,91.14
631,M,False,101.81,117.67,107.16,108.45,107.01,104.99,110.21,110.71,104.09,105.61,105.08,113.5,115.99,119.99,105.81,95.701,116.14,104.33,89.629,95.816,91.111,84.54,95.518,102.01,96.094,96.826,113.55,95.184,92.845,103.82,90.734,114.36,106.98,92.879,96.764,108.04,87.145,95.375,91.959,102.62,94.052,105.81,102.8,96.516,90.956,93.014,104.08,98.513,99.766,103.75,86.741,90.134,107.79,96.846,93.708,87.863,87.003,86.569,91.14,104.96,94.034,100.7,84.845,98.501,105.77,101.95,103.15,95.335,98.993,96.849,81.831,103.14,101.98,101.62,112.73,99.356,98.136,88.388,107.94,106.76,96.349,87.14,88.801,78.346,74.518,76.147,92.486,67.392,70.445,72.877,64.175,72.471,74.116,71.607,64.688,59.556,100.61,59.077,60.309,64.964,65.117,56.822,68.777,62.412,86.11,58.077,103.32,68.57,51.08,59.696,46.385,43.826,44.765,38.414,40.741,26.134,15.43,13.371,21.709
632,M,False,112.96,114.59,117.01,118.79,120.58,121.17,121.42,120.99,119.25,118.07,116.52,115.34,113.72,112.66,112.2,112.18,112.26,113.09,113.84,115.87,116.45,117.77,119.5,120.84,120.34,121.19,120.95,121.15,122.51,122.49,121.66,120.97,121.48,121.67,121.06,120.87,122.66,122.19,122.86,123.71,123.31,123.9,124.4,124.14,123.22,122.96,121.32,120.61,120.32,118.53,116.95,115.88,113.99,113.04,114.0,113.86,112.78,112.23,112.85,114.22,115.18,116.65,118.06,118.82,120.7,122.49,121.59,120.82,119.91,117.89,115.97,115.46,114.21,113.36,112.25,111.17,111.82,111.7,111.36,112.24,113.04,113.91,113.98,115.18,115.42,116.53,117.48,117.38,117.68,118.56,118.44,118.66,118.84,118.59,118.54,118.88,119.39,118.56,119.08,118.97,119.41,118.89,118.86,118.81,118.57,117.75,116.76,116.69,116.22,115.42,115.11,114.68,114.29,113.18,112.33,111.04,111.24,111.11,111.83
633,M,False,112.55,113.24,113.46,113.15,114.24,114.5,113.05,112.76,109.74,108.28,106.79,106.38,105.14,103.87,104.21,103.08,104.38,104.93,106.04,107.38,110.13,111.83,112.58,114.56,115.82,116.21,116.8,116.76,117.81,118.32,117.96,116.86,118.04,117.28,116.98,116.97,116.39,115.38,116.27,116.19,116.85,117.45,118.32,118.54,119.58,119.6,119.28,117.5,117.45,117.59,117.55,118.73,117.45,116.01,115.9,115.02,114.11,112.41,111.45,109.94,109.46,109.65,108.56,109.11,107.94,109.06,110.46,112.25,114.24,115.2475,116.255,117.26249999999999,118.27,118.18,117.69,118.65,117.77,116.94,116.13,114.88,115.05,113.1,111.95,111.62,110.99,110.42,110.12,110.62,110.37,109.69,109.8,108.53,108.24,108.64,108.33,109.57,110.32,109.98,109.61,109.46,109.39,110.0,108.69,108.13,109.47,110.28,111.37,111.55,111.76,111.87,111.91,112.11,111.79,112.15,112.62,112.67,113.23,113.91,114.24
634,M,False,96.425,95.641,93.53,92.102,92.541,90.98,90.841,90.061,89.486,90.076,90.99,91.123,91.726,92.771,92.888,94.549,95.16,95.611,95.889,94.72,95.076,96.393,96.669,95.495,95.552,95.276,95.842,95.597,94.935,95.44,95.615,94.796,94.276,94.413,94.63,95.803,96.887,97.807,96.985,96.74,97.094,96.866,95.912,96.188,94.66,93.739,92.43,92.057,90.528,90.722,90.466,90.118,89.914,89.756,89.74,90.104,90.104,90.301,91.316,92.47,93.396,95.801,96.511,97.844,96.993,96.99,97.523,96.329,94.715,93.757,92.315,90.807,89.771,88.343,87.887,87.444,86.753,86.48,86.61,86.89,86.295,86.205,86.3,85.964,86.452,86.387,86.056,86.587,86.546,86.153,86.168,86.034,85.777,85.826,85.833,85.296,85.403,84.591,84.315,85.647,84.852,85.504,85.262,84.624,83.741,84.736,85.532,85.573,85.795,87.049,88.767,90.226,91.703,93.378,93.516,95.348,95.075,96.3,94.711
635,C,True,63.847,64.32,64.926,64.628,65.31,66.472,67.486,67.607,66.92,68.534,68.154,68.055,68.825,68.986,67.613,67.834,67.803,67.196,67.178,67.074,67.492,67.027,67.423,66.685,66.143,65.75,65.584,66.605,67.683,68.626,68.34,68.306,68.336,67.89,68.277,68.106,68.59,69.163,69.576,69.561,69.888,70.092,70.972,71.73,72.139,73.013,72.077,72.727,73.956,72.847,73.501,72.961,72.848,73.727,73.546,74.017,73.322,73.462,73.779,73.427,73.729,73.708,73.167,72.628,72.054,71.483,71.129,71.414,72.6,73.078,72.658,73.173,73.422,74.79,74.327,74.791,75.281,75.699,74.951,75.548,75.407,74.996,75.823,76.203,74.377,74.451,75.928,76.03,76.575,76.273,77.079,77.349,77.599,78.309,79.284,78.265,78.548,79.618,79.572,77.948,77.115,77.599,76.228,77.032,75.802,75.996,76.281,75.959,76.394,77.248,78.062,78.301,78.103,79.536,81.234,82.253,82.114,82.08,81.838
636,C,True,111.38,111.84,116.02,117.89,115.51,112.26,112.62,113.77,114.05,115.44,115.61,111.43,114.31,113.7,114.76,115.48,117.44,118.51,119.25,121.4,121.98,119.65,119.43,117.29,118.21,119.98,120.1,116.0,117.45,114.72,115.89,112.55,111.03,112.25,108.83,107.84,107.65,109.2,108.55,109.98,107.81,107.47,109.35,108.51,108.58,108.46,108.99,107.62,108.08,108.07,107.41,106.04,107.65,108.1,105.71,105.16,105.79,107.53,108.61,107.73,107.25,108.53,108.46,109.33,109.98,110.9,109.76,110.51,110.81,109.36,110.79,108.14,108.18,107.48,107.95,106.58,106.31,105.45,105.26,104.36,104.29,105.24,104.39,102.91,104.57,104.76,105.24,104.58,105.61,107.28,105.63,106.78,106.76,108.72,109.36,109.8,108.24,109.89,108.06,109.23,110.59,111.42,110.12,109.14,109.0,108.69,108.71,108.02,109.95,109.56,109.31,111.57,109.53,107.34,106.67,107.53,106.13,105.77,104.73
637,C,False,116.33,114.42,114.58,114.21,114.01,114.37,114.92,112.99,111.74,110.48,110.18,109.65,109.48,108.56,108.45,108.05,107.75,107.14,106.61,105.69,105.26,104.3,103.96,104.35,105.42,105.66,106.15,107.32,107.6,108.1,108.51,109.74,110.45,110.11,110.66,110.8,110.61,110.5,110.82,111.44,110.4,109.82,110.47,110.28,111.39,111.31,110.94,111.0,109.88,110.75,109.53,109.85,110.57,110.57,110.19,109.96,111.43,110.84,110.87,111.41,110.47,110.63,110.9,110.33,108.75,109.09,109.16,108.38,106.49,106.53,106.39,104.28,103.73,104.09,103.42,103.3,102.45,101.32,101.51,101.72,102.06,102.24,101.72,102.46,102.18,102.81,102.14,102.61,103.85,104.32,105.32,105.43,105.87,106.18,106.69,106.2,106.33,107.35,105.97,106.43,105.03,106.19,105.79,106.51,105.54,104.48,104.62,103.2,103.29,103.97,102.83,103.33,103.71,102.41,102.95,103.4,103.29,104.3,104.38
638,C,False,91.558,91.909,92.91,95.796,94.647,89.031,95.65,86.792,88.799,95.915,86.535,86.941,83.398,82.808,84.492,86.346,84.726,84.954,85.318,85.049,75.597,81.22,80.17,86.076,90.624,76.959,83.463,76.725,83.846,85.419,80.512,85.579,81.863,82.615,82.739,83.577,81.639,84.438,81.72,82.717,83.226,82.254,81.253,84.944,82.834,82.423,82.976,83.789,80.541,80.966,82.056,82.937,82.699,80.507,80.754,76.1,77.599,77.816,75.406,78.658,75.177,74.9,75.528,75.574,77.508,76.049,76.046,76.892,76.02,76.431,76.829,78.179,76.484,78.512,78.553,79.742,79.77,80.55,79.24,79.299,80.711,81.603,80.998,82.643,81.892,81.165,81.238,82.074,81.544,81.513,81.566,81.997,81.162,81.974,81.888,82.532,82.693,81.97,82.304,82.247,83.304,83.33,83.555,82.918,82.934,83.069,83.087,84.646,84.525,84.872,84.988,85.952,85.592,86.934,87.268,89.29,88.357,89.012,89.125
639,C,False,78.651,78.585,78.73,79.515,78.91,79.406,79.484,81.095,80.418,79.889,81.396,81.912,81.638,80.691,79.746,79.088,79.23,79.605,79.22,77.82,76.401,76.644,75.252,74.253,74.087,74.509,73.317,72.895,73.28,72.508,72.117,72.078,73.278,72.671,71.986,73.179,73.32,74.928,74.939,76.284,77.322,78.531,78.51,78.88,78.16,78.086,77.993,78.552,78.717,79.505,79.53,78.547,76.834,77.447,76.001,76.288,75.559,76.098,76.363,76.749,76.825,76.944,76.354,76.585,75.484,75.304,74.568,75.162,74.636,73.744,72.792,73.758,72.74,72.206,70.045,69.973,69.445,69.271,69.599,68.242,66.345,67.783,66.628,67.223,70.643,66.339,71.661,67.631,72.266,68.517,67.198,68.901,69.216,75.745,69.926,74.629,70.516,74.996,74.914,73.972,75.792,74.351,73.351,67.074,70.099,67.191,70.915,70.55,69.482,64.963,67.978,69.044,69.779,66.479,65.572,69.634,67.584,63.878,64.318
640,C,False,57.666,71.314,52.164,60.705,61.129,44.684,51.098,52.739,58.167,72.53,49.275,46.206,51.834,50.281,65.114,58.486,83.612,63.708,62.054,58.737,65.325,62.403,55.063,60.55,54.065,57.07,55.598,56.474,53.219,80.248,53.439,53.537,53.325,79.163,56.798,80.449,57.71,55.247,57.186,58.968,56.836,59.415,60.872,61.551,62.342,63.17,66.262,60.172,66.812,64.78,65.696,65.726,60.538,65.838,62.181,58.872,60.329,59.936,61.515,62.759,60.026,68.461,71.442,71.173,59.889,68.99,78.677,73.485,64.959,72.993,64.127,65.403,68.248,69.28,64.574,67.516,69.694,74.065,64.526,66.452,72.905,73.761,65.467,64.043,65.782,64.439,67.487,66.833,73.295,74.538,70.393,76.702,75.458,71.645,77.21,74.297,71.646,71.016,77.934,73.43,72.921,68.195,77.065,72.116,67.247,72.606,73.807,70.745,67.813,70.804,68.076,70.565,76.381,69.261,65.01,65.828,66.514,68.29,68.862
641,C,False,81.498,85.599,81.405,76.472,72.987,76.322,74.917,77.942,76.121,79.908,80.205,83.042,77.739,85.337,86.653,85.006,89.864,87.615,87.145,82.845,86.722,79.864,80.751,78.346,75.644,81.622,76.708,72.679,78.471,84.124,75.903,86.562,72.725,77.258,76.303,79.868,82.745,89.187,92.601,88.08,88.939,86.389,97.826,89.835,85.113,86.899,84.722,82.443,80.938,81.391,85.551,78.052,77.106,76.454,80.603,75.404,86.209,79.105,77.913,80.972,75.397,75.563,81.768,78.471,73.068,75.458,71.172,77.489,74.965,80.696,76.321,76.547,78.766,77.027,77.795,70.03,75.574,70.294,73.359,81.395,84.691,69.863,67.267,71.718,76.038,73.907,99.454,104.89,118.14,102.5,83.18,111.08,121.72,100.94,98.072,95.662,94.458,135.24,84.789,123.63,103.25,142.55,158.68,114.14,135.91,101.01,121.13,108.71,107.03,116.1,108.26,110.0,103.51,111.87,136.24,83.407,89.952,78.045,74.35
642,C,False,120.58,116.54,121.58,121.7,126.57,126.05,133.17,130.28,128.83,129.14,129.58,132.8,128.51,126.33,126.92,130.18,127.87,134.19,133.78,136.72,137.76,138.52,139.04,135.9,135.88,136.15,136.93,128.89,125.08,124.81,118.23,119.56,117.01,118.64,118.45,115.45,115.12,118.64,120.13,118.96,119.13,120.36,118.85,122.06,122.39,121.56,123.38,122.11,121.97,118.83,118.89,121.62,119.9,120.1,118.65,119.59,116.49,117.21,119.6,122.59,121.55,120.66,117.48,118.61,120.32,121.71,120.35,120.13,120.2,119.6,120.07,120.81,121.03,121.36,121.66,123.62,123.24,121.13,116.36,119.92,119.38,118.43,119.03,122.4,123.32,123.53,123.33,122.29,124.25,120.81,123.93,124.27,125.9,124.59,126.21,125.3,122.71,120.41,118.76,118.09,117.21,116.53,114.96,113.16,113.44,112.18,112.15,110.73,113.03,116.48,116.98,119.08,116.6,117.6,118.85,116.51,118.46,118.7,117.87
643,C,False,97.507,95.191,94.163,95.267,94.723,93.324,93.602,94.246,95.929,95.313,94.823,94.949,94.725,94.687,95.186,95.487,95.38,95.196,95.85,95.453,95.584,95.971,96.134,96.056,96.049,96.29,96.334,94.908,95.541,95.468,96.386,95.8,95.759,95.375,95.441,96.441,95.96766666666667,95.49433333333333,95.021,94.056,94.852,93.742,93.674,93.877,93.617,93.577,93.511,92.787,91.774,91.994,90.458,90.663,88.983,89.214,89.273,89.32,89.735,89.879,88.255,89.608,88.215,87.698,86.058,85.505,85.147,84.515,84.018,84.215,84.241,83.986,83.653,83.051,83.72,83.541,83.661,83.187,83.23,83.054,83.415,83.854,83.256,84.352,84.052,85.148,85.03,86.268,85.214,85.915,85.732,85.779,85.018,83.84,84.385,84.258,82.873,82.634,82.903,81.828,81.845,82.45,82.624,80.315,81.116,81.917,82.718,83.519,83.413,84.301,84.597,83.781,83.876,83.856,84.409,84.286,83.939,85.572,84.903,84.618,84.792
644,C,True,110.27,110.44,110.35,110.58,110.63,110.62,110.23,110.23,110.02,108.98,108.88,108.17,108.11,107.99,107.44,108.2,108.45,109.2,109.83,110.2,110.64,111.28,112.55,112.57,113.3,113.92,114.56,114.91,114.9,115.17,114.25,113.82,113.36,113.0,112.84,112.74,113.14,112.08,111.17,110.94,110.12,109.28,108.72,109.01,109.3,108.76,108.8,109.54,108.64,108.87,108.96,108.81,109.18,108.92,109.49,109.7,110.66,109.96,110.37,110.23,109.94,109.97,110.13,110.83,111.35,110.72,111.07,110.81,110.26,109.89,110.6,109.38,109.07,108.45,108.66,108.86,108.61,108.8,108.99,108.79,109.11,108.96,109.53,110.11,110.82,111.78,112.2,112.94,113.11,113.81,113.66,114.24,114.1,114.48,114.47,113.7,113.5,112.5,111.77,110.77,110.25,110.1,109.68,109.69,108.83,107.85,107.27,107.3,107.37,107.29,107.5,107.04,107.38,107.6,108.29,108.19,108.19,108.71,109.0
645,C,False,121.66,121.79,122.84,122.81,123.29,123.5,124.17,125.5,126.46,126.73,127.15,127.22,127.62,126.94,126.59,126.56,126.77,125.65,126.1,125.37,125.38,125.15,125.35,124.18,125.24,126.27,125.81,125.78,126.19,126.35,126.87,127.18,127.12,126.25,126.51,127.01,127.74,127.36,127.02,126.43,125.55,127.15,126.45,126.08,125.83,125.27,125.99,125.67,125.14,124.88,124.49,124.86,124.48,124.22,124.49,124.21,123.84,123.91,124.42,124.47,124.45,125.64,125.97,125.42,125.93,126.01,126.36,126.52,127.23,127.05,126.18,126.22,125.72,124.62,126.21,126.52076923076922,126.83153846153846,127.14230769230768,127.45307692307692,127.76384615384615,128.07461538461538,128.38538461538462,128.69615384615383,129.00692307692307,129.3176923076923,129.62846153846155,129.93923076923076,130.25,129.83,129.19,128.68,128.17,127.39,126.07,125.34,124.92,124.36,123.96,123.25,123.45,123.74,123.59,122.84,123.16,121.95,121.1,121.03,120.43,120.61,119.94,120.44,121.0,121.1,120.85,120.82,120.94,120.76,121.38,121.4
646,C,False,96.665,97.665,98.117,96.35,97.21,97.493,96.052,94.816,94.086,93.468,93.058,95.018,94.593,94.472,94.527,93.248,94.446,95.292,94.432,94.539,93.351,94.659,95.539,94.794,94.819,96.654,96.734,96.293,95.819,95.87,94.077,94.646,95.156,94.482,94.65,95.712,94.296,92.957,96.553,96.338,96.308,97.488,96.811,97.988,99.746,97.894,100.92,101.48,101.79,102.75,103.48,101.28,102.94,103.69,104.67,104.47,103.08,103.14,102.0,101.38,101.37,99.863,99.992,98.508,97.612,97.599,96.144,95.86,95.039,94.557,92.569,93.169,95.215,94.376,93.669,94.83,95.551,96.059,95.178,94.366,95.824,94.319,93.808,95.625,97.365,98.107,100.14,99.547,98.168,97.744,98.939,97.345,97.043,97.857,97.136,97.646,98.234,97.657,98.164,99.684,101.56,101.03,99.515,100.24,99.996,99.002,98.339,98.157,98.766,100.44,99.362,99.479,97.325,97.174,97.779,100.51,100.21,98.476,99.206
647,C,False,105.07,105.21,105.77,105.67,105.34,105.5,105.8,105.44,105.16,104.88,104.11,103.72,103.11,102.83,102.82,102.42,101.7,101.58,101.43,101.0,101.32,102.11,101.98,102.31,101.96,102.36,102.81,103.48,102.95,103.05,103.89,103.13,103.78,103.11,103.21,102.79,102.54,101.84,100.36,100.68,100.27,99.886,99.216,99.18,98.143,97.229,97.436,97.449,97.3,97.156,97.706,98.042,97.741,97.615,97.092,97.444,97.846,98.251,98.27,98.792,98.956,99.531,99.013,99.727,99.906,99.818,100.15,99.785,100.15,99.467,99.452,98.72,98.599,98.14,98.317,98.466,97.95,97.823,97.406,96.929,97.143,96.608,96.959,96.569,96.485,96.558,96.607,97.024,96.392,96.762,96.745,96.982,96.761,96.087,95.711,95.102,94.544,94.268,93.773,92.923,92.397,91.897,90.877,90.476,90.695,90.388,90.549,90.671,90.289,90.67,90.598,91.153,91.333,90.641,91.012,91.88,91.931,92.236,92.606
