TSS_mean,TSS_std,SSW_mean,SSW_std,kernel,C,gamma,degree,coef0,tol,
0.0,0.0,0.0,0.0,rbf,0.01,1,3,0,1e-05,
0.0,0.0,0.0,0.0,rbf,0.01,1,3,1,1e-05,
0.0,0.0,0.0,0.0,rbf,0.01,10,3,-1,1e-05,
0.0,0.0,0.0,0.0,rbf,0.01,10,3,0,1e-05,
0.0,0.0,0.0,0.0,rbf,0.01,10,3,1,1e-05,
0.0,0.0,0.0,0.0,rbf,0.01,1e-05,3,-1,0.0001,
0.0,0.0,0.0,0.0,rbf,0.01,1e-05,3,0,0.0001,
0.0,0.0,0.0,0.0,rbf,0.01,1e-05,3,1,0.0001,
0.0,0.0,0.0,0.0,rbf,0.01,0.0001,3,-1,0.0001,
0.0,0.0,0.0,0.0,rbf,0.01,0.0001,3,0,0.0001,
0.0,0.0,0.0,0.0,rbf,0.01,0.0001,3,1,0.0001,
0.0,0.0,0.0,0.0,rbf,0.01,0.001,3,-1,0.0001,
0.0,0.0,0.0,0.0,rbf,0.01,0.001,3,0,0.0001,
0.0,0.0,0.0,0.0,rbf,0.01,0.001,3,1,0.0001,
0.3354420148047307,0.041275358566565896,0.3354420148047307,0.041275358566565896,rbf,0.01,0.01,3,-1,0.0001,
0.3354420148047307,0.041275358566565896,0.3354420148047307,0.041275358566565896,rbf,0.01,0.01,3,0,0.0001,
0.3354420148047307,0.041275358566565896,0.3354420148047307,0.041275358566565896,rbf,0.01,0.01,3,1,0.0001,
0.6298476984599677,0.02291203885698279,0.6298476984599677,0.02291203885698279,rbf,0.01,0.1,3,-1,0.0001,
0.6298476984599677,0.02291203885698279,0.6298476984599677,0.02291203885698279,rbf,0.01,0.1,3,0,0.0001,
0.6298476984599677,0.02291203885698279,0.6298476984599677,0.02291203885698279,rbf,0.01,0.1,3,1,0.0001,
0.0,0.0,0.0,0.0,rbf,0.01,1,3,-1,0.0001,
0.0,0.0,0.0,0.0,rbf,0.01,1,3,0,0.0001,
0.0,0.0,0.0,0.0,rbf,0.01,1,3,1,0.0001,
0.0,0.0,0.0,0.0,rbf,0.01,10,3,-1,0.0001,
0.0,0.0,0.0,0.0,rbf,0.01,10,3,0,0.0001,
0.0,0.0,0.0,0.0,rbf,0.01,10,3,1,0.0001,
0.0,0.0,0.0,0.0,rbf,0.01,1e-05,3,-1,0.001,
0.0,0.0,0.0,0.0,rbf,0.01,1e-05,3,0,0.001,
0.0,0.0,0.0,0.0,rbf,0.01,1e-05,3,1,0.001,
0.0,0.0,0.0,0.0,rbf,0.01,0.0001,3,-1,0.001,
0.0,0.0,0.0,0.0,rbf,0.01,0.0001,3,0,0.001,
0.0,0.0,0.0,0.0,rbf,0.01,0.0001,3,1,0.001,
0.0,0.0,0.0,0.0,rbf,0.01,0.001,3,-1,0.001,
0.0,0.0,0.0,0.0,rbf,0.01,0.001,3,0,0.001,
0.0,0.0,0.0,0.0,rbf,0.01,0.001,3,1,0.001,
0.3354420148047307,0.041275358566565896,0.3354420148047307,0.041275358566565896,rbf,0.01,0.01,3,-1,0.001,
0.3354420148047307,0.041275358566565896,0.3354420148047307,0.041275358566565896,rbf,0.01,0.01,3,0,0.001,
0.3354420148047307,0.041275358566565896,0.3354420148047307,0.041275358566565896,rbf,0.01,0.01,3,1,0.001,
0.6298476984599677,0.02291203885698279,0.6298476984599677,0.02291203885698279,rbf,0.01,0.1,3,-1,0.001,
0.6298476984599677,0.02291203885698279,0.6298476984599677,0.02291203885698279,rbf,0.01,0.1,3,0,0.001,
0.6298476984599677,0.02291203885698279,0.6298476984599677,0.02291203885698279,rbf,0.01,0.1,3,1,0.001,
0.0,0.0,0.0,0.0,rbf,0.01,1,3,-1,0.001,
0.0,0.0,0.0,0.0,rbf,0.01,1,3,0,0.001,
0.0,0.0,0.0,0.0,rbf,0.01,1,3,1,0.001,
0.0,0.0,0.0,0.0,rbf,0.01,10,3,-1,0.001,
0.0,0.0,0.0,0.0,rbf,0.01,10,3,0,0.001,
0.0,0.0,0.0,0.0,rbf,0.01,10,3,1,0.001,
0.0,0.0,0.0,0.0,rbf,0.1,1e-05,3,-1,1e-05,
0.0,0.0,0.0,0.0,rbf,0.1,1e-05,3,0,1e-05,
0.0,0.0,0.0,0.0,rbf,0.1,1e-05,3,1,1e-05,
0.0,0.0,0.0,0.0,rbf,0.1,0.0001,3,-1,1e-05,
0.0,0.0,0.0,0.0,rbf,0.1,0.0001,3,0,1e-05,
0.0,0.0,0.0,0.0,rbf,0.1,0.0001,3,1,1e-05,
0.30471156300519014,0.035213482691425047,0.30471156300519014,0.035213482691425047,rbf,0.1,0.001,3,-1,1e-05,
0.30471156300519014,0.035213482691425047,0.30471156300519014,0.035213482691425047,rbf,0.1,0.001,3,0,1e-05,
0.30471156300519014,0.035213482691425047,0.30471156300519014,0.035213482691425047,rbf,0.1,0.001,3,1,1e-05,
0.6104696673189826,0.026053803152682506,0.6104696673189826,0.026053803152682506,rbf,0.1,0.01,3,-1,1e-05,
0.6104696673189826,0.026053803152682506,0.6104696673189826,0.026053803152682506,rbf,0.1,0.01,3,0,1e-05,
0.6104696673189826,0.026053803152682506,0.6104696673189826,0.026053803152682506,rbf,0.1,0.01,3,1,1e-05,
0.6824768144303582,0.02178555315997551,0.6824768144303582,0.02178555315997551,rbf,0.1,0.1,3,-1,1e-05,
0.6824768144303582,0.02178555315997551,0.6824768144303582,0.02178555315997551,rbf,0.1,0.1,3,0,1e-05,
0.6824768144303582,0.02178555315997551,0.6824768144303582,0.02178555315997551,rbf,0.1,0.1,3,1,1e-05,
0.6973772653790522,0.02505563170552421,0.6973772653790522,0.02505563170552421,rbf,0.1,1,3,-1,1e-05,
0.6973772653790522,0.02505563170552421,0.6973772653790522,0.02505563170552421,rbf,0.1,1,3,0,1e-05,
0.6973772653790522,0.02505563170552421,0.6973772653790522,0.02505563170552421,rbf,0.1,1,3,1,1e-05,
0.0,0.0,0.0,0.0,rbf,0.1,10,3,-1,1e-05,
0.0,0.0,0.0,0.0,rbf,0.1,10,3,0,1e-05,
0.0,0.0,0.0,0.0,rbf,0.1,10,3,1,1e-05,
0.0,0.0,0.0,0.0,rbf,0.1,1e-05,3,-1,0.0001,
0.0,0.0,0.0,0.0,rbf,0.1,1e-05,3,0,0.0001,
0.0,0.0,0.0,0.0,rbf,0.1,1e-05,3,1,0.0001,
0.0,0.0,0.0,0.0,rbf,0.1,0.0001,3,-1,0.0001,
0.0,0.0,0.0,0.0,rbf,0.1,0.0001,3,0,0.0001,
0.0,0.0,0.0,0.0,rbf,0.1,0.0001,3,1,0.0001,
0.30471156300519014,0.035213482691425047,0.30471156300519014,0.035213482691425047,rbf,0.1,0.001,3,-1,0.0001,
0.30471156300519014,0.035213482691425047,0.30471156300519014,0.035213482691425047,rbf,0.1,0.001,3,0,0.0001,
0.30471156300519014,0.035213482691425047,0.30471156300519014,0.035213482691425047,rbf,0.1,0.001,3,1,0.0001,
0.6104696673189826,0.026053803152682506,0.6104696673189826,0.026053803152682506,rbf,0.1,0.01,3,-1,0.0001,
0.6104696673189826,0.026053803152682506,0.6104696673189826,0.026053803152682506,rbf,0.1,0.01,3,0,0.0001,
0.6104696673189826,0.026053803152682506,0.6104696673189826,0.026053803152682506,rbf,0.1,0.01,3,1,0.0001,
0.6824768144303582,0.02178555315997551,0.6824768144303582,0.02178555315997551,rbf,0.1,0.1,3,-1,0.0001,
0.6824768144303582,0.02178555315997551,0.6824768144303582,0.02178555315997551,rbf,0.1,0.1,3,0,0.0001,
0.6824768144303582,0.02178555315997551,0.6824768144303582,0.02178555315997551,rbf,0.1,0.1,3,1,0.0001,
0.6973772653790522,0.02505563170552421,0.6973772653790522,0.02505563170552421,rbf,0.1,1,3,-1,0.0001,
0.6973772653790522,0.02505563170552421,0.6973772653790522,0.02505563170552421,rbf,0.1,1,3,0,0.0001,
0.6973772653790522,0.02505563170552421,0.6973772653790522,0.02505563170552421,rbf,0.1,1,3,1,0.0001,
0.0,0.0,0.0,0.0,rbf,0.1,10,3,-1,0.0001,
0.0,0.0,0.0,0.0,rbf,0.1,10,3,0,0.0001,
0.0,0.0,0.0,0.0,rbf,0.1,10,3,1,0.0001,
0.0,0.0,0.0,0.0,rbf,0.1,1e-05,3,-1,0.001,
0.0,0.0,0.0,0.0,rbf,0.1,1e-05,3,0,0.001,
0.0,0.0,0.0,0.0,rbf,0.1,1e-05,3,1,0.001,
0.0,0.0,0.0,0.0,rbf,0.1,0.0001,3,-1,0.001,
0.0,0.0,0.0,0.0,rbf,0.1,0.0001,3,0,0.001,
0.0,0.0,0.0,0.0,rbf,0.1,0.0001,3,1,0.001,
0.30471156300519014,0.035213482691425047,0.30471156300519014,0.035213482691425047,rbf,0.1,0.001,3,-1,0.001,
0.30471156300519014,0.035213482691425047,0.30471156300519014,0.035213482691425047,rbf,0.1,0.001,3,0,0.001,
0.30471156300519014,0.035213482691425047,0.30471156300519014,0.035213482691425047,rbf,0.1,0.001,3,1,0.001,
0.6104696673189823,0.026280966499469084,0.6104696673189823,0.026280966499469084,rbf,0.1,0.01,3,-1,0.001,
0.6104696673189823,0.026280966499469084,0.6104696673189823,0.026280966499469084,rbf,0.1,0.01,3,0,0.001,
0.6104696673189823,0.026280966499469084,0.6104696673189823,0.026280966499469084,rbf,0.1,0.01,3,1,0.001,
0.6824768144303582,0.02178555315997551,0.6824768144303582,0.02178555315997551,rbf,0.1,0.1,3,-1,0.001,
0.6824768144303582,0.02178555315997551,0.6824768144303582,0.02178555315997551,rbf,0.1,0.1,3,0,0.001,
0.6824768144303582,0.02178555315997551,0.6824768144303582,0.02178555315997551,rbf,0.1,0.1,3,1,0.001,
0.6973772653790522,0.02505563170552421,0.6973772653790522,0.02505563170552421,rbf,0.1,1,3,-1,0.001,
0.6973772653790522,0.02505563170552421,0.6973772653790522,0.02505563170552421,rbf,0.1,1,3,0,0.001,
0.6973772653790522,0.02505563170552421,0.6973772653790522,0.02505563170552421,rbf,0.1,1,3,1,0.001,
0.0,0.0,0.0,0.0,rbf,0.1,10,3,-1,0.001,
0.0,0.0,0.0,0.0,rbf,0.1,10,3,0,0.001,
0.0,0.0,0.0,0.0,rbf,0.1,10,3,1,0.001,
0.0,0.0,0.0,0.0,rbf,1,1e-05,3,-1,1e-05,
0.0,0.0,0.0,0.0,rbf,1,1e-05,3,0,1e-05,
0.0,0.0,0.0,0.0,rbf,1,1e-05,3,1,1e-05,
0.3007572534671999,0.03535255918970306,0.3007572534671999,0.03535255918970306,rbf,1,0.0001,3,-1,1e-05,
0.3007572534671999,0.03535255918970306,0.3007572534671999,0.03535255918970306,rbf,1,0.0001,3,0,1e-05,
0.3007572534671999,0.03535255918970306,0.3007572534671999,0.03535255918970306,rbf,1,0.0001,3,1,1e-05,
0.6101272015655579,0.02724799273680587,0.6101272015655579,0.02724799273680587,rbf,1,0.001,3,-1,1e-05,
0.6101272015655579,0.02724799273680587,0.6101272015655579,0.02724799273680587,rbf,1,0.001,3,0,1e-05,
0.6101272015655579,0.02724799273680587,0.6101272015655579,0.02724799273680587,rbf,1,0.001,3,1,1e-05,
0.6686377946056326,0.02516730294984187,0.6686377946056326,0.02516730294984187,rbf,1,0.01,3,-1,1e-05,
0.6686377946056326,0.02516730294984187,0.6686377946056326,0.02516730294984187,rbf,1,0.01,3,0,1e-05,
0.6686377946056326,0.02516730294984187,0.6686377946056326,0.02516730294984187,rbf,1,0.01,3,1,1e-05,
0.6947332595932953,0.02867855211615686,0.6947332595932953,0.02867855211615686,rbf,1,0.1,3,-1,1e-05,
0.6947332595932953,0.02867855211615686,0.6947332595932953,0.02867855211615686,rbf,1,0.1,3,0,1e-05,
0.6947332595932953,0.02867855211615686,0.6947332595932953,0.02867855211615686,rbf,1,0.1,3,1,1e-05,
0.709595422445333,0.026452805076870374,0.709595422445333,0.026452805076870374,rbf,1,1,3,-1,1e-05,
0.709595422445333,0.026452805076870374,0.709595422445333,0.026452805076870374,rbf,1,1,3,0,1e-05,
0.709595422445333,0.026452805076870374,0.709595422445333,0.026452805076870374,rbf,1,1,3,1,1e-05,
0.7102867353016251,0.029978285031637103,0.7102867353016251,0.029978285031637103,rbf,1,10,3,-1,1e-05,
0.7102867353016251,0.029978285031637103,0.7102867353016251,0.029978285031637103,rbf,1,10,3,0,1e-05,
0.7102867353016251,0.029978285031637103,0.7102867353016251,0.029978285031637103,rbf,1,10,3,1,1e-05,
0.0,0.0,0.0,0.0,rbf,1,1e-05,3,-1,0.0001,
0.0,0.0,0.0,0.0,rbf,1,1e-05,3,0,0.0001,
0.0,0.0,0.0,0.0,rbf,1,1e-05,3,1,0.0001,
0.3007572534671999,0.03535255918970306,0.3007572534671999,0.03535255918970306,rbf,1,0.0001,3,-1,0.0001,
0.3007572534671999,0.03535255918970306,0.3007572534671999,0.03535255918970306,rbf,1,0.0001,3,0,0.0001,
0.3007572534671999,0.03535255918970306,0.3007572534671999,0.03535255918970306,rbf,1,0.0001,3,1,0.0001,
0.6101272015655579,0.02724799273680587,0.6101272015655579,0.02724799273680587,rbf,1,0.001,3,-1,0.0001,
0.6101272015655579,0.02724799273680587,0.6101272015655579,0.02724799273680587,rbf,1,0.001,3,0,0.0001,
0.6101272015655579,0.02724799273680587,0.6101272015655579,0.02724799273680587,rbf,1,0.001,3,1,0.0001,
0.6686377946056326,0.02516730294984187,0.6686377946056326,0.02516730294984187,rbf,1,0.01,3,-1,0.0001,
0.6686377946056326,0.02516730294984187,0.6686377946056326,0.02516730294984187,rbf,1,0.01,3,0,0.0001,
0.6686377946056326,0.02516730294984187,0.6686377946056326,0.02516730294984187,rbf,1,0.01,3,1,0.0001,
0.6947332595932953,0.02867855211615686,0.6947332595932953,0.02867855211615686,rbf,1,0.1,3,-1,0.0001,
0.6947332595932953,0.02867855211615686,0.6947332595932953,0.02867855211615686,rbf,1,0.1,3,0,0.0001,
0.6947332595932953,0.02867855211615686,0.6947332595932953,0.02867855211615686,rbf,1,0.1,3,1,0.0001,
0.709595422445333,0.026452805076870374,0.709595422445333,0.026452805076870374,rbf,1,1,3,-1,0.0001,
0.709595422445333,0.026452805076870374,0.709595422445333,0.026452805076870374,rbf,1,1,3,0,0.0001,
0.709595422445333,0.026452805076870374,0.709595422445333,0.026452805076870374,rbf,1,1,3,1,0.0001,
0.7102867353016251,0.029978285031637103,0.7102867353016251,0.029978285031637103,rbf,1,10,3,-1,0.0001,
0.7102867353016251,0.029978285031637103,0.7102867353016251,0.029978285031637103,rbf,1,10,3,0,0.0001,
0.7102867353016251,0.029978285031637103,0.7102867353016251,0.029978285031637103,rbf,1,10,3,1,0.0001,
0.0,0.0,0.0,0.0,rbf,1,1e-05,3,-1,0.001,
0.0,0.0,0.0,0.0,rbf,1,1e-05,3,0,0.001,
0.0,0.0,0.0,0.0,rbf,1,1e-05,3,1,0.001,
0.3007572534671999,0.03535255918970306,0.3007572534671999,0.03535255918970306,rbf,1,0.0001,3,-1,0.001,
0.3007572534671999,0.03535255918970306,0.3007572534671999,0.03535255918970306,rbf,1,0.0001,3,0,0.001,
0.3007572534671999,0.03535255918970306,0.3007572534671999,0.03535255918970306,rbf,1,0.0001,3,1,0.001,
0.6101272015655579,0.02724799273680587,0.6101272015655579,0.02724799273680587,rbf,1,0.001,3,-1,0.001,
0.6101272015655579,0.02724799273680587,0.6101272015655579,0.02724799273680587,rbf,1,0.001,3,0,0.001,
0.6101272015655579,0.02724799273680587,0.6101272015655579,0.02724799273680587,rbf,1,0.001,3,1,0.001,
0.6686377946056326,0.02516730294984187,0.6686377946056326,0.02516730294984187,rbf,1,0.01,3,-1,0.001,
0.6686377946056326,0.02516730294984187,0.6686377946056326,0.02516730294984187,rbf,1,0.01,3,0,0.001,
0.6686377946056326,0.02516730294984187,0.6686377946056326,0.02516730294984187,rbf,1,0.01,3,1,0.001,
0.6947332595932953,0.02867855211615686,0.6947332595932953,0.02867855211615686,rbf,1,0.1,3,-1,0.001,
0.6947332595932953,0.02867855211615686,0.6947332595932953,0.02867855211615686,rbf,1,0.1,3,0,0.001,
0.6947332595932953,0.02867855211615686,0.6947332595932953,0.02867855211615686,rbf,1,0.1,3,1,0.001,
0.709595422445333,0.026452805076870374,0.709595422445333,0.026452805076870374,rbf,1,1,3,-1,0.001,
0.709595422445333,0.026452805076870374,0.709595422445333,0.026452805076870374,rbf,1,1,3,0,0.001,
0.709595422445333,0.026452805076870374,0.709595422445333,0.026452805076870374,rbf,1,1,3,1,0.001,
0.7102867353016251,0.029978285031637103,0.7102867353016251,0.029978285031637103,rbf,1,10,3,-1,0.001,
0.7102867353016251,0.029978285031637103,0.7102867353016251,0.029978285031637103,rbf,1,10,3,0,0.001,
