TSS_mean,TSS_std,SSW_mean,SSW_std,kernel,C,gamma,degree,coef0,tol,
0.0,0.0,0.0,0.0,poly,0.0001,1e-05,2,-1,1e-05,
0.0,0.0,0.0,0.0,poly,0.0001,1e-05,2,0,1e-05,
0.0,0.0,0.0,0.0,poly,0.0001,1e-05,2,1,1e-05,
0.0,0.0,0.0,0.0,poly,0.0001,1e-05,3,-1,1e-05,
0.0,0.0,0.0,0.0,poly,0.0001,1e-05,3,0,1e-05,
0.0,0.0,0.0,0.0,poly,0.0001,1e-05,3,1,1e-05,
0.0,0.0,0.0,0.0,poly,0.0001,1e-05,4,-1,1e-05,
0.0,0.0,0.0,0.0,poly,0.0001,1e-05,4,0,1e-05,
0.0,0.0,0.0,0.0,poly,0.0001,1e-05,4,1,1e-05,
0.0,0.0,0.0,0.0,poly,0.0001,1e-05,5,-1,1e-05,
0.0,0.0,0.0,0.0,poly,0.0001,1e-05,5,0,1e-05,
0.0,0.0,0.0,0.0,poly,0.0001,1e-05,5,1,1e-05,
0.0,0.0,0.0,0.0,poly,0.0001,0.0001,2,-1,1e-05,
0.0,0.0,0.0,0.0,poly,0.0001,0.0001,2,0,1e-05,
0.0,0.0,0.0,0.0,poly,0.0001,0.0001,2,1,1e-05,
0.0,0.0,0.0,0.0,poly,0.0001,0.0001,3,-1,1e-05,
0.0,0.0,0.0,0.0,poly,0.0001,0.0001,3,0,1e-05,
0.0,0.0,0.0,0.0,poly,0.0001,0.0001,3,1,1e-05,
0.0,0.0,0.0,0.0,poly,0.0001,0.0001,4,-1,1e-05,
0.0,0.0,0.0,0.0,poly,0.0001,0.0001,4,0,1e-05,
0.0,0.0,0.0,0.0,poly,0.0001,0.0001,4,1,1e-05,
0.0,0.0,0.0,0.0,poly,0.0001,0.0001,5,-1,1e-05,
0.0,0.0,0.0,0.0,poly,0.0001,0.0001,5,0,1e-05,
0.0,0.0,0.0,0.0,poly,0.0001,0.0001,5,1,1e-05,
0.0,0.0,0.0,0.0,poly,0.0001,0.001,2,-1,1e-05,
0.0,0.0,0.0,0.0,poly,0.0001,0.001,2,0,1e-05,
0.0,0.0,0.0,0.0,poly,0.0001,0.001,2,1,1e-05,
0.0,0.0,0.0,0.0,poly,0.0001,0.001,3,-1,1e-05,
0.0,0.0,0.0,0.0,poly,0.0001,0.001,3,0,1e-05,
0.0,0.0,0.0,0.0,poly,0.0001,0.001,3,1,1e-05,
0.0,0.0,0.0,0.0,poly,0.0001,0.001,4,-1,1e-05,
0.0,0.0,0.0,0.0,poly,0.0001,0.001,4,0,1e-05,
0.0,0.0,0.0,0.0,poly,0.0001,0.001,4,1,1e-05,
0.0,0.0,0.0,0.0,poly,0.0001,0.001,5,-1,1e-05,
0.0,0.0,0.0,0.0,poly,0.0001,0.001,5,0,1e-05,
0.0,0.0,0.0,0.0,poly,0.0001,0.001,5,1,1e-05,
0.0,0.0,0.0,0.0,poly,0.0001,0.01,2,-1,1e-05,
0.0,0.0,0.0,0.0,poly,0.0001,0.01,2,0,1e-05,
0.0,0.0,0.0,0.0,poly,0.0001,0.01,2,1,1e-05,
0.0,0.0,0.0,0.0,poly,0.0001,0.01,3,-1,1e-05,
0.0,0.0,0.0,0.0,poly,0.0001,0.01,3,0,1e-05,
0.03366336633663367,0.01914760357011259,0.03366336633663367,0.01914760357011259,poly,0.0001,0.01,3,1,1e-05,
0.01386138613861386,0.015145602515622133,0.01386138613861386,0.015145602515622133,poly,0.0001,0.01,4,-1,1e-05,
0.03712871287128714,0.01623128347599505,0.03712871287128714,0.01623128347599505,poly,0.0001,0.01,4,0,1e-05,
0.0727722772277228,0.020833292487624566,0.0727722772277228,0.020833292487624566,poly,0.0001,0.01,4,1,1e-05,
0.03712871287128714,0.01623128347599505,0.03712871287128714,0.01623128347599505,poly,0.0001,0.01,5,-1,1e-05,
0.04455445544554455,0.018121787344280323,0.04455445544554455,0.018121787344280323,poly,0.0001,0.01,5,0,1e-05,
0.13168316831683172,0.02031513319671603,0.13168316831683172,0.02031513319671603,poly,0.0001,0.01,5,1,1e-05,
0.16732673267326734,0.030339709794147646,0.16732673267326734,0.030339709794147646,poly,0.0001,0.1,2,-1,1e-05,
0.28366336633663375,0.03490362324172737,0.28366336633663375,0.03490362324172737,poly,0.0001,0.1,2,0,1e-05,
0.3966576791607733,0.04224109846851388,0.3966576791607733,0.04224109846851388,poly,0.0001,0.1,2,1,1e-05,
0.4293309464875059,0.041912172043403896,0.4293309464875059,0.041912172043403896,poly,0.0001,0.1,3,-1,1e-05,
0.509231347241867,0.053490970153920514,0.509231347241867,0.053490970153920514,poly,0.0001,0.1,3,0,1e-05,
0.6065328854314003,0.04029751193856656,0.6065328854314003,0.04029751193856656,poly,0.0001,0.1,3,1,1e-05,
0.43725173856671384,0.04537150007222907,0.43725173856671384,0.04537150007222907,poly,0.0001,0.1,4,-1,1e-05,
0.5981170438472418,0.04255694914876076,0.5981170438472418,0.04255694914876076,poly,0.0001,0.1,4,0,1e-05,
0.6959136315417256,0.03580172318802322,0.6959136315417256,0.03580172318802322,poly,0.0001,0.1,4,1,1e-05,
0.5476219943422914,0.05252353936969781,0.5476219943422914,0.05252353936969781,poly,0.0001,0.1,5,-1,1e-05,
