TSS_mean,TSS_std,SSW_mean,SSW_std,solver,penalty,C,dual,l1_ratio,tol,
0.0,0.0,0.0,0.0,lbfgs,l2,1e-05,False,None,1e-05,
0.0,0.0,0.0,0.0,lbfgs,l2,1e-05,False,None,1e-05,
0.0,0.0,0.0,0.0,lbfgs,l2,1e-05,False,None,0.0001,
0.0,0.0,0.0,0.0,lbfgs,l2,1e-05,False,None,0.0001,
0.0,0.0,0.0,0.0,lbfgs,l2,1e-05,False,None,0.001,
0.0,0.0,0.0,0.0,lbfgs,l2,1e-05,False,None,0.001,
0.0,0.0,0.0,0.0,lbfgs,l2,0.0001,False,None,1e-05,
0.0,0.0,0.0,0.0,lbfgs,l2,0.0001,False,None,1e-05,
0.0,0.0,0.0,0.0,lbfgs,l2,0.0001,False,None,0.0001,
0.0,0.0,0.0,0.0,lbfgs,l2,0.0001,False,None,0.0001,
0.0,0.0,0.0,0.0,lbfgs,l2,0.0001,False,None,0.001,
0.0,0.0,0.0,0.0,lbfgs,l2,0.0001,False,None,0.001,
0.17426442121564073,0.03790663102552753,0.17426442121564073,0.03790663102552753,lbfgs,l2,0.001,False,None,1e-05,
0.17426442121564073,0.03790663102552753,0.17426442121564073,0.03790663102552753,lbfgs,l2,0.001,False,None,1e-05,
0.17426442121564073,0.03790663102552753,0.17426442121564073,0.03790663102552753,lbfgs,l2,0.001,False,None,0.0001,
0.17426442121564073,0.03790663102552753,0.17426442121564073,0.03790663102552753,lbfgs,l2,0.001,False,None,0.0001,
0.17426442121564073,0.03790663102552753,0.17426442121564073,0.03790663102552753,lbfgs,l2,0.001,False,None,0.001,
0.17426442121564073,0.03790663102552753,0.17426442121564073,0.03790663102552753,lbfgs,l2,0.001,False,None,0.001,
0.4266550522648084,0.05014670717836958,0.4266550522648084,0.05014670717836958,lbfgs,l2,0.01,False,None,1e-05,
0.4266550522648084,0.05014670717836958,0.4266550522648084,0.05014670717836958,lbfgs,l2,0.01,False,None,1e-05,
0.4266550522648084,0.05014670717836958,0.4266550522648084,0.05014670717836958,lbfgs,l2,0.01,False,None,0.0001,
0.4266550522648084,0.05014670717836958,0.4266550522648084,0.05014670717836958,lbfgs,l2,0.01,False,None,0.0001,
0.4266550522648084,0.05014670717836958,0.4266550522648084,0.05014670717836958,lbfgs,l2,0.01,False,None,0.001,
0.4266550522648084,0.05014670717836958,0.4266550522648084,0.05014670717836958,lbfgs,l2,0.01,False,None,0.001,
0.4991773132017035,0.06020327300747689,0.4991773132017035,0.06020327300747689,lbfgs,l2,0.1,False,None,1e-05,
0.4991773132017035,0.06020327300747689,0.4991773132017035,0.06020327300747689,lbfgs,l2,0.1,False,None,1e-05,
0.4991773132017035,0.06020327300747689,0.4991773132017035,0.06020327300747689,lbfgs,l2,0.1,False,None,0.0001,
0.4991773132017035,0.06020327300747689,0.4991773132017035,0.06020327300747689,lbfgs,l2,0.1,False,None,0.0001,
0.4991773132017035,0.06020327300747689,0.4991773132017035,0.06020327300747689,lbfgs,l2,0.1,False,None,0.001,
0.4991773132017035,0.06020327300747689,0.4991773132017035,0.06020327300747689,lbfgs,l2,0.1,False,None,0.001,
0.5337301587301587,0.05763657486631156,0.5337301587301587,0.05763657486631156,lbfgs,l2,1,False,None,1e-05,
0.5337301587301587,0.05763657486631156,0.5337301587301587,0.05763657486631156,lbfgs,l2,1,False,None,1e-05,
0.5337301587301587,0.05763657486631156,0.5337301587301587,0.05763657486631156,lbfgs,l2,1,False,None,0.0001,
0.5337301587301587,0.05763657486631156,0.5337301587301587,0.05763657486631156,lbfgs,l2,1,False,None,0.0001,
0.5337301587301587,0.05763657486631156,0.5337301587301587,0.05763657486631156,lbfgs,l2,1,False,None,0.001,
0.5337301587301587,0.05763657486631156,0.5337301587301587,0.05763657486631156,lbfgs,l2,1,False,None,0.001,
0.5239837398373984,0.06022091630152436,0.5239837398373984,0.06022091630152436,lbfgs,l2,10,False,None,1e-05,
0.5239837398373984,0.06022091630152436,0.5239837398373984,0.06022091630152436,lbfgs,l2,10,False,None,1e-05,
0.5239837398373984,0.06022091630152436,0.5239837398373984,0.06022091630152436,lbfgs,l2,10,False,None,0.0001,
0.5239837398373984,0.06022091630152436,0.5239837398373984,0.06022091630152436,lbfgs,l2,10,False,None,0.0001,
0.5239837398373984,0.06022091630152436,0.5239837398373984,0.06022091630152436,lbfgs,l2,10,False,None,0.001,
0.5239837398373984,0.06022091630152436,0.5239837398373984,0.06022091630152436,lbfgs,l2,10,False,None,0.001,
0.5283391405342625,0.057824916309466436,0.5283391405342625,0.057824916309466436,lbfgs,l2,100,False,None,1e-05,
0.5283391405342625,0.057824916309466436,0.5283391405342625,0.057824916309466436,lbfgs,l2,100,False,None,1e-05,
0.5283391405342625,0.057824916309466436,0.5283391405342625,0.057824916309466436,lbfgs,l2,100,False,None,0.0001,
0.5283391405342625,0.057824916309466436,0.5283391405342625,0.057824916309466436,lbfgs,l2,100,False,None,0.0001,
0.5283391405342625,0.057824916309466436,0.5283391405342625,0.057824916309466436,lbfgs,l2,100,False,None,0.001,
0.5283391405342625,0.057824916309466436,0.5283391405342625,0.057824916309466436,lbfgs,l2,100,False,None,0.001,
0.5261420828493998,0.05923659575170318,0.5261420828493998,0.05923659575170318,lbfgs,l2,1000,False,None,1e-05,
0.5261420828493998,0.05923659575170318,0.5261420828493998,0.05923659575170318,lbfgs,l2,1000,False,None,1e-05,
0.5261420828493998,0.05923659575170318,0.5261420828493998,0.05923659575170318,lbfgs,l2,1000,False,None,0.0001,
0.5261420828493998,0.05923659575170318,0.5261420828493998,0.05923659575170318,lbfgs,l2,1000,False,None,0.0001,
0.5261420828493998,0.05923659575170318,0.5261420828493998,0.05923659575170318,lbfgs,l2,1000,False,None,0.001,
0.5261420828493998,0.05923659575170318,0.5261420828493998,0.05923659575170318,lbfgs,l2,1000,False,None,0.001,
0.5261420828493998,0.05923659575170318,0.5261420828493998,0.05923659575170318,lbfgs,l2,10000,False,None,1e-05,
0.5261420828493998,0.05923659575170318,0.5261420828493998,0.05923659575170318,lbfgs,l2,10000,False,None,1e-05,
0.5261420828493998,0.05923659575170318,0.5261420828493998,0.05923659575170318,lbfgs,l2,10000,False,None,0.0001,
0.5261420828493998,0.05923659575170318,0.5261420828493998,0.05923659575170318,lbfgs,l2,10000,False,None,0.0001,
0.5261420828493998,0.05923659575170318,0.5261420828493998,0.05923659575170318,lbfgs,l2,10000,False,None,0.001,
0.5261420828493998,0.05923659575170318,0.5261420828493998,0.05923659575170318,lbfgs,l2,10000,False,None,0.001,
0.0,0.0,0.0,0.0,newton-cg,l2,1e-05,False,None,1e-05,
0.0,0.0,0.0,0.0,newton-cg,l2,1e-05,False,None,1e-05,
0.0,0.0,0.0,0.0,newton-cg,l2,1e-05,False,None,0.0001,
0.0,0.0,0.0,0.0,newton-cg,l2,1e-05,False,None,0.0001,
0.0,0.0,0.0,0.0,newton-cg,l2,1e-05,False,None,0.001,
0.0,0.0,0.0,0.0,newton-cg,l2,1e-05,False,None,0.001,
0.0,0.0,0.0,0.0,newton-cg,l2,0.0001,False,None,1e-05,
0.0,0.0,0.0,0.0,newton-cg,l2,0.0001,False,None,1e-05,
0.0,0.0,0.0,0.0,newton-cg,l2,0.0001,False,None,0.0001,
0.0,0.0,0.0,0.0,newton-cg,l2,0.0001,False,None,0.0001,
0.0,0.0,0.0,0.0,newton-cg,l2,0.0001,False,None,0.001,
0.0,0.0,0.0,0.0,newton-cg,l2,0.0001,False,None,0.001,
0.17426442121564073,0.03790663102552753,0.17426442121564073,0.03790663102552753,newton-cg,l2,0.001,False,None,1e-05,
0.17426442121564073,0.03790663102552753,0.17426442121564073,0.03790663102552753,newton-cg,l2,0.001,False,None,1e-05,
0.17426442121564073,0.03790663102552753,0.17426442121564073,0.03790663102552753,newton-cg,l2,0.001,False,None,0.0001,
0.17426442121564073,0.03790663102552753,0.17426442121564073,0.03790663102552753,newton-cg,l2,0.001,False,None,0.0001,
0.17426442121564073,0.03790663102552753,0.17426442121564073,0.03790663102552753,newton-cg,l2,0.001,False,None,0.001,
0.17426442121564073,0.03790663102552753,0.17426442121564073,0.03790663102552753,newton-cg,l2,0.001,False,None,0.001,
0.4266550522648084,0.05014670717836958,0.4266550522648084,0.05014670717836958,newton-cg,l2,0.01,False,None,1e-05,
0.4266550522648084,0.05014670717836958,0.4266550522648084,0.05014670717836958,newton-cg,l2,0.01,False,None,1e-05,
0.4266550522648084,0.05014670717836958,0.4266550522648084,0.05014670717836958,newton-cg,l2,0.01,False,None,0.0001,
0.4266550522648084,0.05014670717836958,0.4266550522648084,0.05014670717836958,newton-cg,l2,0.01,False,None,0.0001,
0.4266550522648084,0.05014670717836958,0.4266550522648084,0.05014670717836958,newton-cg,l2,0.01,False,None,0.001,
0.4266550522648084,0.05014670717836958,0.4266550522648084,0.05014670717836958,newton-cg,l2,0.01,False,None,0.001,
0.4991773132017035,0.06020327300747689,0.4991773132017035,0.06020327300747689,newton-cg,l2,0.1,False,None,1e-05,
0.4991773132017035,0.06020327300747689,0.4991773132017035,0.06020327300747689,newton-cg,l2,0.1,False,None,1e-05,
0.4991773132017035,0.06020327300747689,0.4991773132017035,0.06020327300747689,newton-cg,l2,0.1,False,None,0.0001,
0.4991773132017035,0.06020327300747689,0.4991773132017035,0.06020327300747689,newton-cg,l2,0.1,False,None,0.0001,
0.4991773132017035,0.06020327300747689,0.4991773132017035,0.06020327300747689,newton-cg,l2,0.1,False,None,0.001,
0.4991773132017035,0.06020327300747689,0.4991773132017035,0.06020327300747689,newton-cg,l2,0.1,False,None,0.001,
0.5337301587301587,0.05763657486631156,0.5337301587301587,0.05763657486631156,newton-cg,l2,1,False,None,1e-05,
0.5337301587301587,0.05763657486631156,0.5337301587301587,0.05763657486631156,newton-cg,l2,1,False,None,1e-05,
0.5337301587301587,0.05763657486631156,0.5337301587301587,0.05763657486631156,newton-cg,l2,1,False,None,0.0001,
0.5337301587301587,0.05763657486631156,0.5337301587301587,0.05763657486631156,newton-cg,l2,1,False,None,0.0001,
0.5337301587301587,0.05763657486631156,0.5337301587301587,0.05763657486631156,newton-cg,l2,1,False,None,0.001,
0.5337301587301587,0.05763657486631156,0.5337301587301587,0.05763657486631156,newton-cg,l2,1,False,None,0.001,
0.5239837398373984,0.06022091630152436,0.5239837398373984,0.06022091630152436,newton-cg,l2,10,False,None,1e-05,
0.5239837398373984,0.06022091630152436,0.5239837398373984,0.06022091630152436,newton-cg,l2,10,False,None,1e-05,
0.5239837398373984,0.06022091630152436,0.5239837398373984,0.06022091630152436,newton-cg,l2,10,False,None,0.0001,
