,FLARE_TYPE,COINCIDENCE,MEANGBT_1,MEANGBT_2,MEANGBT_3,MEANGBT_4,MEANGBT_5,MEANGBT_6,MEANGBT_7,MEANGBT_8,MEANGBT_9,MEANGBT_10,MEANGBT_11,MEANGBT_12,MEANGBT_13,MEANGBT_14,MEANGBT_15,MEANGBT_16,MEANGBT_17,MEANGBT_18,MEANGBT_19,MEANGBT_20,MEANGBT_21,MEANGBT_22,MEANGBT_23,MEANGBT_24,MEANGBT_25,MEANGBT_26,MEANGBT_27,MEANGBT_28,MEANGBT_29,MEANGBT_30,MEANGBT_31,MEANGBT_32,MEANGBT_33,MEANGBT_34,MEANGBT_35,MEANGBT_36,MEANGBT_37,MEANGBT_38,MEANGBT_39,MEANGBT_40,MEANGBT_41,MEANGBT_42,MEANGBT_43,MEANGBT_44,MEANGBT_45,MEANGBT_46,MEANGBT_47,MEANGBT_48,MEANGBT_49,MEANGBT_50,MEANGBT_51,MEANGBT_52,MEANGBT_53,MEANGBT_54,MEANGBT_55,MEANGBT_56,MEANGBT_57,MEANGBT_58,MEANGBT_59,MEANGBT_60,MEANGBT_61,MEANGBT_62,MEANGBT_63,MEANGBT_64,MEANGBT_65,MEANGBT_66,MEANGBT_67,MEANGBT_68,MEANGBT_69,MEANGBT_70
271,M,True,114.36,115.72,116.45,117.42,117.98,117.67,116.75,116.41,115.89,115.7,114.84,113.32,112.91,112.55,111.62,110.91,110.56,109.5,109.57,109.55,109.65,109.98,110.04,109.8,110.28,111.27,110.82,111.6,112.17,112.38,111.77,112.28,112.98,111.91,112.18,112.04,112.15,112.44,112.61,112.12,112.47,112.34,111.85,111.52,111.27,110.31,110.16,110.08,109.86,109.21,109.57,109.64,108.96,109.13,108.76,110.03,109.98,110.08,112.26,113.35,114.91,115.64,116.0,118.0,119.03,119.1,119.89,120.49,120.02,119.32
272,M,True,105.29,105.42,105.9,105.01,104.38,103.95,103.12,102.64,101.76,100.77,100.56,100.43,100.13,100.16,99.797,99.315,99.239,100.01,100.08,99.958,99.657,99.964,100.22,100.38,100.22,100.46,100.62,100.93,100.84,100.58,100.77,100.61,100.24,100.87,101.21,100.72,101.47,101.6,101.51,101.55,101.39,102.22,101.62,101.38,101.53,101.01,100.78,100.96,100.38,100.31,100.27,100.45,100.59,101.57,100.44,101.08,102.55,103.39,103.93,104.81,105.67,105.72,105.9,105.85,105.91,106.38,105.54,105.42,105.64,104.07
273,M,False,100.43,100.13,100.16,99.797,99.315,99.239,100.01,100.08,99.958,99.657,99.964,100.22,100.38,100.22,100.46,100.62,100.93,100.84,100.58,100.77,100.61,100.24,100.87,101.21,100.72,101.47,101.6,101.51,101.55,101.39,102.22,101.62,101.38,101.53,101.01,100.78,100.96,100.38,100.31,100.27,100.45,100.59,101.57,100.44,101.08,102.55,103.39,103.93,104.81,105.67,105.72,105.9,105.85,105.91,106.38,105.54,105.42,105.64,104.07,103.98,103.23,102.72,102.49,102.0,102.15,102.5,102.34,102.67,102.34,102.35
274,M,False,101.21,100.72,101.47,101.6,101.51,101.55,101.39,102.22,101.62,101.38,101.53,101.01,100.78,100.96,100.38,100.31,100.27,100.45,100.59,101.57,100.44,101.08,102.55,103.39,103.93,104.81,105.67,105.72,105.9,105.85,105.91,106.38,105.54,105.42,105.64,104.07,103.98,103.23,102.72,102.49,102.0,102.15,102.5,102.34,102.67,102.34,102.35,102.17,102.92,102.55,102.95,103.21,103.13,103.12,103.54,102.89,103.24,103.08,102.73,102.19,102.55,102.39,102.66,102.49,102.85,102.38,102.88,102.54,102.5,102.53
275,M,False,109.57,109.64,108.96,109.13,108.76,110.03,109.98,110.08,112.26,113.35,114.91,115.64,116.0,118.0,119.03,119.1,119.89,120.49,120.02,119.32,118.54,117.12,115.82,114.82,113.55,113.18,113.06,112.53,112.56,112.2,112.75,113.72,113.4,113.95,114.53,114.87,115.38,115.87,115.7,117.38,117.34,118.31,118.13,117.8,117.45,117.55,118.45,119.09,119.36,120.56,119.98,120.05,119.58,119.02,119.63,119.6,119.53,119.36,118.86,117.74,117.43,116.78,116.13,115.7,115.23,115.41,114.79,114.71,115.06,115.55
276,M,False,100.44,101.08,102.55,103.39,103.93,104.81,105.67,105.72,105.9,105.85,105.91,106.38,105.54,105.42,105.64,104.07,103.98,103.23,102.72,102.49,102.0,102.15,102.5,102.34,102.67,102.34,102.35,102.17,102.92,102.55,102.95,103.21,103.13,103.12,103.54,102.89,103.24,103.08,102.73,102.19,102.55,102.39,102.66,102.49,102.85,102.38,102.88,102.54,102.5,102.53,102.32,102.56,102.78,102.11,101.76,101.2,101.65,100.98,101.53,102.12,102.74,102.68,102.43,104.17,104.26,104.02,104.42,104.83,104.92,105.87
277,M,False,103.23,102.72,102.49,102.0,102.15,102.5,102.34,102.67,102.34,102.35,102.17,102.92,102.55,102.95,103.21,103.13,103.12,103.54,102.89,103.24,103.08,102.73,102.19,102.55,102.39,102.66,102.49,102.85,102.38,102.88,102.54,102.5,102.53,102.32,102.56,102.78,102.11,101.76,101.2,101.65,100.98,101.53,102.12,102.74,102.68,102.43,104.17,104.26,104.02,104.42,104.83,104.92,105.87,105.84,104.98,104.87,104.58,103.85,103.23,101.62,101.07,100.4,101.22,101.36,100.45,101.13,100.83,101.55,101.03,101.3
278,M,False,115.2,115.48,115.14,114.82,113.55,113.9,114.73,114.19,113.93,113.06,113.44,113.7,112.3,112.2,112.96,113.14,113.31,112.98,112.51,111.27,111.11,110.8,111.18,111.54,111.32,111.63,112.66,112.23,111.61,112.46,113.63,114.55,115.16,115.75,116.22,116.25,115.39,115.21,114.83,114.93,113.88,113.69,113.83,112.39,111.91,111.29,110.0,110.33,109.69,109.05,109.0,110.02,109.38,108.98,108.88,108.83,109.24,110.9,111.49,111.09,110.94,111.25,111.14,110.59,110.9,110.59,109.85,109.88,109.12,110.19
279,M,True,100.58,100.39,100.5,100.55,100.48,100.27,99.785,100.52,100.05,99.921,100.23,100.34,99.748,100.82,101.69,101.12,102.42,101.87,102.4,102.43,102.66,102.62,102.43,102.17,102.64,102.31,101.59,101.32,100.39,100.23,99.355,99.903,98.834,99.441,98.671,99.15,98.542,98.765,99.0,98.981,98.569,99.193,99.414,99.701,99.428,100.08,99.963,99.801,99.633,99.767,99.889,99.359,98.721,99.33,98.17,98.669,98.822,99.145,99.051,98.815,99.104,98.838,99.051,98.245,98.203,98.973,98.585,100.16,100.13,101.39
280,M,False,100.39,100.23,99.355,99.903,98.834,99.441,98.671,99.15,98.542,98.765,99.0,98.981,98.569,99.193,99.414,99.701,99.428,100.08,99.963,99.801,99.633,99.767,99.889,99.359,98.721,99.33,98.17,98.669,98.822,99.145,99.051,98.815,99.104,98.838,99.051,98.245,98.203,98.973,98.585,100.16,100.13,101.39,101.24,101.31,101.08,101.11,101.69,101.44,101.55,101.52,101.42,102.01,101.52,100.96,100.23,100.16,99.78,99.625,100.02,99.711,100.32,100.38,100.67,101.15,100.75,100.72,100.92,100.39,99.996,99.493
281,M,False,99.145,99.051,98.815,99.104,98.838,99.051,98.245,98.203,98.973,98.585,100.16,100.13,101.39,101.24,101.31,101.08,101.11,101.69,101.44,101.55,101.52,101.42,102.01,101.52,100.96,100.23,100.16,99.78,99.625,100.02,99.711,100.32,100.38,100.67,101.15,100.75,100.72,100.92,100.39,99.996,99.493,99.556,99.608,98.814,99.352,99.523,100.08,100.89,100.0,100.84,100.56,100.22,99.977,100.47,100.52,100.82,101.15,101.19,101.35,102.02,102.28,102.55,102.06,103.09,102.93,103.5,102.53,102.81,103.14,102.67
282,M,False,105.95,105.22,106.27,105.87,107.0,106.51,107.24,107.75,108.5,108.81,108.71,107.83,108.2,107.54,107.47,107.61,107.37,106.39,105.29,105.8,105.38,105.92,105.6,105.52,107.4,106.92,105.91,106.97,107.42,107.74,107.16,106.57,106.04,105.37,105.06,105.43,105.03,104.3,103.73,102.55,102.93,102.46,102.2,101.85,101.8,101.99,101.36,100.53,100.8,100.08,100.6,101.11,101.64,102.12,101.43,101.34,102.94,103.02,104.06,104.14,104.16,105.45,106.18,107.1,107.0,107.52,107.39,107.54,108.28,107.47
283,M,True,102.66,101.91,101.75,100.8,100.29,99.81,99.523,98.988,99.03,99.268,98.534,99.109,98.487,98.74,99.001,98.832,98.869,98.837,98.58,98.581,99.018,99.775,99.423,99.796,100.34,101.3,101.68,101.89,102.8,103.68,104.14,104.76,105.88,107.18,107.71,107.23,107.67,106.75,106.6,106.06,105.49,104.89,103.54,103.02,102.94,101.82,101.72,101.98,102.46,102.43,102.57,103.12,103.94,104.72,105.01,105.41,105.45,105.23,105.4,105.08,105.57,105.28,104.45,104.59,103.74,103.43,102.83,102.3,102.24,101.62
284,M,False,103.68,104.14,104.76,105.88,107.18,107.71,107.23,107.67,106.75,106.6,106.06,105.49,104.89,103.54,103.02,102.94,101.82,101.72,101.98,102.46,102.43,102.57,103.12,103.94,104.72,105.01,105.41,105.45,105.23,105.4,105.08,105.57,105.28,104.45,104.59,103.74,103.43,102.83,102.3,102.24,101.62,101.37,101.21,101.37,101.09,100.96,100.91,101.23,101.02,101.68,101.97,102.09,101.86,102.47,103.01,102.49,102.71,103.04,102.76,102.34,102.25,101.93,101.39,100.77,100.08,99.682,99.302,98.152,98.112,97.677
285,M,False,101.04,101.31,101.27,101.08,100.69,100.48,100.32,100.01,99.518,98.723,98.368,97.567,97.079,96.874,96.52,96.539,96.984,96.673,96.508,96.19,95.86,95.983,95.754,95.898,96.014,96.664,96.778,97.05,97.259,97.231,97.541,97.28,96.644,96.144,95.662,95.227,94.547,93.909,93.535,92.436,91.517,90.716,90.71,90.494,90.301,90.39,90.49,91.058,91.377,92.788,93.623,94.016,94.56,95.13,95.662,95.206,94.756,94.211,93.337,91.99,91.869,90.639,89.551,88.819,88.195,87.277,87.017,86.726,86.022,85.971
286,M,True,111.31,112.22,110.93,110.16,110.16,109.32,108.88,109.45,110.21,110.25,110.74,110.87,110.64,110.91,110.76,112.55,113.98,115.04,116.18,115.26,115.57,115.28,114.5,113.94,113.69,112.86,112.81,111.1,109.47,109.08,108.18,108.1,107.85,107.3,106.96,106.68,107.96,107.94,107.98,109.44,110.28,110.13,110.4,111.6,111.47,111.58,112.21,112.43,112.67,113.63,111.99,112.67,113.71,112.47,111.63,113.12,114.32,113.53,113.84,114.02,113.56,111.3,111.1,111.16,110.47,110.17,110.28,109.72,109.05,109.6
287,M,True,110.63,110.47,110.8,111.29,108.57,108.22,107.99,108.19,108.44,107.72,106.24,107.31,107.65,107.7,107.84,109.81,110.77,111.86,111.02,112.54,112.75,112.77,112.01,112.24,112.39,111.67,109.98,109.44,108.41,108.05,107.36,106.18,105.74,106.22,106.19,106.57,107.23,108.39,108.86,109.69,110.22,110.03,111.35,111.75,111.46,111.72,111.79,111.46,112.08,112.3,112.42,112.08,112.02,112.46,112.59,112.53,112.28,111.69,110.75,111.29,108.68,108.29,107.84,108.12,107.82,107.89,108.35,108.92,109.19,108.61
288,M,True,115.02,115.32,115.28,115.22,115.75,115.54,116.03,116.61,116.79,116.84,116.53,115.89,115.02,114.24,113.59,113.9,114.06,112.97,112.14,111.9,111.71,112.2,112.37,112.68,113.59,113.78,114.07,114.35,114.84,115.68,115.26,115.48,115.31,115.62,115.88,114.84,114.05,113.98,114.11,113.17,111.86,111.17,109.83,108.96,108.81,108.94,108.63,108.05,108.05,107.4,107.13,107.58,108.12,108.26,108.1,107.87,107.76,107.66,107.85,108.02,108.01,108.69,107.41,108.22,107.94,108.5,108.68,108.44,108.47,109.69
289,M,False,107.4,107.13,107.58,108.12,108.26,108.1,107.87,107.76,107.66,107.85,108.02,108.01,108.69,107.41,108.22,107.94,108.5,108.68,108.44,108.47,109.69,110.04,110.3,110.64,111.35,111.4,111.7,112.49,112.44,112.3,111.66,111.1,110.12,110.23,109.7,108.42,107.67,107.67,107.32,106.65,107.62,108.37,108.84,108.77,109.17,109.69,109.61,110.35,110.55,111.0,111.42,111.2,110.87,110.47,110.3,109.75,109.92,109.39,109.76,108.84,108.68,108.27,108.15,107.75,107.87,107.39,107.16,106.35,106.63,107.2
290,M,False,108.1,107.87,107.76,107.66,107.85,108.02,108.01,108.69,107.41,108.22,107.94,108.5,108.68,108.44,108.47,109.69,110.04,110.3,110.64,111.35,111.4,111.7,112.49,112.44,112.3,111.66,111.1,110.12,110.23,109.7,108.42,107.67,107.67,107.32,106.65,107.62,108.37,108.84,108.77,109.17,109.69,109.61,110.35,110.55,111.0,111.42,111.2,110.87,110.47,110.3,109.75,109.92,109.39,109.76,108.84,108.68,108.27,108.15,107.75,107.87,107.39,107.16,106.35,106.63,107.2,107.38,107.63,107.79,107.59,107.63
291,M,False,110.04,110.3,110.64,111.35,111.4,111.7,112.49,112.44,112.3,111.66,111.1,110.12,110.23,109.7,108.42,107.67,107.67,107.32,106.65,107.62,108.37,108.84,108.77,109.17,109.69,109.61,110.35,110.55,111.0,111.42,111.2,110.87,110.47,110.3,109.75,109.92,109.39,109.76,108.84,108.68,108.27,108.15,107.75,107.87,107.39,107.16,106.35,106.63,107.2,107.38,107.63,107.79,107.59,107.63,108.18,109.08,109.5,109.88,110.37,110.99,110.69,111.07,111.59,111.44,110.64,111.24,110.82,110.76,110.35,109.89
292,M,False,99.386,99.483,99.091,98.67,98.857,99.105,99.984,99.94,101.47,101.49,101.83,101.59,101.79,102.26,103.09,103.16,103.6,103.2,102.23,102.7,103.19,102.14,102.21,102.84,102.94,103.68,104.72,103.72,104.03,103.85,103.54,102.71,102.65,102.21,102.27,101.87,101.61,101.2,100.56,100.36,100.81,101.07,101.99,102.86,103.24,103.18,104.67,105.81,105.77,108.0,107.74,107.46,108.12,107.29,105.46,104.76,103.55,103.59,102.81,102.64,101.72,102.26,101.9,103.06,103.92,105.48,105.7,105.2,106.02,107.57
293,M,False,107.55,108.71,109.48,110.12,110.83,110.8,110.94,111.29,111.44,111.2,110.9,111.24,110.9,110.72,110.99,110.43,109.4,108.23,107.17,106.25,106.45,106.27,106.41,106.75,107.37,107.57,108.54,109.6,110.17,111.07,111.54,111.29,111.39,110.41,109.31,108.42,107.33,106.76,105.48,104.68,104.35,103.38,102.78,103.07,102.44,101.96,102.3,101.8,101.87,102.4,102.14,101.73,101.85,101.27,101.28,101.11,100.81,100.29,100.41,100.62,100.29,100.61,100.52,100.74,100.84,100.92,101.65,101.46,102.11,102.79
294,M,False,75.139,75.145,74.97,76.008,76.776,76.571,76.255,75.794,76.37,77.586,76.445,76.943,77.804,78.129,79.03,76.649,77.046,76.857,74.569,73.012,74.078,73.701,72.96,72.748,71.003,72.937,72.871,73.217,72.812,72.734,73.687,74.134,73.587,74.42,74.234,72.884,72.49,72.299,71.128,70.605,70.17,69.376,67.295,66.102,65.068,63.696,64.14,63.503,63.324,64.028,64.466,64.274,65.079,64.456,66.7,64.794,65.967,64.292,64.052,64.622,63.418,63.257,65.043,64.799,64.336,65.331,63.705,66.411,65.949,65.915
295,M,False,122.1,122.04,122.1,122.19,122.56,122.32,122.7,122.08,121.81,121.14,120.19,120.22,119.21,118.99,118.86,118.95,118.62,118.15,118.5,119.62,120.7,121.4,121.97,121.36,120.72,120.36,121.62,121.43,120.47,119.21,118.16,117.3,116.46,115.85,115.42,114.82,114.2,114.28,113.72,112.75,112.79,112.33,112.0,111.48,111.24,110.95,110.21,111.15,110.96,111.13,111.3,111.12,110.54,110.78,111.1,111.46,111.88,111.97,112.34,112.94,113.74,114.82,115.3,115.77,116.31,117.17,117.8,117.62,118.15,118.63
296,M,True,90.205,90.126,89.729,94.12,94.557,93.392,92.734,94.212,94.309,95.212,95.523,96.287,96.262,93.746,93.87,92.335,89.634,89.819,88.102,88.606,87.066,88.658,87.71,89.066,89.422,90.34,91.933,95.367,98.704,100.13,100.2,100.63,99.045,99.076,97.746,96.986,96.767,95.015,94.545,94.677,94.994,92.251,92.802,93.022,91.88,92.694,93.602,92.568,92.767,93.017,96.697,95.522,95.692,97.285,99.356,99.17,100.2,98.781,100.16,99.846,99.945,100.01,98.482,97.402,96.033,99.946,99.332,98.881,98.401,98.805
297,M,False,109.9,110.62,109.26,109.74,108.27,106.25,106.64,106.72,106.74,105.9,105.67,104.9,106.02,106.37,108.66,108.61,109.73,111.72,112.75,115.34,116.02,115.63,115.34,114.51,113.71,114.56,113.75,112.91,111.86,110.72,109.97,108.83,108.63,107.55,107.11,108.42,107.61,107.03,107.58,108.28,109.4,109.89,109.3,110.79,111.84,111.39,111.96,112.45,111.65,111.96,109.55,109.75,109.44,109.38,109.94,108.01,108.31,108.25,107.35,107.44,106.59,107.0,107.35,107.17,108.74,109.13,110.55,111.89,113.28,113.92
298,M,False,86.425,83.452,80.554,77.829,79.618,82.791,81.978,79.173,79.568,74.462,75.442,76.33,73.245,74.439,73.598,71.29,70.93,80.445,73.429,72.094,72.922,74.389,75.407,71.264,69.682,68.577,64.871,70.71,69.607,68.574,69.145,76.458,80.025,71.115,68.204,74.422,73.821,76.842,83.251,81.012,84.614,82.125,83.241,80.374,82.29,80.632,76.719,83.676,71.884,73.99,71.373,68.716,66.275,67.178,69.997,69.354,71.273,70.374,69.383,67.501,65.403,65.056,62.08,62.824,66.187,61.15,61.518,62.358,59.677,57.21
299,M,True,89.631,89.1,88.273,87.722,87.781,87.584,86.77,86.614,85.667,84.869,84.905,84.754,85.196,85.21,84.843,85.619,84.795,84.895,84.904,84.997,85.736,85.886,85.847,85.403,85.379,85.234,84.211,83.88,83.407,82.427,81.004,80.306,79.904,79.564,78.854,78.792,77.922,77.928,78.166,78.771,79.474,80.455,80.171,80.525,80.438,80.52,80.117,79.843,77.797,76.949,75.297,74.314,73.582,72.531,72.07,71.417,70.967,71.0,70.786,70.917,71.242,72.128,71.309,71.765,71.098,70.91,70.584,69.927,69.962,69.661
300,M,False,73.595,79.319,80.999,81.924,82.702,83.163,81.702,82.527,83.597,83.569,84.625,84.098,84.426,85.927,86.026,84.961,85.23,86.222,85.26,85.141,85.45,84.11,83.965,83.816,84.096,83.815,83.256,84.415,83.477,83.654,83.728,82.786,82.401,81.313,81.755,81.936,81.823,81.636,81.102,80.411,80.787,81.566,80.802,80.67,80.739,79.617,79.921,78.905,77.359,77.094,77.441,77.253,77.461,76.822,76.633,77.664,78.138,78.381,77.7,78.799,78.277,77.793,77.828,77.591,77.032,76.768,75.84,75.771,75.124,75.496
301,M,False,121.96,121.98,120.43,120.46,120.12,121.76,122.61,119.68,121.39,121.66,122.33,122.99,124.51,126.05,126.46,127.82,128.08,128.97,127.61,127.06,128.46,127.04,126.64,125.07,125.05,124.11,123.38,123.79,123.39,122.73,123.63,124.26,123.2,124.67,125.69,125.06,127.5,128.91,129.54,129.69,129.1,130.24,130.95,130.33,127.76,129.49,129.05,127.6,126.78,126.62,124.95,125.62,124.36,122.62,123.1,122.82,124.02,123.02,122.8,123.03,122.16,123.59,123.08,122.14,122.17,122.23,122.44,122.97,121.9,122.57
302,M,False,119.26,118.28,118.13,118.09,118.88,119.48,118.4,119.11,118.53,119.07,117.97,119.06,118.47,119.02,119.6,119.12,120.26,121.35,121.61,121.37,121.87,120.77,120.97,122.15,119.12,118.31,117.15,116.03,114.97,113.91,114.1,115.58,114.94,115.23,114.43,115.98,115.41,116.18,116.58,118.04,119.58,119.85,121.17,120.14,119.94,119.05,118.72,118.25,117.06,116.46,116.26,114.04,112.63,112.36,111.89,111.65,109.98,109.82,108.05,109.38,109.45,108.78,108.73,109.23,109.34,109.23,107.93,109.73,110.16,109.9
303,M,False,72.859,73.307,73.349,73.203,72.877,72.534,73.262,73.634,74.977,74.422,75.151,75.588,75.61,75.275,75.051,75.906,76.838,77.034,76.489,75.518,75.543,76.279,76.552,76.949,77.205,77.212,78.902,79.314,81.687,81.012,83.789,81.708,82.703,81.788,81.861,81.989,80.318,81.054,80.317,80.28,80.433,79.564,79.254,79.373,78.742,79.517,79.952,80.077,81.076,82.057,82.232,82.764,82.659,83.809,82.951,82.214,83.437,83.65,82.781,82.402,82.818,81.784,81.788,81.485,82.097,82.075,82.064,82.291,81.65,82.095
304,M,False,106.1,105.41,105.15,104.09,103.47,103.16,103.28,103.78,103.83,103.33,104.06,104.45,104.68,104.97,104.55,104.94,105.54,105.75,106.4,106.83,106.11,106.5,106.87,106.48,105.88,105.7,105.78,105.55,105.23,105.13,104.89,105.29,104.97,104.62,104.36,104.07,103.94,104.47,104.3,104.56,104.88,104.32,105.27,105.34,105.86,106.85,107.69,108.08,108.59,108.5,108.6,108.26,108.47,107.87,107.7,107.44,106.63,105.84,104.5,104.4,104.03,103.76,102.92,102.83,102.84,102.78,103.39,103.44,103.77,104.28
305,M,False,99.267,99.638,99.791,99.935,100.21,100.17,100.95,101.56,101.9,102.47,102.38,102.42,103.33,103.08,103.26,103.82,104.44,104.22,104.18,104.56,103.94,103.06,102.93,103.15,103.3,102.06,100.83,101.21,100.26,100.16,100.49,100.6,100.86,101.3,102.22,103.21,103.26,103.28,103.56,104.29,104.14,104.57,104.46,104.25,104.16,104.31,103.57,102.77,102.67,102.07,101.7,100.51,100.79,100.74,100.59,100.26,99.391,99.483,99.134,99.306,99.435,99.337,99.294,99.301,99.325,99.455,99.83,100.22,100.64,101.22
306,M,True,83.37,82.905,83.686,83.482,83.039,82.694,84.385,84.54,84.764,84.081,85.084,84.686,83.669,83.846,83.494,82.517,82.845,82.214,81.589,80.392,81.856,81.33,80.481,81.499,81.241,80.814,80.882,80.747,80.986,80.951,79.85,80.545,79.911,76.926,79.043,78.395,77.909,76.925,76.912,76.22,75.691,76.037,75.939,74.824,74.74,75.842,76.983,76.534,76.958,77.425,77.884,77.613,77.314,77.472,77.859,77.313,76.554,77.212,75.925,74.94,74.274,73.925,73.43,72.931,72.944,72.609,71.616,72.009,70.649,70.312
307,M,False,72.009,70.649,70.312,70.229,69.371,68.779,67.99,68.198,67.944,67.228,68.908,68.317,67.133,67.935,67.281,67.402,68.274,67.723,67.875,69.406,67.66,68.216,69.644,67.861,67.651,68.334,69.028,69.485,72.021,69.531,70.797,70.88,74.188,74.027,76.476,73.565,74.616,73.245,74.704,73.801,73.737,72.866,72.433,72.419,71.608,72.919,70.651,68.413,68.951,68.53,67.054,67.35,66.754,68.27,67.414,67.803,68.156,67.896,69.632,70.106,71.447,69.385,69.77,73.313,68.943,69.769,70.128,69.496,71.782,70.19
308,M,False,65.84,65.631,65.314,66.534,65.92,65.213,68.279,65.092,64.439,66.832,66.821,67.048,67.009,65.95,67.589,68.104,68.925,69.083,68.235,68.029,69.627,69.232,69.143,67.87,68.563,67.916,67.711,67.692,65.833,66.584,66.258,66.052,67.215,65.902,64.614,65.442,64.326,65.76,65.33,64.141,65.808,65.438,65.799,64.545,64.951,65.533,65.835,66.027,66.455,66.136,66.711,67.157,67.379,67.748,68.189,68.688,68.676,68.851,69.375,69.653,69.083,70.071,69.133,69.307,69.223,69.224,69.214,68.725,68.975,68.553
309,M,False,116.82,117.02,117.97,119.47,121.45,120.66,121.83,122.76,122.28,122.77,123.01,122.49,122.57,121.37,120.96,121.22,120.16,120.43,119.82,119.07,117.35,117.53,116.26,116.07,115.53,115.0,114.63,113.7,113.83,113.8,113.74,113.37,112.71,112.93,112.15,112.1,112.16,112.56,113.23,113.49,113.87,113.94,114.45,115.23,114.82,115.11,115.12,115.47,114.91,114.77,114.67,115.2,114.42,114.44,113.15,112.66,112.67,111.83,110.5,109.65,109.33,109.35,108.61,107.09,106.86,107.35,107.64,108.23,108.59,109.4
310,M,False,95.621,95.337,94.837,94.677,94.598,94.567,95.022,95.444,95.304,95.664,95.707,96.441,97.225,97.542,97.438,97.997,98.165,97.598,97.652,98.224,98.701,98.503,98.577,98.389,98.297,98.243,98.76,98.56,98.768,98.601,98.275,98.469,98.017,97.727,97.624,97.714,97.557,97.317,97.512,97.46,98.015,98.014,98.752,98.705,98.387,98.236,98.217,97.931,97.721,97.816,98.291,97.929,97.777,98.085,97.781,97.366,97.46,97.229,97.369,96.99,96.548,96.498,96.258,95.448,94.969,94.754,94.731,94.378,94.488,94.464
311,M,True,65.611,62.698,60.736,61.651,64.59,62.628,59.165,59.882,61.884,63.221,61.692,64.79,63.605,66.651,66.868,67.19,70.835,68.171,66.386,64.527,69.595,68.312,67.041,67.089,69.588,67.631,66.669,65.876,66.123,66.294,67.466,63.545,65.651,67.219,63.452,68.488,64.141,62.984,66.012,64.289,63.785,63.705,63.585,63.582,63.037,62.95,63.567,60.993,59.642,62.027,61.765,62.479,61.239,63.503,64.525,63.119,68.599,64.205,65.424,64.188,65.511,65.362,68.434,65.839,68.79,67.537,67.191,68.338,69.524,69.343
312,M,True,68.79,67.537,67.191,68.338,69.524,69.343,67.143,69.613,70.058,70.978,69.329,69.538,69.009,70.176,69.251,69.917,70.664,69.216,70.792,70.973,71.123,73.113,73.799,73.427,71.111,72.433,74.468,73.385,74.767,76.238,75.882,73.64,76.662,73.135,72.741,73.989,74.941,75.14,76.696,75.6,75.265,76.466,76.538,76.095,74.887,75.649,72.966,71.598,73.297,75.086,74.889,73.005,72.737,70.175,71.558,72.019,72.237,69.256,71.96,72.839,72.328,75.499,74.171,73.027,74.564,75.454,75.737,75.418,73.454,75.424
313,M,True,75.14,76.696,75.6,75.265,76.466,76.538,76.095,74.887,75.649,72.966,71.598,73.297,75.086,74.889,73.005,72.737,70.175,71.558,72.019,72.237,69.256,71.96,72.839,72.328,75.499,74.171,73.027,74.564,75.454,75.737,75.418,73.454,75.424,74.497,74.17,74.325,76.602,73.584,73.761,73.74,74.073,73.614,74.225,75.75,73.813,74.201,74.121,75.891,74.402,77.246,75.679,76.045,74.817,75.348,77.172,77.738,75.195,75.399,74.823,74.784,75.897,76.972,74.563,74.291,75.458,79.176,75.883,74.538,75.207,76.458
314,M,False,144.56,142.82,142.43,141.66,143.53,139.84,139.73,138.92,140.05,137.26,138.69,140.02,141.61,142.63,140.22,141.48,141.48,144.23,142.11,139.46,140.31,140.64,139.11,137.43,139.79,140.18,142.5,138.37,135.59,136.7,134.8,135.8,134.38,131.05,133.46,133.79,132.52,129.81,131.86,131.62,132.67,132.55,130.34,130.78,128.82,127.76,130.31,130.21,128.85,131.42,135.69,137.45,140.82,144.75,144.93,145.62,146.79,147.09,144.85,143.79,143.55,140.93,141.9,144.62,146.6,145.71,140.38,138.88,137.06,134.69
315,M,False,81.395,83.445,83.274,84.514,84.456,83.932,84.616,81.714,82.488,82.682,82.426,82.979,83.052,82.447,83.644,83.283,81.608,84.274,83.037,81.923,83.23,83.409,82.663,82.077,82.455,81.719,81.289,82.209,82.904,83.481,84.451,84.827,84.106,84.845,85.659,85.241,86.377,86.854,87.191,87.424,87.475,86.449,86.476,84.743,84.988,85.042,85.461,85.06,85.543,82.881,83.209,82.71,82.469,82.12,81.617,82.46,81.948,82.553,82.563,82.521,82.783,83.07,83.877,83.816,84.251,84.454,85.553,84.959,85.198,85.87
316,M,False,92.444,92.465,92.531,92.68,92.679,92.17,91.772,91.531,91.373,91.221,90.912,90.923,91.003,90.842,90.183,90.276,90.324,90.193,90.074,90.553,90.567,90.351,90.641,91.099,90.891,90.747,90.925,91.189,92.073,92.477,92.703,92.491,92.415,92.739,92.922,92.573,92.605,92.617,92.193,91.932,91.692,91.349,90.549,90.376,90.109,89.497,89.121,88.992,88.572,87.932,87.756,88.005,87.78,87.274,87.396,87.495,87.982,87.767,87.985,88.423,88.628,89.045,89.293,89.343,89.516,89.725,90.007,89.618,89.444,89.447
