,FLARE_TYPE,COINCIDENCE,MEANGBT_1,MEANGBT_2,MEANGBT_3,MEANGBT_4,MEANGBT_5,MEANGBT_6,MEANGBT_7,MEANGBT_8,MEANGBT_9,MEANGBT_10,MEANGBT_11,MEANGBT_12,MEANGBT_13,MEANGBT_14,MEANGBT_15,MEANGBT_16,MEANGBT_17,MEANGBT_18,MEANGBT_19,MEANGBT_20,MEANGBT_21,MEANGBT_22,MEANGBT_23,MEANGBT_24,MEANGBT_25,MEANGBT_26,MEANGBT_27,MEANGBT_28,MEANGBT_29,MEANGBT_30,MEANGBT_31,MEANGBT_32,MEANGBT_33,MEANGBT_34,MEANGBT_35,MEANGBT_36,MEANGBT_37,MEANGBT_38,MEANGBT_39,MEANGBT_40,MEANGBT_41,MEANGBT_42,MEANGBT_43,MEANGBT_44,MEANGBT_45,MEANGBT_46,MEANGBT_47,MEANGBT_48,MEANGBT_49,MEANGBT_50,MEANGBT_51,MEANGBT_52,MEANGBT_53,MEANGBT_54,MEANGBT_55,MEANGBT_56,MEANGBT_57,MEANGBT_58,MEANGBT_59,MEANGBT_60,MEANGBT_61,MEANGBT_62,MEANGBT_63,MEANGBT_64,MEANGBT_65,MEANGBT_66,MEANGBT_67,MEANGBT_68,MEANGBT_69,MEANGBT_70
0,X,False,106.29,107.74,107.87,106.49,106.65,105.73,105.36,103.99,103.29,103.24,102.64,100.88,100.88,100.11,100.46,100.38,100.93,99.903,98.992,97.48,97.381,97.045,96.54,96.246,96.51,97.379,97.845,97.495,98.347,98.059,98.571,99.137,99.473,99.616,99.181,99.728,99.575,99.563,99.921,99.799,98.66,97.742,96.971,96.918,96.086,96.063,95.08,94.649,94.445,94.242,93.813,94.773,94.316,94.468,94.307,94.578,94.435,94.228,94.628,94.826,94.124,93.429,92.806,92.935,92.402,92.408,92.252,92.027,92.313,92.086
1,X,False,103.08,102.94,103.1,103.1,103.02,102.44,102.24,101.97,101.79,101.06,100.37,101.45,101.41,101.45,100.95,101.37,101.37,100.52,100.5,100.65,100.96,100.64,100.86,100.53,100.26,99.875,99.113,98.316,98.009,96.996,96.419,94.868,94.585,94.72,93.764,93.445,93.623,93.202,93.932,94.824,95.308,95.175,96.465,97.013,97.004,97.036,97.742,96.895,96.265,96.085,96.016,95.257,94.223,93.52,92.608,92.311,91.93,91.342,91.125,90.997,91.134,90.741,91.032,92.083,91.807,92.639,92.633,92.032,91.66,92.163
2,X,False,76.138,75.969,75.88,75.959,76.217,77.439,77.578,77.804,77.877,78.062,78.104,78.079,77.546,78.031,77.53,77.057,76.828,76.833,76.291,76.334,76.409,76.022,75.224,74.953,74.979,74.667,74.242,74.405,73.794,73.87,74.506,74.617,73.976,74.154,73.931,73.919,73.63,73.774,73.584,73.637,74.004,74.577,74.04,75.138,75.133,75.157,75.222,75.084,74.685,74.589,74.673,73.756,73.295,72.934,72.351,71.736,71.468,71.11,71.266,71.153,71.118,71.669,71.951,72.134,72.315,72.101,72.138,72.118,72.797,73.236
3,X,False,107.36,107.73,108.28,108.92,108.16,108.67,110.2,110.15,109.49,109.01,108.52,109.94,110.07,109.86,110.1,109.12,109.93,109.81,110.69,110.44,109.28,109.46,108.68,108.96,110.3,110.47,110.18,109.37,110.2,109.48,108.38,107.68,107.64,106.7,107.85,107.79,108.47,109.0,109.89,109.69,111.13,111.87,110.92,111.77,110.45,109.07,108.86,109.17,109.14,109.19,107.94,107.19,108.21,109.05,107.84,107.04,106.63,106.43,106.79,107.53,107.4,107.64,109.02,109.67,109.27,109.51,109.54,110.35,109.92,109.13
4,X,True,113.94,113.97,115.28,115.91,116.59,116.14,116.69,116.14,116.92,115.64,115.68,116.86,116.01,117.11,116.75,115.9,116.02,114.58,115.66,115.72,115.84,115.42,115.27,114.28,113.09,114.01,112.88,113.25,112.8,112.15,112.26,111.18,110.34,109.68,107.93,108.49,108.4,108.53,108.8,110.11,110.57,110.96,110.57,110.27,110.28,111.23,111.29,111.15,110.07,110.76,110.76,109.14,107.49,106.89,106.6,105.55,104.32,104.11,103.83,105.09,104.89,105.09,104.47,104.08,104.78,104.99,105.6,105.27,105.45,105.13
5,X,False,61.414,61.23,64.155,61.307,64.901,62.493,62.325,62.795,62.523,62.68,63.429,62.868,62.417,62.027,61.408,62.115,62.26,62.13,62.324,61.921,63.138,62.931,63.081,63.52,63.693,63.558,63.566,63.248,64.158,64.537,64.287,65.061,65.635,64.85,64.921,63.902,65.011,64.43,64.91,65.525,65.239,64.128,64.224,64.629,64.035,63.935,64.451,64.317,64.137,64.089,64.278,65.211,65.509,65.575,66.117,66.347,66.235,66.515,66.676,66.6,66.939,66.609,65.444,65.432,64.818,65.368,64.449,64.848,64.897,65.166
6,X,True,61.524,60.637,60.188,60.401,59.898,59.937,59.984,60.362,61.66,61.873,62.315,62.235,62.724,63.928,64.16,64.095,64.706,64.675,63.829,64.357,64.432,64.161,63.855,64.606,65.147,64.816,64.364,64.289,65.219,64.756,65.399,64.963,65.261,64.793,65.056,65.152,65.651,65.996,66.759,65.907,68.152,68.118,67.927,68.566,68.816,68.573,69.251,69.707,69.975,69.987,70.762,70.662,71.161,71.161,71.732,72.142,72.544,72.879,72.887,72.944,73.463,74.494,74.322,74.274,74.533,75.273,74.974,75.216,75.157,75.371
7,X,False,94.853,94.139,94.239,94.209,94.364,94.397,94.978,95.353,95.959,96.259,96.65,96.842,97.511,98.067,98.682,99.191,99.13,99.461,99.981,100.01,100.03,99.875,99.944,100.01,91.659,98.513,97.549,97.419,97.062,96.97,96.582,96.315,96.558,96.278,96.266,96.397,96.518,96.353,97.181,97.271,97.806,97.744,97.881,98.291,98.351,98.515,98.739,99.076,98.595,98.304,98.041,98.133,98.287,97.813,97.827,97.725,97.746,97.962,98.1,97.891,97.988,97.851,97.843,97.155,97.126,96.856,96.767,96.632,96.632,96.512
8,X,False,68.713,68.136,68.034,65.026,68.006,68.01,66.017,69.227,69.124,70.198,69.748,70.676,71.861,72.164,74.201,73.217,73.857,73.158,75.746,73.506,72.069,72.684,70.375,69.764,70.514,71.834,72.103,70.606,72.421,70.152,68.319,68.49,69.23,72.085,71.889,71.149,70.88,72.816,73.673,72.259,71.845,72.649,72.797,72.299,72.361,74.146,74.456,73.132,73.158,74.213,73.915,74.593,73.792,74.589,74.586,74.163,74.992,75.829,76.117,76.665,77.015,76.844,72.672,73.257,76.301,75.847,77.394,76.419,76.876,76.142
9,X,True,91.471,92.282,92.539,92.697,93.306,93.369,93.643,93.532,93.753,94.016,93.747,93.066,92.284,92.505,91.498,90.602,89.859,89.233,88.601,88.252,88.295,88.252,87.686,88.017,88.6,88.213,89.003,89.411,89.713,90.033,90.459,91.208,91.009,91.252,91.459,91.109,91.206,90.553,90.308,90.497,90.161,89.626,89.336,88.959,88.505,87.654,87.031,86.4,85.708,85.406,85.425,85.148,85.087,85.039,84.821,85.517,85.541,85.867,85.629,85.282,85.118,85.13,85.184,85.322,85.487,85.624,85.367,85.542,85.282,85.136
10,X,False,65.504,64.388,65.018,65.182,64.085,64.1,63.372,63.697,62.528,62.096,62.6,62.566,61.806,61.949,61.742,60.388,60.786,59.987,59.956,63.104,61.231,61.728,62.039,61.455,62.911,61.765,63.097,63.687,64.012,63.261,63.348,65.093,63.1,62.608,62.51,63.129,60.011,59.105,59.53,61.436,59.493,59.621,60.013,60.842,62.002,61.751,62.717,62.086,63.059,61.308,63.223,61.829,63.637,62.118,62.279,61.889,61.123,61.171,59.459,60.812,60.339,58.487,59.645,57.942,58.385,60.955,58.919,57.584,55.355,55.614
11,X,False,84.704,84.585,84.913,84.441,84.692,84.852,84.454,84.779,84.69,84.597,85.029,84.838,85.245,85.513,86.154,86.818,87.461,87.488,87.782,88.389,89.148,89.347,89.979,89.382,89.394,90.262,89.36,89.279,89.386,89.024,89.23,89.772,89.676,89.245,88.799,88.241,87.999,88.058,87.223,86.716,86.327,86.748,86.527,86.918,87.088,87.625,87.875,88.572,89.093,89.87,90.329,90.643,90.779,90.812,91.115,90.519,90.448,90.873,90.855,90.75,90.432,90.046,90.189,90.345,90.483,90.384,89.724,89.756,89.734,89.883
12,X,False,102.42,101.84,102.62,103.19,103.44,102.61,102.15,101.41,100.67,100.43,99.534,98.487,97.695,97.155,96.905,96.941,96.677,97.225,98.45,99.225,99.456,99.879,100.73,100.73,101.86,101.99,101.87,101.96,101.98,101.99,101.87,101.83,101.73,101.71,101.69,101.61,101.87,101.67,101.33,101.21,101.33,100.9,101.38,101.58,101.48,101.88,101.48,101.74,101.18,100.83,100.63,100.5,100.14,99.39,99.406,98.891,98.084,98.253,97.949,97.421,97.292,97.458,97.779,97.993,99.191,99.665,100.34,101.25,102.01,102.37
13,X,False,106.71,107.63,107.76,107.67,108.71,107.8,107.43,107.14,107.21,107.13,107.27,107.17,106.05,104.76,104.84,104.39,104.09,103.83,103.49,103.67,103.23,103.7,104.38,104.56,105.22,105.2,105.62,105.84,105.43,105.44,105.61,105.44,105.86,105.62,106.35,105.61,105.99,105.9,106.14,105.12,105.69,105.58,104.9,104.19,104.18,103.92,103.53,103.56,103.67,103.2,103.92,104.11,104.83,105.11,105.38,106.35,106.41,107.19,107.25,107.66,107.47,107.96,108.18,109.32,108.12,106.97,106.86,106.77,105.79,104.91
14,X,False,87.368,87.236,86.531,85.671,85.583,86.164,85.948,85.97,85.783,85.342,85.41,84.949,85.149,84.742,84.243,84.162,84.88,84.692,85.265,85.47,85.123,85.398,85.475,85.331,85.173,85.155,85.035,84.556,84.809,84.102,83.937,82.958,82.619,81.447,80.899,80.18,79.596,79.636,79.287,75.821,78.89,79.043,79.552,79.536,79.132,79.636,80.407,80.632,81.078,81.002,81.056,81.591,81.558,80.944,81.457,81.325,80.804,77.76,79.747,79.166,79.141,78.534,77.888,77.3,76.713,76.53,75.969,76.218,75.671,76.207
15,X,False,89.119,89.555,90.135,91.286,91.486,92.299,92.891,93.236,93.062,93.598,94.237,94.136,94.644,93.957,93.45,93.06,92.402,91.536,91.072,90.544,90.2,90.145,89.778,89.8,89.956,90.291,90.284,90.129,90.208,90.308,90.928,90.98,90.67,91.101,91.204,90.937,91.004,91.188,91.251,90.643,90.082,89.962,89.758,89.585,89.646,89.983,90.168,90.098,89.954,90.006,89.772,89.708,89.269,89.374,89.577,89.726,89.685,90.004,90.642,90.852,90.9,92.055,92.309,93.341,93.894,94.364,94.748,94.782,94.794,94.43
16,X,False,56.602,57.955,56.461,58.521,58.566,60.371,59.672,60.529,60.487,57.343,59.88,59.36,58.608,61.377,64.907,66.738,67.876,64.552,66.652,69.214,69.674,69.76,68.705,69.689,72.598,72.404,71.887,70.505,70.298,66.632,69.295,64.911,67.573,65.613,67.247,66.103,67.344,67.313,67.482,66.537,66.81,69.189,71.261,68.926,68.895,68.693,68.694,68.108,67.358,67.565,69.924,66.057,66.882,64.292,66.725,68.372,74.616,72.081,76.142,77.925,68.041,74.388,73.664,73.693,72.133,73.054,76.909,76.213,75.878,72.9
17,X,False,76.026,76.789,75.84,78.22,77.412,78.424,78.534,79.841,80.524,80.767,81.452,83.538,84.206,86.004,85.197,86.932,89.167,88.415,90.455,90.445,91.839,91.082,92.715,93.306,93.392,92.561,94.139,93.097,92.297,90.758,91.168,90.36,90.506,89.179,88.126,88.408,88.722,89.591,89.857,90.217,90.154,91.249,92.784,93.052,93.874,94.415,95.108,95.315,96.135,95.388,95.944,97.908,98.626,97.95,97.463,96.437,96.642,97.539,96.934,95.059,95.995,96.331,95.568,94.857,93.916,93.847,93.145,93.782,93.54,93.446
18,X,False,62.628,59.165,59.882,61.884,63.221,61.692,64.79,63.605,66.651,66.868,67.19,70.835,68.171,66.386,64.527,69.595,68.312,67.041,67.089,69.588,67.631,66.669,65.876,66.123,66.294,67.466,63.545,65.651,67.219,63.452,68.488,64.141,62.984,66.012,64.289,63.785,63.705,63.585,63.582,63.037,62.95,63.567,60.993,59.642,62.027,61.765,62.479,61.239,63.503,64.525,63.119,68.599,64.205,65.424,64.188,65.511,65.362,68.434,65.839,68.79,67.537,67.191,68.338,69.524,69.343,67.143,69.613,70.058,70.978,69.329
19,X,False,62.921,65.513,62.373,66.268,62.911,63.009,62.693,63.244,64.858,65.165,62.543,63.222,63.325,62.987,63.221,64.932,64.259,64.971,65.922,65.144,65.372,67.547,64.86,64.387,64.784,64.544,64.269,64.057,64.61,63.888,64.102,64.717,64.292,63.905,64.593,65.264,64.168,63.889,64.748,64.598,64.264,63.939,64.48,64.16,64.413,64.393,64.775,64.932,65.396,65.306,65.979,66.289,66.841,67.557,67.631,67.877,68.53,69.19,69.525,70.119,70.303,70.564,70.491,70.798,70.58,69.573,69.569,69.293,68.884,68.791
20,X,True,89.346,89.352,89.94,90.32,90.509,90.673,90.924,91.198,91.335,91.206,91.344,90.561,90.392,90.104,89.522,88.917,88.126,87.756,87.407,87.168,87.08,86.933,86.932,87.157,87.267,87.516,87.805,88.368,88.929,89.479,89.884,89.856,90.133,89.772,90.168,89.861,89.942,89.078,89.462,89.042,88.385,87.931,87.255,86.761,86.248,86.243,85.922,85.596,85.517,85.467,85.302,85.715,85.574,85.094,85.436,85.825,85.931,86.279,86.355,86.624,86.907,87.061,87.042,87.25,87.376,87.277,86.999,86.765,86.339,85.957
21,X,False,92.152,91.738,91.96,92.174,92.274,92.875,93.618,94.613,95.073,96.005,96.392,97.785,98.182,99.378,100.46,101.35,102.13,102.53,102.7,102.71,102.95,102.72,101.75,101.11,101.25,100.87,100.61,100.26,99.513,99.449,99.235,99.223,99.329,98.686,98.56,98.439,98.67,98.912,98.545,99.139,98.607,98.771,99.328,100.09,100.36,100.5,101.25,101.25,101.75,102.46,102.97,103.73,103.71,104.46,104.61,104.32,105.08,105.46,105.08,105.04,104.79,104.25,103.3,103.13,102.23,100.68,99.698,98.537,97.614,97.473
22,X,True,101.87,101.1,100.48,99.951,100.41,100.88,101.84,101.54,102.2,103.84,106.25,107.99,108.59,109.16,110.16,111.04,110.4,110.27,109.24,108.18,107.06,105.19,104.18,103.97,103.44,103.55,102.98,102.61,103.39,104.22,104.66,105.49,105.21,106.02,106.81,107.55,107.61,107.28,107.28,108.06,108.44,108.67,107.91,108.1,108.18,108.18,108.35,108.91,108.97,108.89,108.65,108.46,108.06,107.56,106.85,106.34,105.89,105.35,105.02,103.83,104.27,103.41,102.88,102.45,103.24,102.47,102.11,102.75,103.62,104.16
23,X,False,107.81,80.454,75.822,67.936,96.794,61.802,55.009,47.013,41.911,39.255,40.577,41.174,42.094,41.454,45.182,44.553,46.047,51.136,53.674,59.555,62.242,72.684,59.726,57.272,58.305,56.227,55.117,56.157,53.131,51.954,50.48,49.6,60.653,49.552,48.498,47.472,49.041,48.031,49.487,50.022,49.746,51.106,50.964,51.648,52.822,55.347,55.765,54.533,54.983,55.607,55.078,54.72,55.359,56.758,55.919,56.749,56.763,58.247,60.582,60.945,63.389,62.393,67.087,61.35,62.107,63.715,66.555,62.369,69.281,68.497
24,X,True,102.34,104.1,103.44,104.08,103.95,103.72,104.19,105.17,104.46,105.19,106.82,106.68,106.78,107.15,107.99,107.06,107.19,106.78,106.22,106.06,106.21,104.84,104.43,103.73,104.47,103.82,103.1,103.07,102.72,102.0,101.76,102.85,102.64,101.5,102.46,103.22,103.37,104.46,105.1,107.06,107.52,107.83,108.09,109.36,110.01,109.56,109.8,108.84,107.66,107.06,105.51,104.07,103.9,103.05,102.78,103.5,102.43,103.67,104.11,104.2,104.93,105.72,106.34,106.26,105.89,105.83,105.57,105.77,104.62,104.07
25,X,True,107.99,107.06,107.19,106.78,106.22,106.06,106.21,104.84,104.43,103.73,104.47,103.82,103.1,103.07,102.72,102.0,101.76,102.85,102.64,101.5,102.46,103.22,103.37,104.46,105.1,107.06,107.52,107.83,108.09,109.36,110.01,109.56,109.8,108.84,107.66,107.06,105.51,104.07,103.9,103.05,102.78,103.5,102.43,103.67,104.11,104.2,104.93,105.72,106.34,106.26,105.89,105.83,105.57,105.77,104.62,104.07,103.33,103.61,102.55,102.31,101.62,102.26,101.99,102.29,102.4,102.63,102.37,100.96,100.78,100.73
26,X,False,69.594,68.885,70.983,68.916,69.77,73.111,72.975,71.731,74.264,73.186,67.915,69.035,67.306,68.14,67.199,64.581,63.723,65.465,65.061,65.724,63.897,64.824,66.499,70.347,66.875,67.263,66.119,69.306,66.025,64.625,67.867,67.084,69.939,71.903,75.42,69.918,67.817,76.413,73.388,76.887,76.881,74.119,75.297,79.61,79.887,71.931,81.218,71.881,73.236,70.161,75.087,72.498,65.269,67.577,68.693,68.146,63.513,65.664,71.377,74.142,72.138,73.864,75.958,76.026,63.41,65.92,66.148,61.745,62.967,61.101
27,M,False,113.81,112.0,112.6,111.07,110.77,111.61,112.09,112.8,111.99,112.04,113.35,113.17,116.44,118.55,117.58,115.78,116.61,119.15,119.24,117.24,116.37,116.96,116.73,130.16,110.32,113.16,113.5,112.92,111.52,110.48,109.12,109.36,109.66,107.8,106.81,108.79,107.76,107.18,105.84,107.83,108.4,109.04,110.97,110.27,111.12,112.18,112.56,113.34,112.21,112.96,111.73,112.9,110.73,109.49,110.72,109.23,108.37,106.23,105.73,104.38,101.78,104.58,103.11,101.58,101.46,101.04,101.19,102.51,103.42,103.16
28,M,False,111.54,104.84,106.7,110.39,102.51,109.98,105.72,99.362,99.155,99.678,99.936,97.011,103.95,99.425,103.99,105.15,109.21,96.935,103.51,97.304,97.962,93.45,102.88,102.07,98.703,101.47,95.44,97.27,92.574,95.052,96.03,91.54,93.847,95.526,94.837,101.67,94.941,96.131,100.67,98.947,98.307,101.51,110.69,96.932,93.117,88.536,91.331,89.556,92.07,90.734,90.486,90.826,94.218,91.258,88.845,88.16,90.835,87.897,88.333,86.81,79.272,88.054,89.211,84.752,89.63,87.634,88.798,95.623,92.162,91.346
29,M,False,90.047,89.587,89.979,90.406,89.803,90.886,90.846,91.796,92.975,93.399,92.924,93.337,93.446,94.417,95.261,95.435,95.131,94.247,94.673,94.823,95.303,94.776,94.805,94.222,93.933,94.021,93.177,92.841,92.064,91.901,91.866,91.773,91.419,91.654,91.121,91.454,90.538,91.391,92.637,92.142,92.738,92.745,92.893,92.338,92.893,92.756,92.881,93.074,93.618,94.831,94.442,96.241,95.15,95.588,96.1,95.581,95.478,96.525,96.795,97.428,96.898,96.537,96.459,97.231,97.37,96.936,96.894,96.152,95.116,94.854
30,M,True,67.385,45.351,61.829,46.819,46.295,45.597,46.036,47.779,48.049,69.956,49.359,49.675,49.948,54.142,49.319,51.384,52.694,53.157,51.313,51.225,51.487,53.249,54.275,52.833,54.466,55.947,52.246,48.987,52.069,52.992,51.296,53.688,68.394,53.572,52.169,54.771,55.306,56.495,59.86,57.224,60.146,62.598,61.746,58.336,59.414,59.504,61.167,60.335,61.174,59.515,58.309,58.205,58.898,57.127,57.282,55.434,54.238,58.773,61.31,60.895,63.29,59.48,65.929,64.619,68.757,61.809,63.135,65.282,66.756,65.007
31,M,False,78.045,77.878,78.557,77.51,78.083,77.436,75.891,75.843,75.082,74.49,75.12,74.647,75.145,75.285,75.643,77.048,77.51,78.115,80.193,81.687,80.399,81.348,81.853,80.993,81.638,81.859,82.08,81.827,81.426,79.432,81.742,79.869,80.203,79.979,80.116,79.13,79.415,78.358,78.596,78.325,79.245,79.863,79.515,79.805,79.517,79.375,78.83,79.69,80.648,81.206,81.821,81.748,83.168,83.772,84.0,84.889,85.739,86.305,87.009,88.068,87.745,88.15,88.567,88.069,87.656,87.488,87.25,86.221,85.564,84.855
32,M,False,86.358,84.182,85.246,84.591,84.477,86.209,85.474,86.22,85.812,85.223,85.536,87.015,84.344,83.196,83.863,83.763,84.875,86.103,86.046,88.386,88.673,89.712,89.261,89.883,90.043,90.587,91.204,91.18,89.833,91.049,89.361,86.305,84.459,84.476,84.114,85.024,83.391,81.034,81.465,82.027,86.958,82.798,82.727,83.606,84.553,84.744,86.377,85.972,85.519,88.052,87.949,87.915,87.6,87.159,87.325,87.801,87.969,87.345,87.455,85.829,86.738,87.24,86.327,86.601,85.647,84.729,85.114,85.044,84.473,84.533
33,M,True,119.08,121.23,119.25,119.25,120.6,122.77,123.08,122.14,121.43,122.84,125.96,125.98,125.99,123.01,120.16,119.59,117.89,117.23,115.82,116.28,115.59,114.15,113.31,112.89,113.0,112.48,115.22,116.89,116.98,116.94,116.87,118.51,118.72,118.32,119.59,120.66,118.74,118.23,118.2,117.3,117.65,117.88,119.05,120.03,120.29,121.6,121.06,121.86,123.34,123.04,122.29,122.01,120.74,119.43,118.97,116.73,116.48,116.08,115.29,114.16,113.1,112.35,113.62,114.48,114.79,114.97,114.35,115.15,116.11,117.11
34,M,True,104.17,104.87,107.05,108.17,108.73,108.08,108.71,108.93,108.32,107.98,108.09,107.44,106.71,105.93,104.57,103.52,102.57,102.36,101.52,100.54,101.01,101.12,101.72,101.9,102.84,103.19,103.55,104.46,104.14,105.57,105.99,106.2,106.52,106.68,107.18,106.92,108.02,108.55,108.51,107.71,108.07,106.27,106.29,107.74,107.87,106.49,106.65,105.73,105.36,103.99,103.29,103.24,102.64,100.88,100.88,100.11,100.46,100.38,100.93,99.903,98.992,97.48,97.381,97.045,96.54,96.246,96.51,97.379,97.845,97.495
35,M,False,112.64,111.58,111.18,110.34,108.06,106.95,105.56,104.23,103.44,102.84,102.68,103.03,103.62,102.7,103.3,104.19,104.66,105.28,106.91,107.64,107.57,107.12,107.6,108.01,108.17,107.47,108.44,107.75,107.95,108.46,109.52,108.72,107.36,108.57,108.75,109.63,111.3,109.49,109.17,108.38,107.87,107.51,106.85,106.38,106.78,105.82,105.93,105.35,105.16,104.68,104.76,104.08,103.72,103.63,104.39,105.67,106.41,107.27,108.82,109.8,110.49,111.27,112.83,113.03,112.42,112.72,110.7,109.89,109.55,108.24
36,M,False,92.424,92.638,92.754,92.459,92.826,92.668,92.895,94.041,94.181,93.943,94.708,95.118,95.346,95.582,96.206,96.334,96.687,96.542,96.921,96.62,96.296,96.475,95.985,95.128,94.547,92.7,92.548,92.703,93.066,93.535,93.616,94.343,95.209,95.317,96.51,97.218,97.792,98.152,99.147,100.42,100.53,100.08,99.735,99.508,99.119,98.62,98.822,99.024,99.109,98.113,97.354,97.145,97.35,97.455,97.407,97.842,97.707,98.282,97.947,98.009,98.424,98.108,97.299,97.413,98.051,98.954,99.382,99.761,100.28,101.09
37,M,True,100.82,101.4,100.75,100.68,100.99,102.06,101.62,101.35,101.33,100.83,100.11,100.38,100.47,101.55,101.67,101.33,101.37,100.65,100.38,100.93,100.76,100.67,101.23,102.15,102.67,102.14,102.11,102.54,102.85,102.76,102.32,102.64,101.95,101.82,101.94,101.99,101.11,100.4,99.403,97.856,97.746,96.653,95.765,94.393,94.604,95.123,94.694,94.766,95.373,96.484,97.035,97.9,98.005,98.019,98.146,98.209,98.767,99.052,99.114,99.083,98.022,97.354,96.913,96.13,95.493,94.334,94.388,93.682,94.123,94.285
38,M,True,108.01,108.05,107.38,107.15,107.34,107.74,107.7,108.13,108.91,108.95,108.65,108.44,108.34,109.07,109.66,109.77,110.27,109.46,110.61,110.24,110.63,108.67,109.78,110.27,109.4,108.76,108.35,109.36,108.99,109.31,107.95,108.46,108.54,108.4,108.96,110.1,111.47,111.4,113.63,114.88,115.56,115.73,116.29,116.31,117.75,116.45,115.5,113.5,113.12,113.43,112.11,110.23,110.03,108.78,108.84,109.75,108.01,108.76,109.17,110.25,110.64,112.17,112.91,113.38,115.91,117.35,117.47,118.0,118.93,119.14
39,M,False,101.33,101.37,100.65,100.38,100.93,100.76,100.67,101.23,102.15,102.67,102.14,102.11,102.54,102.85,102.76,102.32,102.64,101.95,101.82,101.94,101.99,101.11,100.4,99.403,97.856,97.746,96.653,95.765,94.393,94.604,95.123,94.694,94.766,95.373,96.484,97.035,97.9,98.005,98.019,98.146,98.209,98.767,99.052,99.114,99.083,98.022,97.354,96.913,96.13,95.493,94.334,94.388,93.682,94.123,94.285,92.945,93.496,93.229,93.062,93.409,93.166,92.833,92.993,92.549,93.439,93.224,92.594,92.708,92.869,93.078
40,M,False,110.61,110.24,110.63,108.67,109.78,110.27,109.4,108.76,108.35,109.36,108.99,109.31,107.95,108.46,108.54,108.4,108.96,110.1,111.47,111.4,113.63,114.88,115.56,115.73,116.29,116.31,117.75,116.45,115.5,113.5,113.12,113.43,112.11,110.23,110.03,108.78,108.84,109.75,108.01,108.76,109.17,110.25,110.64,112.17,112.91,113.38,115.91,117.35,117.47,118.0,118.93,119.14,121.0,120.81,120.7,120.63,119.34,119.46,120.77,122.16,122.02,122.55,122.97,122.52,123.43,122.02,121.75,121.27,120.81,120.98
41,M,False,108.78,108.84,109.75,108.01,108.76,109.17,110.25,110.64,112.17,112.91,113.38,115.91,117.35,117.47,118.0,118.93,119.14,121.0,120.81,120.7,120.63,119.34,119.46,120.77,122.16,122.02,122.55,122.97,122.52,123.43,122.02,121.75,121.27,120.81,120.98,120.29,119.22,119.39,119.39,119.51,118.14,117.75,116.41,115.62,116.72,117.12,116.11,116.35,116.1,116.38,117.36,118.83,121.76,122.76,124.82,125.93,124.6,125.22,125.18,125.11,125.94,124.61,122.7,121.11,119.6,118.26,117.65,116.94,116.25,115.61
42,M,False,77.344,78.573,76.675,77.148,77.601,78.267,77.602,77.943,78.243,78.44,77.935,78.088,77.912,78.364,79.546,79.258,79.645,79.64,80.038,79.365,79.863,79.915,79.572,79.681,80.21,80.587,80.521,80.271,80.777,81.671,82.854,83.602,84.519,84.548,85.04,84.941,84.501,83.739,84.848,84.952,84.002,83.233,82.591,81.726,81.749,80.531,80.222,80.061,80.738,80.589,80.93,81.48,81.601,82.985,83.446,83.702,84.173,84.514,85.334,85.686,85.994,86.012,85.998,85.872,85.662,85.51,85.838,86.061,85.939,85.292
43,M,True,100.19,100.08,100.2,99.919,98.815,98.462,98.236,97.163,95.549,94.662,93.916,93.561,93.15,93.104,93.524,93.541,93.323,93.977,94.076,94.41,95.417,96.157,96.286,96.176,96.329,96.087,96.224,96.212,96.075,95.606,95.033,94.829,94.741,94.851,94.315,93.903,93.223,93.134,92.982,92.184,91.952,91.995,91.402,91.562,91.743,91.742,91.354,92.013,92.316,92.422,92.444,93.331,93.566,93.578,93.294,93.286,93.679,93.064,93.605,93.363,92.891,92.109,92.046,91.269,91.3,90.639,90.015,89.515,89.341,88.789
44,M,True,99.276,99.433,98.471,98.854,99.997,99.606,100.14,100.25,99.932,100.3,101.03,100.08,100.29,99.609,98.989,98.88,99.42,98.614,98.588,97.969,97.462,97.929,97.747,97.212,97.53,96.916,95.859,94.789,94.624,94.991,95.21,94.526,94.437,94.55,94.799,94.792,95.165,95.411,94.56,95.512,95.861,95.286,94.803,94.239,93.956,93.036,93.263,92.697,92.331,90.179,89.969,89.687,88.956,89.717,89.508,90.495,90.479,90.825,91.443,91.428,92.268,92.887,93.051,92.025,92.454,91.594,90.78,90.804,88.793,88.716
45,M,False,93.541,93.323,93.977,94.076,94.41,95.417,96.157,96.286,96.176,96.329,96.087,96.224,96.212,96.075,95.606,95.033,94.829,94.741,94.851,94.315,93.903,93.223,93.134,92.982,92.184,91.952,91.995,91.402,91.562,91.743,91.742,91.354,92.013,92.316,92.422,92.444,93.331,93.566,93.578,93.294,93.286,93.679,93.064,93.605,93.363,92.891,92.109,92.046,91.269,91.3,90.639,90.015,89.515,89.341,88.789,88.475,88.468,89.224,89.443,90.267,90.818,91.233,92.106,93.207,93.359,93.29,93.089,92.847,92.074,91.326
