,FLARE_TYPE,COINCIDENCE,AREA_ACR_1,AREA_ACR_2,AREA_ACR_3,AREA_ACR_4,AREA_ACR_5,AREA_ACR_6,AREA_ACR_7,AREA_ACR_8,AREA_ACR_9,AREA_ACR_10,AREA_ACR_11,AREA_ACR_12,AREA_ACR_13,AREA_ACR_14,AREA_ACR_15,AREA_ACR_16,AREA_ACR_17,AREA_ACR_18,AREA_ACR_19,AREA_ACR_20,AREA_ACR_21,AREA_ACR_22,AREA_ACR_23,AREA_ACR_24,AREA_ACR_25,AREA_ACR_26,AREA_ACR_27,AREA_ACR_28,AREA_ACR_29,AREA_ACR_30,AREA_ACR_31,AREA_ACR_32,AREA_ACR_33,AREA_ACR_34,AREA_ACR_35,AREA_ACR_36,AREA_ACR_37,AREA_ACR_38,AREA_ACR_39,AREA_ACR_40,AREA_ACR_41,AREA_ACR_42,AREA_ACR_43,AREA_ACR_44,AREA_ACR_45,AREA_ACR_46,AREA_ACR_47,AREA_ACR_48,AREA_ACR_49,AREA_ACR_50,AREA_ACR_51,AREA_ACR_52,AREA_ACR_53,AREA_ACR_54,AREA_ACR_55,AREA_ACR_56,AREA_ACR_57,AREA_ACR_58,AREA_ACR_59,AREA_ACR_60,AREA_ACR_61,AREA_ACR_62,AREA_ACR_63,AREA_ACR_64,AREA_ACR_65,AREA_ACR_66,AREA_ACR_67,AREA_ACR_68,AREA_ACR_69,AREA_ACR_70
1105,B,False,931.68,936.93,937.03,930.06,939.12,937.06,939.3,938.14,941.41,937.17,941.2,936.47,937.92,931.33,939.81,937.92,941.38,943.71,934.8,928.63,925.01,933.14,939.03,941.36,941.54,936.67,940.26,945.48,939.66,937.6,941.03,943.23,939.97,938.1,947.04,942.27,938.88,937.0,932.75,936.06,929.7,931.27,936.88,930.05,926.35,929.97,935.4,927.9,926.44,936.4,937.17,936.53,942.02,932.08,931.14,923.11,926.15,929.88,930.0,927.57,930.31,935.4,931.6,939.13,940.84,934.55,931.65,938.29,936.14,934.11
1106,B,False,436.01,433.43,432.27,434.12,438.65,435.22,432.16,431.7,431.73,427.68,423.38,427.97,419.79,421.91,413.53,415.89,412.78,414.73,417.86,419.34,422.07,421.39,419.32,412.67,417.34,409.14,412.53,413.26,414.14,411.17,412.93,411.49,411.26,410.25,406.64,412.61,410.88,408.31,405.42,403.82,407.09,405.77,407.3,407.26,409.23,407.04,406.83,409.09,410.78,420.67,418.34,422.2,421.34,426.77,421.84,420.77,414.75,419.32,414.26,414.53,417.08,414.12,425.65,426.03,427.92,428.83,425.8,426.23,426.35,422.07
1107,B,False,399.35,404.74,406.84,406.5,404.58,406.68,406.14,404.67,408.79,405.84,409.83,416.05,420.13,418.47,418.52,418.49,422.35,416.93,418.5,418.13,412.76,410.06,414.96,411.59,413.83,414.33,421.48,416.56,415.61,411.97,416.85,410.16,407.89,407.87,404.78,406.23,404.7,403.33,403.99,401.46,396.37,390.63,394.19,394.99,395.49,397.3,402.16,405.22,406.28,402.85,401.84,402.63,403.15,400.37,399.12,397.48,400.05,397.78,399.22,401.77,399.32,397.65,393.11,394.36,393.9,396.74,394.72,392.98,394.81,394.1
1108,B,False,89.062,93.775,98.341,96.906,99.769,101.61,105.4,107.02,111.0,114.16,118.81,119.19,123.51,124.87,132.93,133.02,139.14,142.01,143.83,138.85,143.84,143.32,138.57,140.25,138.68,138.97,139.16,146.51,146.85,146.19,148.47,151.97,150.76,155.95,160.49,162.09,164.52,169.09,169.16,172.32,172.95,172.27,182.35,181.25,184.59,186.11,184.95,189.86,188.31,196.3,191.76,196.86,197.42,198.19,200.29,196.5,203.52,202.48,194.07,191.53,196.93,198.06,196.75,197.11,203.32,205.24,212.4,209.4,207.25,207.88
1109,B,False,71.235,71.805,69.967,69.794,72.479,74.91,73.062,71.756,68.016,66.7,64.066,66.159,62.945,62.658,62.892,60.38,61.029,61.598,62.193,63.742,61.709,61.473,61.071,60.418,59.046,62.793,59.333,57.207,56.613,57.037,54.564,51.512,50.083,50.431,50.347,48.02,50.97,52.505,49.515,52.202,50.209,48.027,48.135,48.509,45.139,47.971,45.559,48.134,47.521,42.982,42.631,48.356,46.714,45.365,41.995,40.085,39.813,40.173,42.559,38.073,39.365,39.064,40.545,38.655,38.178,37.865,37.251,39.042,39.428,36.471
1110,B,False,203.15,204.8,204.19,207.99,206.92,203.19,205.03,200.91,202.14,207.68,206.03,204.56,199.84,202.25,204.77,205.66,204.63,204.83,202.89,203.21,204.74,207.4,207.75,208.9,209.11,207.87,207.29,206.59,201.51,205.85,211.91,211.66,210.32,206.59,204.03,201.4,202.9,204.05,205.95,205.48,202.35,201.49,201.25,201.11,198.68,196.43,191.93,192.37,192.01,193.88,194.7,198.62,200.32,199.37,198.81,199.59,202.33,204.93,204.51,203.13,205.8,201.34,198.73,201.28,204.06,204.32,202.71,208.51,210.51,206.79
1111,B,False,69.794,72.479,74.91,73.062,71.756,68.016,66.7,64.066,66.159,62.945,62.658,62.892,60.38,61.029,61.598,62.193,63.742,61.709,61.473,61.071,60.418,59.046,62.793,59.333,57.207,56.613,57.037,54.564,51.512,50.083,50.431,50.347,48.02,50.97,52.505,49.515,52.202,50.209,48.027,48.135,48.509,45.139,47.971,45.559,48.134,47.521,42.982,42.631,48.356,46.714,45.365,41.995,40.085,39.813,40.173,42.559,38.073,39.365,39.064,40.545,38.655,38.178,37.865,37.251,39.042,39.428,36.471,34.863,38.454,35.864
1112,B,False,82.143,81.763,80.308,79.008,79.082,79.191,79.1,77.739,77.914,78.929,78.925,79.749,79.212,80.201,80.609,80.902,81.697,80.323,80.624,81.489,81.351,82.019,81.043,82.017,81.193,79.486,77.928,78.434,79.957,76.801,77.905,75.164,74.383,73.206,73.91,74.308,70.761,72.467,72.074,73.612,72.517,71.808,72.403,73.489,73.644,69.799,69.05,69.873,68.106,66.802,67.72,67.062,68.637,65.142,65.887,64.119,65.388,65.962,63.807,64.187,65.541,65.547,65.291,64.688,63.408,63.309,62.108,62.653,61.151,60.889
1113,B,False,215.79,212.78,213.1,213.39,212.6,214.4,217.35,215.91,213.68,216.95,216.79,214.44,218.57,217.45,215.96,216.81,215.64,217.09,217.94,217.6,215.44,213.97,212.64,213.08,213.84,212.24,210.96,209.3,209.21,209.83,206.54,208.09,204.75,204.3,208.46,210.79,209.98,212.3,214.91,214.54,213.64,213.69,210.81,209.27,206.58,206.26,204.53,207.55,204.41,205.37,204.01,204.71,205.73,204.98,202.98,202.77,200.92,201.62,203.65,203.85,202.5,199.45,200.47,204.47,205.78,209.32,212.18,212.7,212.56,212.82
1114,B,False,165.8,161.05,162.86,164.09,167.24,166.67,167.18,168.5,169.74,168.73,170.87,169.19,169.69,172.72,174.3,178.25,180.17,182.49,185.94,191.15,194.65,196.98,201.04,202.41,199.91,201.65,200.23,201.2,202.86,203.67,206.38,210.3,211.75,214.96,214.56,214.16,212.58,211.07,213.45,210.64,211.01,209.72,210.94,213.34,216.84,219.34,218.17,220.42,223.29,226.11,227.06,224.97,223.04,225.78,222.2,223.8,227.72,229.65,233.6,233.33,236.36,235.82,238.3,235.95,236.67,237.43,239.09,237.72,235.24,235.03
1115,B,False,77.802,79.501,80.488,81.773,84.933,83.038,83.886,85.296,84.57,85.061,85.62,87.237,85.879,86.995,85.585,83.181,82.594,84.244,84.833,84.386,84.415,83.82,84.159,85.899,85.447,85.227,84.402,84.342,84.356,83.252,82.765,83.477,84.018,83.232,84.221,84.763,83.882,85.143,83.554,82.559,81.647,82.685,82.198,80.16,78.436,76.419,76.721,77.281,78.344,77.473,78.022,78.012,81.176,80.189,82.418,83.282,81.732,83.802,83.942,82.943,84.196,84.375,85.609,84.37,85.918,87.465,85.419,83.535,85.699,87.204
1116,B,False,541.68,542.72,536.88,547.6,545.53,545.28,545.05,549.66,550.99,548.5,549.18,545.77,547.4,553.18,555.65,550.46,548.3,554.43,557.19,555.47,560.4,564.93,560.22,561.78,557.02,567.48,561.7,560.04,557.94,560.14,556.61,558.38,546.27,550.2,547.88,547.61,544.12,544.31,545.22,544.02,544.88,548.04,549.33,553.94,554.92,556.84,550.32,550.92,555.38,559.41,560.07,565.16,561.52,568.06,567.91,569.6,570.44,569.64,564.7,559.3,555.8,559.68,560.33,558.82,556.45,560.7,553.76,556.43,548.38,548.03
1117,B,False,34.014,34.228,39.994,40.521,44.828,38.149,36.529,37.057,36.572,40.353,39.554,36.823,36.082,43.784,44.498,43.26,47.099,51.825,51.278,50.148,50.257,53.519,57.63,50.663,55.031,54.072,56.251,57.678,50.889,50.414,53.762,59.855,56.282,58.709,61.8,66.0,61.285,61.169,60.388,67.328,69.659,67.981,67.657,68.424,69.743,73.804,70.103,65.307,67.906,70.594,69.964,75.824,88.093,84.679,85.017,87.02,93.281,91.144,88.244,88.169,90.748,89.862,93.687,95.253,95.99,95.543,99.775,103.27,99.652,99.047
1118,B,False,52.777,52.029,54.007,53.694,54.062,53.959,54.618,52.151,51.566,51.276,50.754,48.654,48.327,50.086,48.124,46.471,46.673,45.739,44.549,43.105,43.169,43.852,42.965,40.168,42.361,41.846,40.49,41.795,41.102,40.036,39.847,40.001,41.109,42.102,42.757,41.479,39.754,38.991,39.619,37.521,37.289,38.589,38.989,38.89,38.736,38.267,35.488,35.579,36.727,39.251,40.175,39.072,38.437,38.665,37.28,37.091,38.107,38.305,38.288,37.984,35.412,34.655,33.259,32.847,33.359,30.71,31.897,31.892,31.58,30.492
1119,B,False,6.3962,10.467,14.612,23.22,22.886,26.775,28.488,30.02,31.311,34.348,35.265,36.117,36.174,36.914,37.775,37.899,39.518,39.133,40.079,40.408,41.114,41.247,41.993,41.745,45.024,46.375,47.841,49.457,50.487,51.268,52.368,52.977,52.94,53.151,53.604,54.942,56.509,57.438,56.549,56.396,56.225,56.182,58.364,58.328,59.003,59.481,56.164,55.726,56.864,56.878,57.662,57.945,60.312,58.881,59.645,59.4,60.693,61.022,59.231,59.809,58.585,59.573,59.329,57.879,56.77,58.651,56.987,57.575,59.034,58.393
1120,B,False,121.31,126.6,125.96,125.54,128.36,131.03,125.88,125.8,127.41,128.55,133.91,136.05,136.44,138.52,139.45,139.22,141.77,139.45,139.05,137.5,136.99,135.61,134.69,134.27,134.41,135.29,136.4,137.06,140.31,138.99,137.22,140.03,140.01,138.47,141.96,141.48,140.18,136.85,139.52,143.36,144.34,138.99,142.64,141.43,143.38,139.31,139.98,141.62,141.72,139.32,139.03,138.23,142.35,143.62,143.51,145.84,145.81,146.88,144.93,146.2,151.12,153.93,156.96,163.55,162.57,162.23,163.47,165.55,164.17,165.48
1121,B,False,963.91,968.29,967.05,969.85,971.39,975.3,970.06,976.99,988.9,984.55,987.36,990.54,984.71,988.81,1000.5,998.79,1003.6,1002.6,1000.9,1015.2,1009.8,1015.7,1020.3,1032.2,1028.4,1033.6,1037.9,1042.6,1044.4,1038.2,1050.6,1045.2,1052.8,1053.2,1051.7,1056.4,1052.7,1057.0,1058.9,1063.0,1061.6,1072.3,1069.8,1074.0,1075.2,1070.3,1069.8,1066.3,1062.7,1070.9,1076.5,1077.6,1080.9,1082.3,1084.2,1083.1,1080.2,1098.9,1091.3,1096.7,1097.7,1107.9,1099.6,1106.9,1104.5,1115.2,1113.7,1118.5,1123.6,1126.7
1122,B,False,439.86,431.65,440.69,441.52,431.89,433.85,441.62,442.0,447.37,447.37,446.1,442.09,437.3,438.16,439.18,442.2,445.65,445.6,448.36,447.29,437.34,447.95,447.29,450.4,447.1,442.62,439.3,441.56,440.47,439.54,440.16,440.13,433.17,436.58,434.88,439.37,443.66,440.14,435.37,440.31,440.43,440.04,441.83,439.17,433.53,438.5,441.27,436.66,437.46,438.37,437.8,431.07,439.86,434.26,437.32,439.77,434.33,438.43,444.7,446.95,449.72,443.61,445.98,437.48,441.59,438.0,439.48,438.49,444.38,444.86
1123,B,False,268.22,271.0,270.36,273.28,272.16,270.77,266.95,272.3,270.64,274.39,279.64,274.63,267.18,264.95,260.03,260.0,259.7,261.06,268.09,272.52,278.48,277.21,272.39,275.71,278.76,283.44,290.33,286.86,287.91,284.33,295.69,314.02,306.45,310.6,310.23,321.97,326.09,322.77,325.43,331.0,338.94,340.53,338.8,340.68,341.64,349.68,348.77,358.55,354.1,354.64,362.17,364.24,361.91,365.44,369.44,375.88,368.45,378.97,378.32,382.92,390.09,389.14,389.19,385.75,390.64,386.02,384.93,379.42,390.08,389.32
1124,B,False,235.01,239.81,237.05,237.91,243.45,244.83,247.08,254.38,259.16,264.51,268.91,268.92,264.94,263.18,266.59,263.86,266.45,265.15,261.07,262.12,262.21,262.35,263.75,258.23,258.97,257.73,258.08,260.48,266.21,272.57,274.94,274.61,273.88,281.56,275.76,275.56,269.99,283.39,283.46,284.38,287.65,287.68,286.76,287.95,296.74,296.47,296.79,295.29,295.51,297.35,301.05,303.67,307.04,315.86,312.7,318.36,316.04,320.36,324.34,329.63,325.23,325.43,326.17,326.99,320.12,321.83,328.31,328.23,325.24,327.92
1125,B,True,493.49,492.99,490.98,488.96,486.46,483.57,480.79,482.44,479.53,480.69,477.05,472.12,469.0,467.08,464.54,463.9,466.21,468.66,463.49,453.81,453.33,457.13,455.26,451.21,448.71,453.96,454.41,455.26,453.39,452.06,454.98,450.74,452.14,452.65,454.76,454.55,450.9,454.59,449.82,447.71,447.16,441.22,442.9,439.65,435.91,438.44,441.49,439.69,441.02,438.38,437.69,433.56,427.89,426.79,430.8,434.68,431.4,435.7,434.74,442.42,447.25,448.56,451.14,453.61,451.33,445.0,441.82,440.33,438.54,442.13
1126,B,False,206.32,207.53,206.51,205.38,201.36,201.08,200.58,199.92,199.72,200.47,201.61,201.28,200.9,200.21,198.29,199.18,200.71,199.98,199.68,202.15,203.56,207.26,208.17,204.51,201.19,202.79,207.2,206.77,206.77,206.62,204.3,205.05,202.84,199.92,201.6,201.73,202.54,200.0,202.03,200.72,200.5,201.04,201.49,203.94,204.09,204.03,207.41,207.44,207.72,207.22,207.68,207.08,208.01,204.58,205.14,203.99,204.96,204.6,204.97,203.83,204.63,202.8,201.78,202.12,202.6,200.22,199.96,202.11,202.01,200.57
1127,B,False,15.414,16.058,19.869,38.83,44.558,39.03,32.365,38.45,34.652,37.89,38.742,42.691,48.507,46.841,39.534,41.281,39.058,38.67,38.467,33.041,34.014,34.228,39.994,40.521,44.828,38.149,36.529,37.057,36.572,40.353,39.554,36.823,36.082,43.784,44.498,43.26,47.099,51.825,51.278,50.148,50.257,53.519,57.63,50.663,55.031,54.072,56.251,57.678,50.889,50.414,53.762,59.855,56.282,58.709,61.8,66.0,61.285,61.169,60.388,67.328,69.659,67.981,67.657,68.424,69.743,73.804,70.103,65.307,67.906,70.594
1128,B,True,43.887,43.72,43.885,44.127,46.611,48.836,49.048,47.536,49.793,47.565,48.511,55.312,54.238,57.943,57.765,58.953,58.965,57.227,58.386,59.817,62.643,57.43,54.349,57.025,55.443,57.441,58.476,61.758,63.833,62.234,70.306,75.219,76.993,72.13,73.257,77.928,77.368,75.672,76.675,76.827,79.207,82.174,83.935,87.778,96.794,100.81,95.959,102.47,100.19,113.42,116.19,123.62,122.39,125.66,136.33,132.52,131.49,127.81,125.2,132.65,132.46,138.11,142.52,140.45,143.79,151.58,149.11,145.76,145.24,144.53
1129,B,False,391.41,386.37,386.34,384.35,387.53,385.38,388.08,387.87,388.28,383.52,378.69,380.0,380.73,381.49,379.49,376.07,375.74,377.74,376.58,379.1,383.73,384.3,385.58,383.17,377.2,373.53,376.64,376.04,373.94,376.17,379.44,380.1,381.32,383.4,381.17,387.21,389.19,390.52,390.79,391.42,391.52,390.51,392.42,386.75,390.43,389.51,386.6,389.56,386.45,382.95,382.21,384.95,384.15,385.47,385.1,388.6,390.85,391.1,393.67,389.8,391.59,392.01,393.79,393.73,389.42,388.97,390.79,392.69,394.63,396.31
1130,B,False,39.209,39.024,39.429,36.303,34.285,42.044,36.97,40.247,39.515,38.347,40.762,36.343,39.269,43.485,41.455,40.59,44.585,41.254,40.681,41.978,44.422,43.016,42.433,43.754,41.771,44.673,43.795,43.858,41.455,44.011,43.989,43.473,41.712,41.977,41.19,38.067,38.012,39.375,38.728,36.194,37.57,38.324,37.635,39.716,37.411,35.925,37.462,37.619,38.869,37.099,36.354,35.491,33.758,32.818,36.854,32.787,32.171,32.154,33.032,32.974,30.298,31.32,33.555,35.242,35.878,37.537,36.308,36.713,37.29,36.999
1131,B,True,509.81,504.22,500.13,503.3,499.19,498.44,490.89,488.23,487.38,485.54,485.52,485.97,481.82,476.15,473.01,471.97,474.15,467.98,467.86,469.86,469.12,470.85,470.2,470.65,471.46,469.95,471.31,467.54,463.04,465.46,468.97,468.75,467.64,465.22,468.79,468.78,463.1,465.48,470.83,469.46,465.07,465.49,468.34,461.76,472.58,474.74,471.69,469.55,468.82,466.22,465.56,463.6,461.79,466.63,465.7,466.73,468.62,470.04,474.13,472.57,469.45,471.78,470.1,470.77,473.98,475.4,472.02,474.71,473.2,471.61
1132,B,False,196.71,196.95,196.71,197.69,197.16,192.43,190.92,189.31,189.65,187.91,183.85,185.28,181.34,181.01,180.46,179.66,177.73,177.99,173.63,174.86,178.62,177.62,175.26,172.83,173.51,176.85,175.78,173.77,174.23,172.7,173.69,173.33,176.44,172.48,169.68,167.89,171.7,170.84,166.42,168.11,165.7,167.69,164.72,165.34,164.01,164.25,160.87,165.17,163.0,165.9,166.55,166.4,164.44,165.88,165.61,163.04,164.49,161.19,162.18,164.34,166.11,165.22,165.55,165.41,163.06,161.62,159.69,161.99,165.99,163.98
1133,B,False,879.21,886.33,879.95,882.25,886.94,882.0,877.86,879.91,883.56,882.4,888.24,885.81,881.82,883.2,890.96,888.2,892.23,894.57,892.91,892.14,893.24,889.55,893.0,902.32,893.31,897.99,901.04,908.23,913.31,913.91,911.12,914.28,919.46,916.12,918.3,922.75,921.87,921.74,924.65,927.41,926.67,932.78,929.03,932.57,935.07,937.62,938.46,945.04,948.3,949.23,953.83,960.07,965.41,962.35,961.66,967.56,969.84,972.49,969.4,966.74,963.41,973.74,973.6,982.04,984.72,992.27,997.48,1002.0,1004.0,1008.3
1134,B,False,213.98,211.38,214.8,220.4,223.44,230.47,236.31,236.15,235.45,241.48,244.57,250.74,253.46,257.24,259.36,261.41,257.89,261.47,264.55,264.5,264.93,257.68,256.61,257.23,261.13,260.75,271.31,266.91,264.78,270.15,274.72,274.27,273.69,271.77,274.71,275.08,277.5,277.24,277.8,274.91,277.35,276.37,272.43,271.8,276.31,274.77,276.38,282.81,283.25,285.69,288.01,282.02,283.84,281.52,285.78,287.09,286.83,291.44,294.79,297.0,298.7,301.49,306.99,311.43,311.43,310.89,314.46,316.2,322.94,324.71
1135,B,False,900.83,902.01,899.63,893.05,885.92,889.05,889.56,882.22,875.68,874.01,873.76,873.99,869.27,862.74,856.7,861.76,857.38,856.53,857.72,847.34,841.04,837.71,839.23,838.26,835.24,840.21,836.77,834.53,835.55,830.03,824.83,823.95,815.2,810.57,813.59,811.93,814.75,813.39,815.0,806.58,807.12,801.64,797.42,789.38,790.95,799.21,794.31,792.91,785.02,785.71,775.86,786.26,788.96,793.12,797.3,794.52,793.4,793.49,796.87,795.54,796.66,793.68,788.52,796.91,789.72,787.14,789.4,787.79,785.95,789.89
1136,B,False,576.94,584.68,581.28,581.59,585.59,581.2,580.18,582.08,583.09,581.1,578.28,581.14,582.52,585.29,579.8,586.87,589.78,584.63,579.19,582.02,582.69,588.34,583.63,578.04,579.55,582.47,573.62,561.91,564.85,568.61,565.83,565.51,563.81,570.85,569.83,566.53,562.6,566.44,566.34,567.36,566.19,567.45,561.35,559.15,554.27,561.92,568.39,573.08,570.37,568.52,570.41,569.83,565.34,567.37,568.27,564.07,556.26,560.23,562.02,566.85,566.63,565.97,566.96,562.82,560.89,561.18,564.65,557.32,559.29,566.4
1137,B,False,193.47,197.22,193.71,194.12,194.06,198.23,194.69,199.3,195.76,194.49,192.03,193.36,191.95,192.34,190.74,191.91,194.48,196.67,197.71,195.64,191.98,192.42,196.35,193.95,199.1,194.5,197.65,197.09,197.12,193.48,191.69,189.24,189.25,194.46,194.34,187.2,184.98,185.96,190.41,190.29,192.02,188.92,188.39,185.29,185.42,183.94,187.29,188.74,188.4,186.14,185.27,186.73,184.76,183.96,185.09,184.43,182.2,180.05,178.5,179.91,178.37,177.56,180.23,180.61,180.24,178.75,180.75,177.82,172.5,174.76
1138,B,True,202.39,201.33,200.09,197.47,199.11,198.73,197.56,200.21,200.15,200.74,200.48,198.56,194.99,193.31,193.33,189.46,189.46,187.41,185.84,184.15,181.22,182.95,181.76,180.05,177.81,180.96,181.86,181.83,183.15,179.67,178.65,176.24,177.65,178.69,176.12,172.61,168.73,170.19,170.85,171.68,169.62,169.47,171.41,171.95,169.96,165.92,166.72,168.7,168.77,168.54,165.82,165.83,164.58,165.82,165.05,166.99,165.84,164.76,167.86,168.16,169.16,168.02,168.02,168.25,167.99,167.55,168.56,167.7,165.72,166.61
1139,B,False,168.97,166.45,166.42,166.05,164.79,166.93,166.76,167.43,166.3,167.93,167.3,169.89,171.45,169.3,168.38,168.85,166.82,167.69,167.44,167.04,167.01,166.35,168.63,167.74,167.13,166.3,166.09,167.54,166.84,166.73,164.0,162.75,162.58,159.9,163.05,161.82,163.38,164.18,163.84,166.91,165.8,166.21,167.59,166.36,167.82,170.46,170.73,173.07,177.17,177.94,178.26,179.19,177.03,176.81,176.9,174.65,178.74,177.35,179.56,179.77,180.48,179.34,179.85,179.84,178.41,179.71,181.78,179.88,177.54,176.83
1140,B,False,379.85,389.7,395.81,403.6,407.71,416.03,416.75,421.73,421.82,421.88,427.11,431.87,431.81,444.42,444.91,445.42,445.99,451.89,456.74,463.23,465.23,469.77,466.69,467.97,477.71,484.7,483.35,485.55,487.31,489.65,486.47,483.11,488.15,484.72,487.08,479.81,478.98,478.67,473.11,474.67,473.21,470.3,463.35,458.68,459.32,459.37,460.71,463.53,466.87,467.94,466.95,465.65,464.36,465.29,463.88,467.87,466.81,467.09,469.67,466.64,465.93,465.71,466.28,471.1,468.31,468.6,468.54,472.66,469.94,474.3
1141,B,False,88.569,89.925,94.358,94.099,94.01,93.129,94.594,95.091,94.456,94.623,95.679,94.257,91.203,95.233,93.611,92.317,93.323,92.928,91.407,91.551,90.814,89.845,88.283,89.69,89.033,89.97,90.664,90.21,87.698,87.31,87.251,86.705,86.918,88.261,87.28,86.504,85.485,85.738,84.886,83.419,84.591,83.969,83.041,85.072,85.55,85.58,85.307,89.074,87.439,86.56,85.442,86.969,84.491,84.047,84.401,86.138,87.228,84.554,86.546,84.893,83.917,83.056,84.063,85.289,83.596,84.87,83.133,83.08,84.89,86.485
1142,B,False,910.96,912.49,913.74,911.92,914.79,918.36,915.87,920.22,922.19,933.03,939.0,930.8,936.19,935.88,935.85,935.75,934.67,935.95,935.91,937.1,937.22,940.69,943.67,943.99,934.28,935.11,940.28,939.34,943.1,948.16,952.4,954.91,961.49,959.16,961.41,961.49,959.22,963.14,969.25,971.29,973.71,969.83,976.8,979.17,975.17,976.18,971.88,974.2,973.24,966.18,965.01,963.45,970.3,976.23,984.46,980.14,985.17,988.57,990.66,992.53,993.74,997.9,996.38,994.16,994.86,999.24,998.49,1000.0,1011.1,1012.1
1143,B,False,217.93,218.78,213.18,212.48,213.41,216.84,215.68,215.28,217.13,217.28,213.38,212.65,216.14,217.5,216.74,216.36,213.89,213.79,210.98,211.72,211.37,211.7,215.23,214.44,213.95,212.98,212.35,214.55,211.56,214.62,215.36,214.45,214.84,213.11,212.62,211.55,212.81,212.58,212.85,211.71,212.52,213.16,213.28,210.94,209.22,210.63,209.14,206.51,207.33,207.3,208.04,205.76,201.57,202.17,200.01,201.62,200.24,198.82,196.29,200.98,196.23,199.87,202.95,196.5,196.07,195.57,195.15,197.03,193.82,192.62
1144,B,True,173.99,185.43,190.07,191.6,192.58,187.67,195.34,194.52,195.37,191.55,193.36,190.97,184.52,187.26,196.59,198.01,202.79,208.91,205.0,204.1,207.37,210.22,209.11,209.24,212.16,209.07,208.84,213.78,213.37,213.56,212.37,213.26,217.19,219.15,214.02,214.33,213.67,220.24,225.15,226.09,228.02,219.29,219.6,220.94,220.44,219.46,218.08,217.07,218.7,221.49,225.4,220.81,222.91,222.59,224.75,224.8,228.08,230.65,229.37,229.57,235.6,234.25,230.99,233.34,231.75,233.94,232.55,228.96,231.61,237.33
1145,B,False,138.97,142.12,140.49,138.94,145.22,142.35,142.83,140.25,137.54,139.6,145.1,147.65,145.23,150.28,152.63,153.09,157.28,154.48,151.06,153.52,151.61,155.72,151.2,154.33,152.64,152.35,147.94,147.98,152.27,149.89,148.36,148.06,154.98,159.07,161.04,158.45,154.79,155.9,157.75,150.7,151.22,150.39,152.94,151.7,154.07,156.2,152.18,152.18,156.16,152.35,153.0,157.29,160.1,160.13,156.28,156.0,157.27,157.41,156.77,156.6,155.18,159.53,153.23,157.41,158.7,159.06,160.78,162.32,163.89,166.18
1146,B,False,353.47,353.16,357.95,358.24,359.52,359.04,358.29,358.44,362.63,362.52,362.83,359.89,360.78,360.43,361.47,358.57,357.22,362.39,361.97,364.96,363.49,364.18,361.32,363.78,365.83,368.46,370.58,370.19,369.73,369.65,372.93,370.32,373.74,376.93,377.89,377.9,374.77,371.75,372.98,372.05,373.07,370.47,367.49,366.63,367.09,368.25,365.78,366.88,369.87,369.04,369.16,370.73,377.91,374.95,378.07,376.45,377.54,379.6,378.0,377.45,379.54,380.84,385.99,385.77,383.58,380.93,381.19,385.84,384.47,382.17
1147,B,False,78.169,77.311,79.189,81.156,80.836,82.718,83.735,84.226,84.377,84.811,85.354,87.72,87.354,86.453,85.702,86.434,87.75,87.192,86.297,86.799,87.245,88.615,89.5,89.003,89.979,90.869,88.858,87.961,87.45,87.573,89.284,90.995,88.909,90.237,89.007,87.63,87.474,87.696,88.581,87.541,88.202,87.355,88.129,87.584,86.835,88.23,89.473,91.044,95.244,96.23,97.515,101.67,107.72,111.45,117.13,120.91,123.73,123.84,123.49,125.39,132.2,136.58,138.6,140.19,143.38,147.91,151.71,155.46,159.67,160.9
1148,B,False,170.8,165.71,169.66,169.59,173.25,174.27,174.81,165.69,163.52,169.3,180.19,182.33,187.39,181.68,181.27,182.26,180.34,177.63,171.19,173.23,170.66,168.31,166.93,168.31,169.77,165.5,163.98,161.51,161.08,157.15,159.26,157.11,156.12,152.28,153.6,156.44,158.71,154.15,150.72,149.9,148.82,151.02,153.81,154.31,153.72,157.33,156.65,157.79,161.61,161.54,159.86,158.62,158.44,153.09,154.18,155.36,154.09,152.88,155.25,155.21,155.39,156.88,157.87,153.67,156.78,154.77,151.24,151.08,152.06,148.45
1149,B,False,260.7,264.99,265.67,261.27,260.73,265.33,264.46,265.59,262.41,262.89,265.54,265.17,269.37,276.0,273.46,277.55,279.37,278.26,275.22,282.3,279.69,278.73,278.14,284.25,289.24,288.06,290.27,288.64,286.73,291.82,293.77,289.56,288.1,295.77,298.17,296.91,300.67,302.14,303.84,303.53,306.24,311.58,312.66,309.17,312.75,317.6,326.0,321.48,323.83,323.96,324.07,319.34,321.25,321.41,321.36,321.13,321.06,321.73,320.97,321.9,328.32,328.6,325.47,324.08,329.05,325.22,323.09,322.37,324.3,320.51
1150,B,False,456.05,450.79,453.55,453.17,450.45,449.15,447.68,443.64,446.39,446.49,443.56,440.34,442.07,437.68,431.9,430.34,432.7,432.2,431.77,431.55,433.27,432.38,429.64,430.85,427.63,427.21,424.34,427.92,426.43,422.12,422.14,419.69,423.01,423.76,423.37,423.7,423.79,419.39,418.56,425.81,425.93,429.21,428.52,425.54,425.97,422.37,417.93,418.81,421.47,422.18,425.25,425.74,421.21,419.06,418.91,417.82,417.51,415.68,416.11,419.23,420.16,421.68,413.98,417.32,414.49,414.74,414.82,415.0,415.72,423.9
