,tss,validation_tss,hss,validation_hss,loss,validation_loss
0,0.4262482225894928,0.6749780178070068,0.009137863293290138,0.009303928352892399,1.6879057884216309,0.9561312794685364
1,0.7604371905326843,0.5164031982421875,0.006070476956665516,0.009303928352892399,0.29983243346214294,0.8537494540214539
2,0.8079236745834351,0.3557971119880676,0.006324893329292536,0.0,0.1936987340450287,0.5337554216384888
3,0.8527701497077942,0.29178744554519653,0.005014783702790737,0.0,0.18235599994659424,0.673366129398346
4,0.8741872906684875,0.28333333134651184,0.00444477703422308,0.0,0.14400583505630493,0.5808398127555847
5,0.8923795819282532,0.28333333134651184,0.00598313519731164,0.0,0.12674568593502045,0.5184511542320251
6,0.9205458760261536,0.28333333134651184,0.007309221662580967,0.0,0.09147317707538605,0.5011210441589355
7,0.9427497982978821,0.31111112236976624,0.007306491024792194,0.0,0.0635703057050705,0.42126214504241943
8,0.9580764770507812,0.45277780294418335,0.0064308540895581245,0.0,0.04307832196354866,0.38797613978385925
9,0.9776723980903625,0.32499998807907104,0.0061250971630215645,0.0,0.03133049234747887,0.40709593892097473
10,0.9543245434761047,0.5777778029441833,0.006389506161212921,0.0,0.049269430339336395,0.3636508285999298
11,0.9835036993026733,0.549615740776062,0.008463864214718342,0.0,0.03340227156877518,0.3840484321117401
12,0.9779993295669556,0.6715744733810425,0.008703289553523064,0.0,0.028229599818587303,0.40842488408088684
13,0.9625470042228699,0.6576855182647705,0.006542877294123173,0.0,0.03463304787874222,0.3468795418739319
14,0.9743507504463196,0.6576855182647705,0.0067946515046060085,0.0,0.03446243703365326,0.4322064220905304
